# laser_power_pct,1.0
# exposure_time,1.00002
# laser_nm,532.021
# mode,single
pixel_index,raman_shift_cm-1,wavelength_nm,intensity
0,-224.905,525.7304,97.0
1,-221.837,525.8152,98.0
2,-218.771,525.9000,99.0
3,-215.706,525.9848,99.0
4,-212.642,526.0696,98.0
5,-209.579,526.1544,98.0
6,-206.517,526.2391,99.0
7,-203.456,526.3239,100.0
8,-200.397,526.4087,99.0
9,-197.339,526.4934,96.0
10,-194.282,526.5782,98.0
11,-191.227,526.6629,99.0
12,-188.172,526.7476,98.0
13,-185.119,526.8324,97.0
14,-182.067,526.9171,96.0
15,-179.016,527.0018,97.0
16,-175.966,527.0865,99.0
17,-172.918,527.1712,99.0
18,-169.871,527.2559,98.0
19,-166.825,527.3406,98.0
20,-163.780,527.4253,98.0
21,-160.736,527.5100,100.0
22,-157.693,527.5947,97.0
23,-154.652,527.6793,97.0
24,-151.612,527.7640,99.0
25,-148.573,527.8487,99.0
26,-145.535,527.9333,99.0
27,-142.499,528.0180,98.0
28,-139.464,528.1026,99.0
29,-136.429,528.1872,99.0
30,-133.397,528.2719,99.0
31,-130.365,528.3565,99.0
32,-127.334,528.4411,96.0
33,-124.305,528.5257,97.0
34,-121.277,528.6103,97.0
35,-118.250,528.6949,99.0
36,-115.224,528.7795,97.0
37,-112.199,528.8641,99.0
38,-109.176,528.9487,100.0
39,-106.153,529.0332,97.0
40,-103.132,529.1178,98.0
41,-100.112,529.2024,98.0
42,-97.094,529.2869,98.0
43,-94.076,529.3715,98.0
44,-91.060,529.4560,98.0
45,-88.045,529.5405,98.0
46,-85.031,529.6251,99.0
47,-82.018,529.7096,99.0
48,-79.006,529.7941,99.0
49,-75.996,529.8786,98.0
50,-72.987,529.9631,97.0
51,-69.979,530.0476,97.0
52,-66.972,530.1321,98.0
53,-63.966,530.2166,98.0
54,-60.961,530.3011,97.0
55,-57.958,530.3856,98.0
56,-54.956,530.4700,99.0
57,-51.955,530.5545,100.0
58,-48.955,530.6390,97.0
59,-45.956,530.7234,97.0
60,-42.959,530.8078,97.0
61,-39.962,530.8923,99.0
62,-36.967,530.9767,99.0
63,-33.973,531.0611,96.0
64,-30.980,531.1456,100.0
65,-27.989,531.2300,102.0
66,-24.998,531.3144,107.0
67,-22.009,531.3988,97.0
68,-19.021,531.4832,99.0
69,-16.034,531.5676,98.0
70,-13.048,531.6519,95.0
71,-10.063,531.7363,96.0
72,-7.080,531.8207,98.0
73,-4.098,531.9050,100.0
74,-1.116,531.9894,99.0
75,1.864,532.0738,97.0
76,4.842,532.1581,99.0
77,7.820,532.2424,99.0
78,10.797,532.3268,99.0
79,13.772,532.4111,97.0
80,16.746,532.4954,100.0
81,19.719,532.5797,99.0
82,22.691,532.6640,97.0
83,25.662,532.7483,98.0
84,28.631,532.8326,97.0
85,31.599,532.9169,97.0
86,34.567,533.0012,98.0
87,37.533,533.0855,96.0
88,40.498,533.1697,97.0
89,43.461,533.2540,98.0
90,46.424,533.3383,97.0
91,49.385,533.4225,98.0
