# laser_power_pct,40
# exposure_time,2
# laser_nm,532.021
# mode,single
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-224.942,525.7294,698
1,-221.874,525.8142,700
2,-218.808,525.8990,695
3,-215.742,525.9838,702
4,-212.678,526.0686,693
5,-209.615,526.1534,694
6,-206.553,526.2381,693
7,-203.493,526.3229,698
8,-200.433,526.4077,706
9,-197.375,526.4924,695
10,-194.318,526.5772,705
11,-191.263,526.6619,706
12,-188.208,526.7467,686
13,-185.155,526.8314,698
14,-182.103,526.9161,699
15,-179.052,527.0008,688
16,-176.002,527.0855,684
17,-172.953,527.1703,703
18,-169.906,527.2550,703
19,-166.860,527.3397,680
20,-163.815,527.4243,696
21,-160.771,527.5090,693
22,-157.728,527.5937,694
23,-154.687,527.6784,698
24,-151.647,527.7630,694
25,-148.608,527.8477,684
26,-145.570,527.9324,693
27,-142.533,528.0170,688
28,-139.498,528.1017,690
29,-136.464,528.1863,698
30,-133.431,528.2709,688
31,-130.399,528.3555,699
32,-127.368,528.4402,694
33,-124.339,528.5248,688
34,-121.310,528.6094,694
35,-118.283,528.6940,691
36,-115.257,528.7786,685
37,-112.233,528.8632,703
38,-109.209,528.9477,708
39,-106.187,529.0323,684
40,-103.166,529.1169,691
41,-100.146,529.2014,698
42,-97.127,529.2860,694
43,-94.109,529.3705,693
44,-91.093,529.4551,692
45,-88.077,529.5396,696
46,-85.063,529.6242,711
47,-82.050,529.7087,699
48,-79.039,529.7932,703
49,-76.028,529.8777,687
50,-73.019,529.9622,703
51,-70.011,530.0467,708
52,-67.004,530.1312,690
53,-63.998,530.2157,689
54,-60.993,530.3002,698
55,-57.990,530.3847,688
56,-54.987,530.4691,692
57,-51.986,530.5536,687
58,-48.986,530.6381,697
59,-45.988,530.7225,694
60,-42.990,530.8070,688
61,-39.994,530.8914,709
62,-36.998,530.9758,687
63,-34.004,531.0603,687
64,-31.011,531.1447,705
65,-28.020,531.2291,720
66,-25.029,531.3135,758
67,-22.040,531.3979,783
68,-19.051,531.4823,722
69,-16.064,531.5667,700
70,-13.078,531.6511,694
71,-10.094,531.7355,701
72,-7.110,531.8198,710
73,-4.128,531.9042,691
74,-1.146,531.9886,704
75,1.834,532.0729,695
76,4.813,532.1573,693
77,7.790,532.2416,687
78,10.767,532.3259,702
79,13.742,532.4103,698
80,16.717,532.4946,717
81,19.690,532.5789,696
82,22.662,532.6632,707
83,25.632,532.7475,699
84,28.602,532.8318,695
85,31.570,532.9161,696
86,34.538,533.0004,692
