# laser_power_pct,20
# exposure_time,1
# laser_nm,532.021
# mode,single
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-224.987,525.7281,675
1,-221.919,525.8130,671
2,-218.852,525.8978,674
3,-215.787,525.9826,674
4,-212.722,526.0673,676
5,-209.659,526.1521,675
6,-206.597,526.2369,671
7,-203.537,526.3217,675
8,-200.477,526.4065,672
9,-197.419,526.4912,672
10,-194.362,526.5760,689
11,-191.306,526.6607,684
12,-188.251,526.7455,677
13,-185.198,526.8302,671
14,-182.145,526.9149,676
15,-179.094,526.9996,675
16,-176.044,527.0844,677
17,-172.996,527.1691,683
18,-169.948,527.2538,660
19,-166.902,527.3385,677
20,-163.857,527.4232,672
21,-160.813,527.5079,664
22,-157.770,527.5926,672
23,-154.728,527.6772,679
24,-151.688,527.7619,668
25,-148.649,527.8466,671
26,-145.611,527.9312,677
27,-142.574,528.0159,671
28,-139.539,528.1005,680
29,-136.504,528.1852,668
30,-133.471,528.2698,679
31,-130.439,528.3544,670
32,-127.408,528.4390,672
33,-124.379,528.5237,667
34,-121.350,528.6083,668
35,-118.323,528.6929,671
36,-115.297,528.7775,675
37,-112.272,528.8621,675
38,-109.248,528.9466,662
39,-106.226,529.0312,672
40,-103.204,529.1158,671
41,-100.184,529.2004,675
42,-97.165,529.2849,672
43,-94.148,529.3695,668
44,-91.131,529.4540,674
45,-88.116,529.5386,673
46,-85.101,529.6231,677
47,-82.088,529.7076,686
48,-79.076,529.7921,675
49,-76.066,529.8767,675
50,-73.056,529.9612,668
51,-70.048,530.0457,678
52,-67.041,530.1302,677
53,-64.035,530.2147,673
54,-61.030,530.2992,676
55,-58.026,530.3836,675
56,-55.024,530.4681,671
57,-52.023,530.5526,662
58,-49.023,530.6370,677
59,-46.024,530.7215,672
60,-43.026,530.8059,672
61,-40.029,530.8904,680
62,-37.034,530.9748,682
63,-34.040,531.0593,729
64,-31.047,531.1437,1061
65,-28.055,531.2281,1877
66,-25.064,531.3125,1758
67,-22.075,531.3969,733
68,-19.086,531.4813,679
69,-16.099,531.5657,673
70,-13.113,531.6501,678
71,-10.128,531.7345,685
72,-7.144,531.8189,679
73,-4.162,531.9032,677
74,-1.180,531.9876,670
75,1.800,532.0719,671
76,4.779,532.1563,670
77,7.757,532.2406,671
78,10.733,532.3250,683
79,13.709,532.4093,674
80,16.683,532.4936,683
81,19.657,532.5780,677
82,22.629,532.6623,681
83,25.599,532.7466,674
84,28.569,532.8309,668
85,31.538,532.9152,675
86,34.505,532.9995,671
87,37.472,533.0837,681
88,40.437,533.1680,666
89,43.401,533.2523,676
90,46.363,533.3365,671
91,49.325,533.4208,663
