# kind,background_subtracted
# version_label,v1_poly5
# poly_order,5
# iterations_run,8
pixel_index,raman_shift_cm-1,intensity,background_intensity
0,-224.846,3.5851643558369517,96.41483564416305
1,-221.778,2.5760904182975537,96.42390958170245
2,-218.712,1.5669081771912943,96.4330918228087
3,-215.647,0.0,96.44238159556883
4,-212.583,2.5482218694730534,96.45177813052695
5,-209.521,1.5387193393190728,96.46128066068093
6,-206.460,2.5291115785209115,96.47088842147909
7,-203.399,0.5193993491831037,96.4806006508169
8,-200.340,1.5095834109663997,96.4904165890336
9,-197.283,0.49966452109107706,96.50033547890892
10,-194.226,2.489643434340266,96.51035656565973
11,-191.171,1.4795209030632464,96.52047909693675
12,-188.116,1.469297677178801,96.5307023228212
13,-185.064,1.4589745041785562,96.54102549582144
14,-182.012,0.448552129130249,96.55144787086975
15,-178.961,1.4380312946810818,96.56196870531892
16,-175.912,0.42741274106107596,96.57258725893892
17,-172.864,2.4166972060863543,96.58330279391365
18,-169.817,0.4058854251624382,96.59411457483756
19,-166.771,2.3949781312876866,96.60502186871231
20,-163.726,1.3839760550564648,96.61602394494354
21,-160.683,1.372879924662584,96.62712007533742
22,-157.641,2.3616904659025977,96.6383095340974
23,-154.600,0.35040840217909874,96.6495915978209
24,-151.560,0.3390344545040449,96.66096554549596
25,-148.521,3.3275693415021266,96.67243065849787
26,-145.484,1.3160137794140496,96.68398622058595
27,-142.447,1.3043684820998465,96.69563151790015
28,-139.412,1.292634161042244,96.70736583895776
29,-136.379,2.280811525349989,96.71918847465001
30,-133.346,0.26890128176110295,96.7310987182389
31,-130.314,2.256904134646291,96.74309586535371
32,-127.284,2.2448207860121983,96.7551792139878
33,-124.255,1.2326519355047765,96.76734806449522
34,-121.227,1.2203982804125815,96.77960171958742
35,-118.200,1.208060515670141,96.79193948432986
36,-115.175,2.1956393338611946,96.8043606661388
37,-112.150,1.183135425222119,96.81686457477788
38,-109.127,1.170549477645153,96.82945052235485
39,-106.105,0.1578821766818237,96.84211782331818
40,-103.084,1.1451342055461566,96.85486579445384
41,-100.065,2.132306245118116,96.86769375488188
42,-97.046,2.119398973946815,96.88060102605318
43,-94.029,0.10641306825394281,96.89358693174606
44,-91.013,2.0933492019370306,96.90665079806297
45,-87.998,1.08020804657275,96.91979195342725
46,-84.984,2.066990271420309,96.93300972857969
47,-81.972,0.0,96.94630345657525
48,-78.960,0.04032752722021371,96.95967247277979
49,-75.950,1.0268838851333442,96.97311611486666
50,-72.941,0.013366277186591446,96.98663372281341
51,-69.933,0.0,97.00022463889852
52,-66.927,0.0,97.01388820769796
53,-63.921,0.0,97.02762377608201
54,-60.917,1.958569306788192,97.04143069321181
55,-57.914,0.944691689463923,97.05530831053608
56,-54.912,0.0,97.06925598178785
57,-51.911,0.0,97.08327306298105
58,-48.912,0.9026410875927553,97.09735891240724
59,-45.913,0.0,97.11151289063228
60,-42.916,1.8742656395070014,97.125734360493
61,-39.920,1.859977312906139,97.14002268709386
62,-36.925,0.8456227621963706,97.15437723780363
63,-33.931,0.0,97.16879738225212
64,-30.939,1.8167175076732036,97.1832824923268
65,-27.947,1.8021680578305421,97.19783194216946
66,-24.957,7.787554891827057,97.21244510817294
67,-21.968,0.7728786310221949,97.2271213689778
68,-18.980,1.7581398945310553,97.24186010546894
69,-15.993,0.7433392992276282,97.25666070077237
70,-13.008,0.0,97.27152254025178
71,-10.023,0.0,97.2864450115053
72,-7.040,0.6985724956378903,97.30142750436211
73,-4.058,0.6835305891208066,97.3164694108792
74,-1.077,0.6684298746620243,97.33157012533798
75,1.903,0.0,97.34672904424093
76,4.881,0.0,97.3619455663084
77,7.859,0.6227809075248416,97.37721909247516
78,10.835,0.0,97.3925490258871
79,13.810,1.5920652281020153,97.40793477189798
80,16.784,1.5766242619339579,97.42337573806604
81,19.757,0.0,97.43887133415068
82,22.728,1.5455790278908808,97.45442097210912
83,25.699,0.0,97.47002406609319
84,28.668,2.5143199675541723,97.48568003244583
85,31.636,1.498611710302086,97.50138828969791
86,34.603,1.482851741435141,97.51714825856486
87,37.569,0.0,97.5329593619433
88,40.534,0.0,97.54882102490777
89,43.497,0.4352673252925854,97.56473267470741
90,46.460,0.4193062592373735,97.58069374076263
91,49.421,1.4032963453382763,97.59670365466172
92,52.381,0.3872381498423749,97.61276185015763
93,55.340,1.3711322368354217,97.62886776316458
94,58.297,0.0,97.64502083175478
95,61.254,0.33877950384497524,97.66122049615502
96,64.209,1.322533801256526,97.67746619874347
97,67.164,1.306242615953721,97.69375738404628
98,70.117,0.28990650126576156,97.71009349873424
99,73.069,2.273526008380486,97.72647399161951
100,76.020,2.257101686347724,97.74289831365228
101,78.969,1.2406340820825932,97.7593659179174
102,81.918,1.2241237403688388,97.77587625963116
103,84.865,5.207571203862173,97.79242879613783
104,87.811,3.190977013093544,97.80902298690646
105,90.757,1.174341706472532,97.82565829352747
106,93.700,2.1576658202906174,97.84233417970938
107,96.643,0.14094988872453484,97.85905011127547
108,99.585,2.1241944438395706,97.87580555616043
109,102.525,2.1074000155929014,97.8925999844071
110,105.465,0.09056713183694853,97.90943286816305
111,108.403,1.0736963183226464,97.92630368167735
112,111.340,2.056788098702768,97.94321190129723
113,114.276,3.0398429945353342,97.96015700546467
114,117.211,3.022861525286814,97.97713847471319
115,120.144,0.005844208335531675,97.99415579166447
