# laser_power_pct,60
# exposure_time,2
# laser_nm,532.021
# mode,single
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-227.075,525.6704,694
1,-224.001,525.7554,685
2,-220.928,525.8404,677
3,-217.855,525.9253,686
4,-214.785,526.0103,688
5,-211.715,526.0952,682
6,-208.646,526.1802,681
7,-205.579,526.2651,673
8,-202.513,526.3500,691
9,-199.448,526.4350,690
10,-196.385,526.5199,700
11,-193.322,526.6048,699
12,-190.261,526.6897,681
13,-187.201,526.7746,688
14,-184.142,526.8595,683
15,-181.085,526.9444,674
16,-178.029,527.0292,695
17,-174.974,527.1141,686
18,-171.920,527.1990,685
19,-168.867,527.2838,680
20,-165.815,527.3687,676
21,-162.765,527.4535,685
22,-159.716,527.5384,692
23,-156.668,527.6232,684
24,-153.622,527.7080,685
25,-150.576,527.7929,694
26,-147.532,527.8777,680
27,-144.489,527.9625,680
28,-141.447,528.0473,683
29,-138.406,528.1321,693
30,-135.367,528.2169,694
31,-132.329,528.3017,685
32,-129.291,528.3865,677
33,-126.256,528.4712,683
34,-123.221,528.5560,669
35,-120.188,528.6407,687
36,-117.155,528.7255,695
37,-114.124,528.8102,686
38,-111.094,528.8950,687
39,-108.066,528.9797,686
40,-105.038,529.0645,697
41,-102.012,529.1492,681
42,-98.987,529.2339,685
43,-95.963,529.3186,690
44,-92.940,529.4033,679
45,-89.919,529.4880,680
46,-86.899,529.5727,692
47,-83.879,529.6574,689
48,-80.862,529.7420,687
49,-77.845,529.8267,687
50,-74.829,529.9114,674
51,-71.815,529.9960,673
52,-68.802,530.0807,688
53,-65.790,530.1653,692
54,-62.779,530.2500,673
55,-59.769,530.3346,684
56,-56.761,530.4192,686
57,-53.754,530.5039,681
58,-50.748,530.5885,685
59,-47.743,530.6731,694
60,-44.739,530.7577,699
61,-41.737,530.8423,703
62,-38.736,530.9269,740
63,-35.735,531.0114,779
64,-32.737,531.0960,959
65,-29.739,531.1806,1856
66,-26.742,531.2651,5605
67,-23.747,531.3497,992
68,-20.753,531.4343,746
69,-17.760,531.5188,715
70,-14.768,531.6033,700
