# laser_power_pct,20
# exposure_time,5.00001
# mode,kinetic
frame_index,pixel_index,intensity
0,0,120
0,1,120
0,2,117
0,3,118
0,4,117
0,5,116
0,6,115
0,7,115
0,8,119
0,9,116
0,10,115
0,11,118
0,12,118
0,13,117
0,14,119
0,15,117
0,16,118
0,17,116
0,18,115
0,19,119
0,20,117
0,21,118
0,22,120
0,23,116
0,24,115
0,25,115
0,26,118
0,27,114
0,28,119
0,29,118
0,30,120
0,31,118
0,32,116
0,33,115
0,34,113
0,35,117
0,36,119
0,37,118
0,38,117
0,39,114
0,40,116
0,41,117
0,42,119
0,43,115
0,44,119
0,45,116
0,46,116
0,47,118
0,48,116
0,49,115
0,50,114
0,51,116
0,52,119
0,53,117
0,54,115
0,55,115
0,56,117
0,57,112
0,58,118
0,59,115
0,60,119
0,61,140
0,62,191
0,63,208
0,64,273
0,65,420
0,66,323
0,67,206
0,68,123
0,69,116
0,70,118
0,71,118
0,72,117
0,73,117
0,74,120
0,75,115
0,76,114
0,77,117
0,78,117
0,79,120
0,80,119
0,81,114
0,82,119
0,83,115
0,84,116
0,85,118
0,86,118
0,87,116
0,88,114
0,89,117
0,90,115
0,91,118
0,92,119
0,93,121
0,94,124
0,95,127
0,96,132
0,97,141
0,98,151
0,99,163
0,100,175
0,101,175
0,102,187
0,103,188
0,104,190
0,105,191
0,106,193
0,107,193
0,108,190
0,109,194
0,110,199
0,111,199
0,112,189
0,113,195
0,114,198
0,115,189
0,116,196
0,117,195
0,118,194
0,119,195
0,120,196
0,121,204
0,122,194
0,123,192
0,124,200
0,125,201
0,126,197
0,127,195
0,128,202
0,129,195
0,130,196
0,131,197
0,132,200
0,133,200
0,134,201
0,135,199
0,136,202
0,137,204
0,138,205
0,139,209
0,140,206
0,141,206
0,142,214
0,143,214
0,144,209
0,145,212
0,146,217
0,147,220
0,148,222
0,149,218
0,150,221
0,151,226
0,152,227
0,153,224
0,154,227
0,155,223
0,156,225
0,157,230
0,158,231
0,159,229
0,160,235
0,161,233
0,162,234
0,163,243
0,164,240
0,165,234
0,166,242
0,167,247
0,168,241
0,169,244
0,170,251
0,171,252
0,172,255
0,173,256
0,174,246
0,175,251
0,176,250
0,177,241
0,178,249
0,179,230
0,180,239
0,181,233
0,182,241
0,183,238
0,184,234
0,185,236
0,186,234
0,187,237
0,188,240
0,189,238
0,190,244
0,191,243
0,192,241
0,193,246
