# kind,background_subtracted
# version_label,v1_03
# poly_order,5
# iterations_run,7
pixel_index,raman_shift_cm-1,intensity,background_intensity
0,-224.846,2.250296772983404,96.7497032270166
1,-221.778,1.2476622588115305,96.75233774118847
2,-218.712,2.2450204834991183,96.75497951650088
3,-215.647,0.24237164337920092,96.7576283566208
4,-212.583,1.2397159336798325,96.76028406632017
5,-209.521,2.2370535485265037,96.7629464514735
6,-206.460,1.2343846809445722,96.76561531905543
7,-203.399,1.231709522861621,96.76829047713838
8,-200.340,1.2290282651099744,96.77097173489003
9,-197.283,0.22634109742902808,96.77365890257097
10,-194.226,2.2236482084677647,96.77635179153224
11,-191.171,1.2209497857870701,96.77905021421293
12,-188.116,1.2182460158622206,96.78175398413778
13,-185.064,0.21553708408529815,96.7844629159147
14,-182.012,0.2128231747675926,96.78717682523241
15,-178.961,0.21010447114204567,96.78989552885795
16,-175.912,0.2073811553656384,96.79261884463436
17,-172.864,1.2046534085218497,96.79534659147815
18,-169.817,1.2019214106230436,96.79807858937696
19,-166.771,0.0,96.80081465938711
20,-163.726,1.1964453763688425,96.80355462363116
21,-160.683,2.1937016947044725,96.80629830529553
22,-157.641,2.190954471371967,96.80904552862803
23,-154.600,2.1882038810644957,96.8117961189355
24,-151.560,1.1854500974186664,96.81454990258133
25,-148.521,0.18269329301692494,96.81730670698308
26,-145.484,2.179933639389972,96.82006636061003
27,-142.447,1.1771713070191936,96.8228286929808
28,-139.412,1.1744064653391177,96.82559353466088
29,-136.379,2.1716392827397613,96.82836071726024
30,-133.346,1.1688699265691014,96.8311300734309
31,-130.314,1.1660985631354919,96.83390143686451
32,-127.284,3.1633253577100646,96.83667464228994
33,-124.255,0.16055047452915971,96.83944952547084
34,-121.227,1.1577740767967697,96.84222592320323
35,-118.200,1.1549963266869128,96.84500367331309
36,-115.175,0.1522173853460771,96.84778261465392
37,-112.150,0.14943741289569346,96.8505625871043
38,-109.127,0.0,96.85334343156556
39,-106.105,1.1438750100407589,96.85612498995924
40,-103.084,3.141092894775255,96.85890710522474
41,-100.065,2.1383103786831015,96.8616896213169
42,-97.046,2.1355276167964803,96.86447238320352
43,-94.029,2.132744763136955,96.86725523686304
44,-91.013,1.1299619707179716,96.87003802928203
45,-87.998,2.1271793915472017,96.8728206084528
46,-84.984,2.124397176629003,96.875602823371
47,-81.972,1.1216154759668484,96.87838452403315
48,-78.960,0.0,96.88116556143429
49,-75.950,0.11605421243453407,96.88394578756547
50,-72.941,0.11327494458859633,96.8867250554114
51,-69.933,0.0,96.88950321894804
52,-66.927,0.10771986685989532,96.8922801331401
53,-63.921,0.1049443460613162,96.89505565393868
54,-60.917,1.1021703617211642,96.89782963827884
55,-57.914,0.09939805592283335,96.90060194407717
56,-54.912,1.0966275697706322,96.90337243022937
57,-51.911,2.0938590433921433,96.90614095660786
58,-48.912,0.09109261594072393,96.90890738405928
59,-45.913,1.0883284255978367,96.91167157440216
60,-42.916,1.0855666095755225,96.91443339042448
61,-39.920,1.0828073041188162,96.91719269588118
62,-36.925,1.0800506445081908,96.91994935549181
63,-33.931,1.0772967650619023,96.9227032349381
64,-30.939,2.074545799138491,96.92545420086151
65,-27.947,3.0717978791391687,96.92820212086083
66,-24.957,3.069053136510206,96.9309468634898
67,-21.968,3.066311701745448,96.93368829825455
68,-18.980,2.0635737043886024,96.9364262956114
69,-15.993,0.06083927303581049,96.93916072696419
70,-13.008,1.0581085353379223,96.94189146466208
71,-10.023,0.055381618003025324,96.94461838199697
72,-7.040,0.05265864679880394,96.9473413532012
73,-4.058,0.049939746554997555,96.950060253445
74,-1.077,0.047225041165788184,96.95277495883421
75,1.903,0.0,96.95548534640774
76,4.881,2.041808705864753,96.95819129413525
77,7.859,2.039107319085389,96.96089268091461
78,10.835,1.036410613430391,96.96358938656961
79,13.810,1.0337187081525485,96.96628129184745
80,16.784,2.031031721583659,96.96896827841634
81,19.757,0.02834977113687387,96.97165022886313
82,22.728,3.025672973309227,96.97432702669077
83,25.699,0.0,96.97699855631605
84,28.668,1.0203352969329984,96.979664703067
85,31.636,0.017674646819330064,96.98232535318067
86,34.603,0.015019606199501823,96.9849803938005
87,37.569,1.0123702870259308,96.98762971297407
88,40.534,1.009726800349398,96.9902731996506
89,43.497,2.0070892563214926,96.99291074367851
90,46.460,1.0044577641969425,96.99554223580306
91,49.421,0.0,96.99816756766387
92,52.381,0.0,97.00078663179258
93,55.340,0.0,97.00339932161032
94,58.297,1.9939944685746127,97.00600553142539
95,61.254,1.9913948435692532,97.00860515643075
96,64.209,0.9888019072983099,97.01119809270169
97,67.164,0.9862157628066512,97.01378423719335
98,70.117,0.9836365122616826,97.01636348773832
99,73.069,1.9810642569558183,97.01893574304418
