System
Type	MANTARAY
Unit	WAVENUMBER
Rayleigh	785.035nm
Grating	1200gr

Measuring Condition
Acquisition Mode	SINGLE
Exposure Time	0.2s
Laser Filter	785nm
ND Filter	20%
Lens Magnification	MPLFLN20x
X Pixels	1024	Y Pixels	255


X Axis Data	Y Axis Data
1325.35	3903
1326.27	3871
1327.2	3934
1328.12	3891
1329.04	3937
1329.96	3939
1330.88	3934
1331.8	3958
1332.72	3942
1333.64	3993
1334.56	3939
1335.48	3990
1336.4	3974
1337.32	3997
1338.24	3996
1339.16	4018
1340.08	4001
1341	4021
1341.91	4018
1342.83	4084
1343.75	4110
1344.67	4073
1345.59	4053
1346.5	4075
1347.42	4070
1348.34	4080
1349.25	4089
1350.17	4099
1351.09	4099
1352	4119
1352.92	4138
1353.83	4111
1354.75	4160
1355.67	4127
1356.58	4125
1357.5	4119
1358.41	4132
1359.32	4155
1360.24	4124
1361.15	4152
1362.07	4182
1362.98	4145
1363.89	4139
1364.81	4188
1365.72	4183
1366.63	4199
1367.55	4158
1368.46	4187
1369.37	4202
1370.28	4200
1371.19	4207
1372.11	4165
1373.02	4151
1373.93	4175
1374.84	4207
1375.75	4178
1376.66	4170
1377.57	4178
1378.48	4196
1379.39	4146
1380.3	4165
1381.21	4171
1382.12	4192
1383.03	4153
1383.94	4176
1384.85	4178
1385.76	4213
1386.66	4186
1387.57	4175
1388.48	4145
1389.39	4180
1390.3	4166
1391.2	4202
1392.11	4195
1393.02	4159
1393.92	4182
1394.83	4185
1395.74	4180
1396.64	4136
1397.55	4160
1398.45	4124
1399.36	4122
1400.27	4144
1401.17	4177
1402.08	4136
1402.98	4133
1403.88	4163
1404.79	4177
1405.69	4196
1406.6	4184
1407.5	4194
1408.4	4183
1409.31	4212
1410.21	4162
1411.11	4202
1412.02	4202
1412.92	4202
1413.82	4210
1414.72	4196
1415.62	4197
1416.53	4229
1417.43	4208
1418.33	4271
1419.23	4282
1420.13	4263
1421.03	4276
1421.93	4287
1422.83	4307
1423.73	4273
1424.63	4294
1425.53	4311
1426.43	4290
1427.33	4322
1428.23	4309
1429.13	4333
1430.03	4292
1430.93	4314
1431.82	4302
1432.72	4348
1433.62	4335
1434.52	4331
1435.41	4379
1436.31	4375
1437.21	4382
1438.11	4387
1439	4348
1439.9	4380
1440.8	4432
1441.69	4352
1442.59	4412
1443.48	4398
1444.38	4403
1445.27	4442
1446.17	4430
1447.06	4441
1447.96	4447
1448.85	4461
1449.75	4475
1450.64	4459
1451.53	4482
1452.43	4465
1453.32	4468
1454.21	4466
1455.11	4519
1456	4488
1456.89	4469
1457.78	4468
1458.68	4489
1459.57	4499
1460.46	4494
1461.35	4497
1462.24	4493
1463.13	4468
1464.03	4471
1464.92	4483
1465.81	4525
1466.7	4517
1467.59	4480
1468.48	4496
1469.37	4497
1470.26	4494
1471.15	4489
1472.04	4516
1472.92	4477
1473.81	4482
1474.7	4491
1475.59	4512
1476.48	4502
1477.37	4498
1478.25	4536
1479.14	4497
1480.03	4493
1480.92	4529
1481.8	4504
1482.69	4507
1483.58	4511
1484.46	4511
1485.35	4464
1486.23	4504
1487.12	4506
1488.01	4496
1488.89	4498
1489.78	4488
1490.66	4517
1491.55	4499
1492.43	4519
1493.31	4520
1494.2	4524
1495.08	4481
1495.97	4513
1496.85	4528
1497.73	4549
1498.62	4524
1499.5	4509
1500.38	4527
1501.26	4530
1502.15	4538
1503.03	4552
1503.91	4553
1504.79	4545
1505.67	4534
1506.56	4607
1507.44	4623
1508.32	4572
1509.2	4607
1510.08	4601
1510.96	4605
1511.84	4605
1512.72	4630
1513.6	4662
1514.48	4716
1515.36	4751
1516.24	4717
1517.12	4681
1517.99	4711
1518.87	4661
1519.75	4669
1520.63	4660
1521.51	4704
1522.39	4697
1523.26	4690
1524.14	4704
1525.02	4765
1525.89	4760
1526.77	4755
1527.65	4740
1528.52	4731
1529.4	4810
1530.28	4769
1531.15	4810
1532.03	4786
1532.9	4790
1533.78	4787
1534.65	4811
1535.53	4831
1536.4	4830
1537.28	4849
1538.15	4864
1539.02	4811
1539.9	4858
1540.77	4851
1541.64	4878
1542.52	4855
1543.39	4835
1544.26	4844
1545.14	4854
1546.01	4865
1546.88	4864
1547.75	4904
1548.62	4859
1549.5	4903
1550.37	4917
1551.24	4869
1552.11	4884
1552.98	4882
1553.85	4914
1554.72	4926
1555.59	4926
1556.46	4906
1557.33	4885
1558.2	4922
1559.07	4910
1559.94	4896
1560.81	4919
1561.68	4889
1562.54	4921
1563.41	4924
1564.28	4911
1565.15	4896
1566.02	4909
1566.88	4912
1567.75	4874
1568.62	4925
1569.49	4909
1570.35	4915
1571.22	4912
1572.09	4887
1572.95	4984
1573.82	4909
1574.68	4917
1575.55	4896
1576.41	4928
1577.28	4912
1578.14	4943
1579.01	4922
1579.87	4875
1580.74	4926
1581.6	4905
1582.47	4904
1583.33	4922
1584.19	4926
1585.06	4922
1585.92	4928
1586.78	4926
1587.65	4929
1588.51	4927
1589.37	4936
1590.23	4974
1591.1	4961
1591.96	4954
1592.82	4923
1593.68	4939
1594.54	4970
1595.4	4990
1596.26	5027
1597.12	5015
1597.98	5013
1598.84	5036
1599.7	5009
1600.56	5022
1601.42	5070
1602.28	5031
1603.14	5042
1604	5076
1604.86	5045
1605.72	5084
1606.58	5140
1607.44	5102
1608.29	5112
1609.15	5138
1610.01	5110
1610.87	5117
1611.72	5148
1612.58	5133
1613.44	5195
1614.29	5143
1615.15	5130
1616.01	5157
1616.86	5199
1617.72	5148
1618.57	5156
1619.43	5185
1620.29	5171
1621.14	5207
1622	5208
1622.85	5237
1623.7	5212
1624.56	5227
1625.41	5231
1626.27	5245
1627.12	5214
1627.97	5251
1628.83	5273
1629.68	5287
1630.53	5271
1631.39	5230
1632.24	5238
1633.09	5233
1633.94	5306
1634.8	5280
1635.65	5261
1636.5	5299
1637.35	5291
1638.2	5256
1639.05	5242
1639.9	5246
1640.75	5280
1641.6	5295
1642.45	5259
1643.3	5232
1644.15	5253
1645	5324
1645.85	5291
1646.7	5265
1647.55	5297
1648.4	5308
1649.25	5280
1650.1	5256
1650.94	5283
1651.79	5265
1652.64	5268
1653.49	5283
1654.34	5252
1655.18	5279
1656.03	5296
1656.88	5252
1657.72	5273
1658.57	5280
1659.42	5280
1660.26	5261
1661.11	5235
1661.95	5310
1662.8	5287
1663.64	5275
1664.49	5322
1665.33	5288
1666.18	5268
1667.02	5311
1667.87	5303
1668.71	5277
1669.56	5369
1670.4	5363
1671.24	5157
1672.09	5416
1672.93	5360
1673.77	5421
1674.61	4901
1675.46	6645
1676.3	6049
1677.14	3696
1677.98	1840
1678.82	963
1679.67	577
1680.51	395
1681.35	307
1682.19	277
1683.03	249
1683.87	237
1684.71	220
1685.55	219
1686.39	217
1687.23	215
1688.07	203
1688.91	203
1689.75	204
1690.59	207
1691.43	200
1692.27	211
1693.1	200
1693.94	197
1694.78	207
1695.62	200
1696.46	198
1697.29	197
1698.13	203
1698.97	209
1699.8	189
1700.64	193
1701.48	193
1702.31	195
1703.15	188
1703.99	188
