# kind,background_subtracted
# version_label,v_poly6
# poly_order,6
# iterations_run,7
pixel_index,raman_shift_cm-1,intensity,background_intensity
0,200.000,5.1889889137476075,267.8021670862524
1,201.000,6.473215473929258,268.40570652607073
2,202.000,12.971071774500842,269.0105952254992
3,203.000,18.84103892447149,269.6168330755285
4,204.000,1.1320370441441128,270.22441995585586
5,205.000,0.7668872651041738,270.8333557348958
6,206.000,9.557583730208421,271.44364026979156
7,207.000,0.44561659357333383,272.0552734064267
8,208.000,0.0,272.66825497943637
9,209.000,13.674673187781423,273.2825848122186
10,210.000,2.6149622830540125,273.89826271694596
11,211.000,8.57235850542338,274.5152884945766
12,212.000,6.975011065133742,275.13366193486627
13,213.000,4.006260183620839,275.75338281637914
14,214.000,2.975184093500218,276.37445090649976
15,215.000,10.975369038555527,276.9968659614445
16,216.000,9.754689273727308,277.6206277262727
17,217.000,0.0,278.2457359348986
18,218.000,1.6310616898970807,278.8721903101029
19,219.000,0.7775734364560662,279.4999905635439
20,220.000,3.381248604230393,280.1291363957696
21,221.000,21.99907650377122,280.7596274962288
22,222.000,1.7713204567168077,281.3914635432832
23,223.000,9.663276795781371,282.02464420421865
24,224.000,0.0,282.65916913525695
25,225.000,10.659897018432389,283.2950379815676
26,226.000,0.0,283.93225037727916
27,227.000,1.0526660545086202,284.5708059454914
28,228.000,0.8360327017134068,285.2107042982866
29,229.000,9.668333963258476,285.85194503674154
30,230.000,0.0,286.49452775093914
31,231.000,10.884556980019909,287.1384520199801
32,232.000,8.792844588005096,287.7837174119949
33,233.000,0.0,288.4303234841557
34,234.000,0.0,289.07826978268747
35,235.000,0.0,289.72755584288063
36,236.000,0.0,290.3781811891026
37,237.000,14.680974665190718,291.0301453348093
38,238.000,18.508395217442455,291.68344778255755
39,239.000,10.177705975983258,292.33808802401677
40,240.000,22.010079460019313,292.9940655399807
41,241.000,1.6952511996204862,293.6513798003795
42,242.000,10.097982735708172,294.3100302642918
43,243.000,10.053259620043661,294.97001637995635
44,244.000,9.4192444152157,295.6313375847843
45,245.000,9.436387694629047,296.293993305371
46,246.000,5.982320042492006,296.95798295750797
47,247.000,0.7383860538049021,297.6233059461951
48,248.000,8.08542633434746,298.2899616656525
49,249.000,9.794256500667132,298.95794949933287
50,250.000,12.296616180066962,299.627268819933
51,251.000,6.315637010593548,300.29791898940647
52,252.000,9.314481641024656,300.96989935897534
53,253.000,14.2340637308576,301.6432092691424
54,254.000,7.68905995029661,302.3178480497034
55,255.000,10.683659980240975,302.99381501975904
56,256.000,5.0170745122727,303.6711094877273
57,257.000,7.528907248644714,304.3497307513553
58,258.000,12.693080902267866,305.02967809773213
59,259.000,6.3784461966998265,305.7109508033002
60,260.000,10.748081866131656,306.39354813386836
61,261.000,4.612600655376582,307.0774693446234
62,262.000,3.091642319857101,307.7627136801429
63,263.000,5.551210625592944,308.44928037440707
64,264.000,7.480406349188684,309.1371686508113
65,265.000,3.5163452778215287,309.82637772217845
66,266.000,9.560919209228928,310.5169067907711
67,267.000,4.952611951696099,311.2087550483039
68,268.000,12.850406324044002,311.901921675956
69,269.000,14.036163155616578,312.5964058443834
70,270.000,2.2256442862686754,313.29220671373133
71,271.000,2.4801875663533224,313.9893234336467
72,272.000,7.527335856709556,314.6877551432904
73,273.000,11.522160028649978,315.38750097135005
74,274.000,10.284893963947923,316.08856003605206
75,275.000,11.395682554825669,316.79093144517435
76,276.000,8.071373703941163,317.49461429605884
77,277.000,5.890018324376058,318.19960767562395
78,278.000,0.0,318.905910660377
79,279.000,11.139283683573126,319.6135223164269
80,280.000,21.056367300503382,320.3224416994966
81,281.000,10.47623214506416,321.0326678549358
82,282.000,7.778263182266528,321.7441998177335
83,283.000,9.177621387469685,322.4570366125303
84,284.000,7.005689746368375,323.17117725363164
85,285.000,6.147926254980121,323.88662074501985
86,286.000,5.344550919632752,324.60336608036727
87,287.000,9.534939756951644,325.32141224304837
88,288.000,6.3445867938468155,326.04075820615316
89,289.000,0.0,326.76140293249915
90,290.000,15.73995362535527,327.4833453746447
91,291.000,11.359060525098641,328.2065844749014
92,292.000,0.0,328.9311191653468
93,293.000,19.19652063216256,329.65694836783746
94,294.000,0.0,330.3840709940215
95,295.000,11.280789054648608,331.1124859453514
96,296.000,0.0,331.8421921130971
97,297.000,14.46811162164164,332.57318837835834
98,298.000,20.69883438792192,333.30547361207806
99,299.000,1.1378153249451088,334.0390466750549
100,300.000,3.7698945820438325,334.77390641795614
101,301.000,18.868950318669192,335.5100516813308
102,302.000,13.436415704377737,336.24748129562226
103,303.000,2.6721489188184364,336.98619408118157
104,304.000,14.645393151720157,337.72618884827983
105,305.000,12.491440602878185,338.46746439712183
106,306.000,5.856778482141408,339.2100195178586
107,307.000,6.80584400939955,339.95385299060047
108,308.000,9.60166641456982,340.6989635854302
109,309.000,12.452325937584135,341.44535006241586
110,310.000,0.0,342.1930111716241
111,311.000,4.11260234686705,342.94194565313296
112,312.000,3.6600017629548347,343.69215223704515
113,313.000,21.790352356499,344.443629643501
114,314.000,6.40453641730835,345.19637658269164
115,315.000,0.15228124512771046,345.95039175487227
116,316.000,3.7218001496250963,346.7056738503749
117,317.000,0.0,347.46222154962214
118,318.000,0.4106074768603776,348.22003352313965
119,319.000,8.040611568430108,348.9791084315699
120,320.000,13.607484074314755,349.73944492568523
121,321.000,3.1110093535991723,350.50104164640084
122,322.000,8.746637775211525,351.2638972247885
123,323.000,9.101612717910768,352.0280102820892
124,324.000,10.063139570272881,352.7933794297271
125,325.000,6.60631173067776,353.56000326932224
126,326.000,7.36315560729571,354.3278803927043
127,327.000,14.671677618074568,355.09700938192543
128,328.000,17.160517190725784,355.8673888092742
129,329.000,9.236449762711516,356.6390172372885
130,330.000,0.0,357.411893218769
131,331.000,14.88636470320722,358.1860152967928
132,332.000,5.835721995273673,358.9613820047263
133,333.000,14.39385013376068,359.7379918662393
134,334.000,0.3535596046820615,360.5158433953179
135,335.000,0.0,361.29493509627827
136,336.000,4.491645536220119,362.0752654637799
137,337.000,3.3143930171607394,362.85683298283925
138,338.000,2.460769871156856,363.63963612884316
139,339.000,19.853283632437467,364.4236733675625
140,340.000,10.095398844834335,365.2089431551657
141,341.000,7.336218061768193,365.9954439382318
142,342.000,13.38974684623497,366.783174153765
143,343.000,18.745477770792718,367.5721322292073
144,344.000,14.495274417547307,368.3623165824527
145,345.000,13.817308378139444,369.15372562186053
146,346.000,6.963490253730811,369.9463577462692
147,347.000,22.382100654990268,370.74021134500975
148,348.000,7.63310820208028,371.5352847979197
149,349.000,1.6684515246433875,372.3315764753566
150,350.000,9.779023261788325,373.1290847382117
151,351.000,9.04441206207622,373.9278079379238
152,352.000,1.7914715835071888,374.7277444164928
153,353.000,10.144057493506295,375.5288925064937
154,354.000,9.853034468909868,376.3312505310901
155,355.000,4.9195461959518525,377.13481680404817
156,356.000,10.424032370249563,377.93958962975046
157,357.000,10.077913696790631,378.7455673032094
158,358.000,5.630510889918469,379.55274811008155
159,359.000,10.054653673318569,380.3611303266814
160,360.000,13.520584780005208,381.1707122199948
161,361.000,0.0,381.9814920476934
162,362.000,12.386622941851897,382.7934680581481
163,363.000,6.046766509556676,383.60663849044334
164,364.000,2.979029425609326,384.4210015743907
165,365.000,7.603213469456989,385.236555530543
166,366.000,2.3448154297916517,386.05329857020837
167,367.000,6.940164104535995,386.871228895464
168,368.000,13.110846300829735,387.6903446991703
169,369.000,0.0,388.5106441649848
170,370.000,0.0,389.33212546737633
171,371.000,15.374962228361085,390.1547867716389
172,372.000,10.274379766094285,390.97862623390574
173,373.000,10.190951998836283,391.8036420011637
174,374.000,20.43627578873304,392.62983221126694
175,375.000,3.304916007048803,393.4571949929512
176,376.000,4.829988534151994,394.285728465848
177,377.000,5.557035259501333,395.11543074049865
178,378.000,7.640571081631435,395.94629991836854
179,379.000,7.099566908138797,396.7783340918612
180,380.000,6.615913655667498,397.6115313443325
181,381.000,3.2858402498950454,398.445889750105
182,382.000,18.290473625518075,399.28140737448194
183,383.000,9.221487726238252,400.11808227376173
184,384.000,7.282416504748028,400.955912495252
185,385.000,14.91351392271605,401.79489607728397
186,386.000,0.0,402.63503104922665
187,387.000,14.310616568498517,403.47631543150146
188,388.000,0.7323737644040307,404.318747235596
189,389.000,9.202067535921117,405.1623244640789
190,390.000,2.806324889386076,406.00704511061394
191,391.000,12.3198088400257,406.8529071599743
192,392.000,1.1011574119427223,407.69990858805727
193,393.000,10.847491638101587,408.5480473618984
