# laser_power_pct,40
# exposure_time,1.00002
# laser_nm,532.021
# mode,single
pixel_index,raman_shift_cm-1,wavelength_nm,intensity
0,-224.905,525.7304,98.0
1,-221.837,525.8152,98.0
2,-218.771,525.9000,99.0
3,-215.706,525.9848,99.0
4,-212.642,526.0696,99.0
5,-209.579,526.1544,99.0
6,-206.517,526.2391,98.0
7,-203.456,526.3239,98.0
8,-200.397,526.4087,98.0
9,-197.339,526.4934,99.0
10,-194.282,526.5782,98.0
11,-191.227,526.6629,98.0
12,-188.172,526.7476,99.0
13,-185.119,526.8324,97.0
14,-182.067,526.9171,99.0
15,-179.016,527.0018,99.0
16,-175.966,527.0865,99.0
17,-172.918,527.1712,98.0
18,-169.871,527.2559,98.0
19,-166.825,527.3406,98.0
20,-163.780,527.4253,98.0
21,-160.736,527.5100,99.0
22,-157.693,527.5947,97.0
23,-154.652,527.6793,99.0
24,-151.612,527.7640,97.0
25,-148.573,527.8487,98.0
26,-145.535,527.9333,97.0
27,-142.499,528.0180,99.0
28,-139.464,528.1026,98.0
29,-136.429,528.1872,99.0
30,-133.397,528.2719,99.0
31,-130.365,528.3565,97.0
32,-127.334,528.4411,98.0
33,-124.305,528.5257,97.0
34,-121.277,528.6103,98.0
35,-118.250,528.6949,98.0
36,-115.224,528.7795,100.0
37,-112.199,528.8641,98.0
38,-109.176,528.9487,99.0
39,-106.153,529.0332,98.0
40,-103.132,529.1178,98.0
41,-100.112,529.2024,98.0
42,-97.094,529.2869,98.0
43,-94.076,529.3715,97.0
44,-91.060,529.4560,98.0
45,-88.045,529.5405,98.0
46,-85.031,529.6251,98.0
47,-82.018,529.7096,99.0
48,-79.006,529.7941,99.0
49,-75.996,529.8786,99.0
50,-72.987,529.9631,96.0
51,-69.979,530.0476,97.0
52,-66.972,530.1321,98.0
53,-63.966,530.2166,98.0
54,-60.961,530.3011,98.0
55,-57.958,530.3856,99.0
56,-54.956,530.4700,96.0
57,-51.955,530.5545,99.0
58,-48.955,530.6390,98.0
59,-45.956,530.7234,98.0
60,-42.959,530.8078,99.0
61,-39.962,530.8923,101.0
62,-36.967,530.9767,102.0
63,-33.973,531.0611,114.0
64,-30.980,531.1456,152.0
65,-27.989,531.2300,326.0
66,-24.998,531.3144,401.0
67,-22.009,531.3988,103.0
68,-19.021,531.4832,102.0
69,-16.034,531.5676,100.0
70,-13.048,531.6519,99.0
71,-10.063,531.7363,97.0
72,-7.080,531.8207,97.0
73,-4.098,531.9050,100.0
74,-1.116,531.9894,97.0
75,1.864,532.0738,98.0
76,4.842,532.1581,97.0
77,7.820,532.2424,97.0
78,10.797,532.3268,98.0
79,13.772,532.4111,98.0
80,16.746,532.4954,101.0
81,19.719,532.5797,99.0
82,22.691,532.6640,99.0
83,25.662,532.7483,97.0
84,28.631,532.8326,97.0
85,31.599,532.9169,99.0
86,34.567,533.0012,99.0
87,37.533,533.0855,97.0
88,40.498,533.1697,99.0
89,43.461,533.2540,98.0
90,46.424,533.3383,99.0
91,49.385,533.4225,99.0
92,52.346,533.5068,98.0
93,55.305,533.5910,99.0
94,58.263,533.6752,100.0
95,61.219,533.7595,100.0
96,64.175,533.8437,100.0
97,67.130,533.9279,102.0
98,70.083,534.0121,104.0
99,73.035,534.0963,106.0
100,75.986,534.1805,107.0
101,78.936,534.2647,113.0
102,81.885,534.3489,109.0
103,84.832,534.4330,115.0
104,87.779,534.5172,115.0
105,90.724,534.6014,113.0
106,93.668,534.6855,112.0
107,96.611,534.7697,113.0
108,99.553,534.8538,113.0
109,102.494,534.9380,115.0
110,105.433,535.0221,113.0
111,108.372,535.1062,115.0
112,111.309,535.1903,114.0
113,114.245,535.2744,113.0
114,117.180,535.3586,113.0
115,120.114,535.4427,114.0
116,123.047,535.5267,112.0
117,125.978,535.6108,115.0
118,128.909,535.6949,113.0
119,131.838,535.7790,115.0
120,134.766,535.8631,115.0
121,137.693,535.9471,113.0
122,140.619,536.0312,118.0
123,143.544,536.1152,112.0
124,146.467,536.1993,112.0
125,149.390,536.2833,111.0
126,152.311,536.3673,110.0
127,155.231,536.4514,113.0
128,158.150,536.5354,114.0
129,161.068,536.6194,113.0
130,163.985,536.7034,112.0
131,166.901,536.7874,114.0
132,169.815,536.8714,116.0
133,172.729,536.9554,114.0
134,175.641,537.0393,115.0
135,178.552,537.1233,112.0
136,181.462,537.2073,112.0
137,184.371,537.2912,115.0
138,187.279,537.3752,116.0
139,190.185,537.4591,113.0
140,193.091,537.5431,115.0
141,195.995,537.6270,114.0
142,198.898,537.7109,116.0
143,201.800,537.7949,117.0
144,204.701,537.8788,116.0
145,207.601,537.9627,119.0
146,210.500,538.0466,116.0
147,213.397,538.1305,120.0
148,216.294,538.2144,121.0
149,219.189,538.2983,119.0
150,222.083,538.3821,118.0
151,224.976,538.4660,117.0
152,227.868,538.5499,120.0
153,230.759,538.6337,123.0
154,233.649,538.7176,121.0
155,236.537,538.8014,118.0
156,239.425,538.8853,123.0
157,242.311,538.9691,121.0
158,245.196,539.0529,120.0
159,248.081,539.1367,120.0
160,250.964,539.2206,121.0
161,253.845,539.3044,124.0
162,256.726,539.3882,120.0
163,259.606,539.4720,124.0
164,262.484,539.5557,122.0
165,265.362,539.6395,126.0
166,268.238,539.7233,122.0
167,271.113,539.8071,124.0
168,273.987,539.8908,127.0
169,276.860,539.9746,125.0
170,279.732,540.0583,125.0
171,282.603,540.1421,127.0
172,285.472,540.2258,124.0
173,288.341,540.3095,128.0
174,291.208,540.3933,129.0
175,294.075,540.4770,121.0
176,296.940,540.5607,121.0
177,299.804,540.6444,125.0
178,302.667,540.7281,120.0
179,305.529,540.8118,123.0
180,308.389,540.8955,124.0
181,311.249,540.9791,122.0
182,314.108,541.0628,124.0
183,316.965,541.1465,118.0
184,319.821,541.2301,123.0
185,322.676,541.3138,124.0
186,325.531,541.3974,118.0
187,328.384,541.4810,119.0
188,331.235,541.5647,119.0
189,334.086,541.6483,121.0
190,336.936,541.7319,121.0
191,339.785,541.8155,120.0
192,342.632,541.8991,120.0
193,345.478,541.9827,123.0
194,348.324,542.0663,119.0
195,351.168,542.1499,122.0
196,354.011,542.2335,120.0
197,356.853,542.3171,117.0
198,359.694,542.4006,119.0
199,362.534,542.4842,119.0
200,365.372,542.5677,120.0
201,368.210,542.6513,121.0
202,371.046,542.7348,118.0
203,373.882,542.8184,117.0
204,376.716,542.9019,118.0
205,379.549,542.9854,121.0
206,382.381,543.0689,117.0
207,385.212,543.1524,118.0
208,388.042,543.2359,118.0
209,390.871,543.3194,119.0
210,393.699,543.4029,121.0
211,396.526,543.4864,117.0
212,399.351,543.5699,119.0
213,402.176,543.6533,117.0
214,404.999,543.7368,119.0
215,407.821,543.8202,118.0
216,410.643,543.9037,118.0
217,413.463,543.9871,118.0
218,416.282,544.0706,118.0
219,419.100,544.1540,121.0
220,421.917,544.2374,121.0
221,424.732,544.3208,118.0
222,427.547,544.4042,118.0
223,430.361,544.4876,120.0
224,433.173,544.5710,117.0
225,435.985,544.6544,117.0
226,438.795,544.7378,116.0
227,441.604,544.8212,114.0
228,444.412,544.9045,118.0
229,447.219,544.9879,116.0
230,450.025,545.0713,116.0
231,452.830,545.1546,115.0
232,455.634,545.2379,116.0
233,458.437,545.3213,116.0
234,461.239,545.4046,117.0
235,464.039,545.4879,113.0
236,466.839,545.5712,119.0
237,469.637,545.6546,120.0
238,472.435,545.7379,119.0
239,475.231,545.8212,120.0
240,478.026,545.9044,122.0
241,480.820,545.9877,121.0
242,483.613,546.0710,126.0
243,486.405,546.1543,131.0
244,489.196,546.2375,140.0
245,491.986,546.3208,167.0
246,494.775,546.4040,218.0
247,497.563,546.4873,273.0
248,500.349,546.5705,324.0
249,503.135,546.6537,465.0
250,505.919,546.7370,701.0
251,508.703,546.8202,865.0
252,511.485,546.9034,635.0
253,514.266,546.9866,352.0
254,517.047,547.0698,211.0
255,519.826,547.1530,163.0
256,522.604,547.2361,142.0
257,525.381,547.3193,137.0
258,528.157,547.4025,132.0
259,530.932,547.4856,130.0
260,533.705,547.5688,124.0
261,536.478,547.6520,125.0
262,539.250,547.7351,118.0
263,542.020,547.8182,122.0
264,544.790,547.9014,120.0
265,547.558,547.9845,119.0
266,550.326,548.0676,118.0
267,553.092,548.1507,116.0
268,555.857,548.2338,118.0
269,558.622,548.3169,119.0
270,561.385,548.4000,117.0
271,564.147,548.4831,116.0
272,566.908,548.5661,118.0
273,569.668,548.6492,119.0
274,572.427,548.7323,116.0
275,575.185,548.8153,116.0
276,577.941,548.8984,118.0
277,580.697,548.9814,118.0
278,583.452,549.0644,116.0
279,586.205,549.1475,119.0
280,588.958,549.2305,116.0
281,591.710,549.3135,118.0
282,594.460,549.3965,118.0
283,597.209,549.4795,116.0
284,599.958,549.5625,117.0
285,602.705,549.6455,119.0
286,605.451,549.7285,117.0
287,608.196,549.8114,126.0
288,610.941,549.8944,120.0
289,613.684,549.9774,119.0
290,616.426,550.0603,121.0
291,619.167,550.1432,117.0
292,621.907,550.2262,118.0
293,624.645,550.3091,119.0
294,627.383,550.3920,118.0
295,630.120,550.4750,117.0
296,632.856,550.5579,117.0
297,635.590,550.6408,120.0
298,638.324,550.7237,119.0
299,641.057,550.8066,117.0
300,643.788,550.8894,117.0
301,646.519,550.9723,118.0
302,649.248,551.0552,119.0
303,651.976,551.1381,120.0
304,654.704,551.2209,118.0
305,657.430,551.3038,122.0
306,660.155,551.3866,117.0
307,662.880,551.4694,117.0
308,665.603,551.5523,117.0
309,668.325,551.6351,119.0
310,671.046,551.7179,120.0
311,673.766,551.8007,119.0
312,676.485,551.8835,120.0
313,679.203,551.9663,115.0
314,681.920,552.0491,117.0
315,684.636,552.1319,117.0
316,687.351,552.2147,119.0
317,690.065,552.2974,115.0
318,692.777,552.3802,116.0
319,695.489,552.4629,117.0
320,698.200,552.5457,115.0
321,700.909,552.6284,114.0
322,703.618,552.7112,118.0
323,706.326,552.7939,117.0
324,709.032,552.8766,118.0
325,711.738,552.9593,115.0
326,714.442,553.0420,118.0
327,717.146,553.1247,117.0
328,719.848,553.2074,117.0
329,722.549,553.2901,118.0
330,725.250,553.3728,117.0
331,727.949,553.4555,115.0
332,730.647,553.5381,118.0
333,733.345,553.6208,120.0
334,736.041,553.7034,118.0
335,738.736,553.7861,116.0
336,741.430,553.8687,120.0
337,744.123,553.9513,118.0
338,746.816,554.0340,116.0
339,749.507,554.1166,118.0
340,752.197,554.1992,117.0
341,754.886,554.2818,120.0
342,757.574,554.3644,120.0
343,760.261,554.4470,117.0
344,762.947,554.5296,119.0
345,765.632,554.6121,116.0
346,768.315,554.6947,119.0
347,770.998,554.7773,116.0
348,773.680,554.8598,121.0
349,776.361,554.9424,119.0
350,779.041,555.0249,118.0
351,781.720,555.1074,119.0
352,784.397,555.1900,118.0
353,787.074,555.2725,121.0
354,789.750,555.3550,120.0
355,792.425,555.4375,122.0
356,795.098,555.5200,120.0
357,797.771,555.6025,118.0
358,800.442,555.6850,116.0
359,803.113,555.7674,121.0
360,805.783,555.8499,119.0
361,808.451,555.9324,121.0
362,811.119,556.0148,122.0
363,813.785,556.0973,120.0
364,816.451,556.1797,120.0
365,819.115,556.2622,123.0
366,821.779,556.3446,121.0
367,824.441,556.4270,120.0
368,827.103,556.5094,122.0
369,829.763,556.5918,122.0
370,832.423,556.6742,123.0
371,835.081,556.7566,120.0
372,837.739,556.8390,124.0
373,840.395,556.9214,120.0
374,843.051,557.0038,116.0
375,845.705,557.0861,119.0
376,848.358,557.1685,120.0
377,851.011,557.2508,119.0
