# laser_power_pct,40
# exposure_time,2
# laser_nm,532.021
# mode,single
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-224.942,525.7294,684
1,-221.874,525.8142,683
2,-218.808,525.8990,685
3,-215.742,525.9838,696
4,-212.678,526.0686,684
5,-209.615,526.1534,691
6,-206.553,526.2381,684
7,-203.493,526.3229,679
8,-200.433,526.4077,684
9,-197.375,526.4924,679
10,-194.318,526.5772,685
11,-191.263,526.6619,686
12,-188.208,526.7467,678
13,-185.155,526.8314,676
14,-182.103,526.9161,676
15,-179.052,527.0008,681
16,-176.002,527.0855,678
17,-172.953,527.1703,681
18,-169.906,527.2550,675
19,-166.860,527.3397,694
20,-163.815,527.4243,691
21,-160.771,527.5090,689
22,-157.728,527.5937,683
23,-154.687,527.6784,683
24,-151.647,527.7630,680
25,-148.608,527.8477,687
26,-145.570,527.9324,676
27,-142.533,528.0170,679
28,-139.498,528.1017,690
29,-136.464,528.1863,691
30,-133.431,528.2709,691
31,-130.399,528.3555,686
32,-127.368,528.4402,676
33,-124.339,528.5248,683
34,-121.310,528.6094,673
35,-118.283,528.6940,681
36,-115.257,528.7786,690
37,-112.233,528.8632,684
38,-109.209,528.9477,680
39,-106.187,529.0323,679
40,-103.166,529.1169,681
41,-100.146,529.2014,685
42,-97.127,529.2860,686
43,-94.109,529.3705,681
44,-91.093,529.4551,690
45,-88.077,529.5396,699
46,-85.063,529.6242,687
47,-82.050,529.7087,692
48,-79.039,529.7932,684
49,-76.028,529.8777,673
50,-73.019,529.9622,683
51,-70.011,530.0467,683
52,-67.004,530.1312,692
53,-63.998,530.2157,683
54,-60.993,530.3002,686
55,-57.990,530.3847,677
56,-54.987,530.4691,678
57,-51.986,530.5536,675
58,-48.986,530.6381,670
59,-45.988,530.7225,684
60,-42.990,530.8070,665
61,-39.994,530.8914,678
62,-36.998,530.9758,691
63,-34.004,531.0603,696
64,-31.011,531.1447,717
65,-28.020,531.2291,715
66,-25.029,531.3135,737
67,-22.040,531.3979,747
68,-19.051,531.4823,691
69,-16.064,531.5667,688
70,-13.078,531.6511,680
71,-10.094,531.7355,675
72,-7.110,531.8198,693
73,-4.128,531.9042,690
74,-1.146,531.9886,685
75,1.834,532.0729,682
76,4.813,532.1573,679
77,7.790,532.2416,687
78,10.767,532.3259,693
79,13.742,532.4103,683
80,16.717,532.4946,695
81,19.690,532.5789,680
82,22.662,532.6632,683
83,25.632,532.7475,696
84,28.602,532.8318,669
85,31.570,532.9161,698
86,34.538,533.0004,684
87,37.504,533.0847,679
88,40.469,533.1689,678
89,43.433,533.2532,677
90,46.395,533.3375,672
91,49.357,533.4217,674
92,52.317,533.5060,689
93,55.276,533.5902,687
94,58.234,533.6744,678
95,61.191,533.7587,690
96,64.147,533.8429,684
97,67.102,533.9271,694
98,70.055,534.0113,703
99,73.007,534.0955,716
100,75.958,534.1797,708
101,78.908,534.2639,721
102,81.857,534.3481,719
103,84.805,534.4323,753
104,87.752,534.5164,740
105,90.697,534.6006,722
106,93.641,534.6847,721
107,96.584,534.7689,732
108,99.526,534.8530,720
109,102.467,534.9372,726
110,105.407,535.0213,715
111,108.345,535.1054,720
112,111.283,535.1896,725
113,114.219,535.2737,713
114,117.154,535.3578,722
115,120.088,535.4419,728
116,123.021,535.5260,710
117,125.952,535.6101,720
118,128.883,535.6942,713
119,131.812,535.7782,713
120,134.740,535.8623,712
121,137.667,535.9464,717
122,140.593,536.0304,711
123,143.518,536.1145,703
124,146.442,536.1985,712
125,149.364,536.2826,706
126,152.286,536.3666,704
127,155.206,536.4506,704
128,158.125,536.5346,704
129,161.043,536.6187,702
130,163.960,536.7027,697
131,166.876,536.7867,703
132,169.790,536.8707,708
133,172.704,536.9546,708
134,175.616,537.0386,704
135,178.527,537.1226,718
136,181.437,537.2066,702
137,184.346,537.2905,698
138,187.254,537.3745,692
139,190.161,537.4584,717
140,193.066,537.5424,703
141,195.971,537.6263,709
142,198.874,537.7103,708
143,201.776,537.7942,711
144,204.677,537.8781,710
145,207.577,537.9620,715
146,210.476,538.0459,700
147,213.374,538.1298,711
148,216.270,538.2137,699
149,219.165,538.2976,700
150,222.060,538.3815,707
151,224.953,538.4653,711
152,227.845,538.5492,698
153,230.736,538.6331,721
154,233.626,538.7169,706
155,236.514,538.8008,703
156,239.402,538.8846,705
157,242.288,538.9684,714
158,245.174,539.0523,715
159,248.058,539.1361,700
160,250.941,539.2199,716
161,253.823,539.3037,716
162,256.704,539.3875,690
163,259.583,539.4713,701
164,262.462,539.5551,703
165,265.340,539.6389,702
166,268.216,539.7227,694
167,271.091,539.8064,695
168,273.965,539.8902,719
169,276.838,539.9739,699
170,279.710,540.0577,696
171,282.581,540.1414,699
172,285.451,540.2252,705
173,288.319,540.3089,714
174,291.187,540.3926,705
175,294.053,540.4763,707
176,296.918,540.5601,702
177,299.783,540.6438,698
