# laser_power_pct,10
# exposure_time,0.5
# laser_nm,532.021
# mode,single
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-224.942,525.7294,649
1,-221.874,525.8142,651
2,-218.808,525.8990,660
3,-215.742,525.9838,655
4,-212.678,526.0686,653
5,-209.615,526.1534,651
6,-206.553,526.2381,658
7,-203.493,526.3229,657
8,-200.433,526.4077,652
9,-197.375,526.4924,659
10,-194.318,526.5772,663
11,-191.263,526.6619,668
12,-188.208,526.7467,659
13,-185.155,526.8314,647
14,-182.103,526.9161,650
15,-179.052,527.0008,652
16,-176.002,527.0855,652
17,-172.953,527.1703,646
18,-169.906,527.2550,650
19,-166.860,527.3397,651
20,-163.815,527.4243,653
21,-160.771,527.5090,656
22,-157.728,527.5937,650
23,-154.687,527.6784,652
24,-151.647,527.7630,655
25,-148.608,527.8477,652
26,-145.570,527.9324,651
27,-142.533,528.0170,657
28,-139.498,528.1017,659
29,-136.464,528.1863,660
30,-133.431,528.2709,651
31,-130.399,528.3555,649
32,-127.368,528.4402,649
33,-124.339,528.5248,648
34,-121.310,528.6094,654
35,-118.283,528.6940,645
36,-115.257,528.7786,654
37,-112.233,528.8632,655
38,-109.209,528.9477,659
39,-106.187,529.0323,651
40,-103.166,529.1169,651
41,-100.146,529.2014,649
42,-97.127,529.2860,653
43,-94.109,529.3705,654
44,-91.093,529.4551,652
45,-88.077,529.5396,653
46,-85.063,529.6242,652
47,-82.050,529.7087,658
48,-79.039,529.7932,647
49,-76.028,529.8777,654
50,-73.019,529.9622,653
51,-70.011,530.0467,656
52,-67.004,530.1312,659
53,-63.998,530.2157,651
54,-60.993,530.3002,650
55,-57.990,530.3847,655
56,-54.987,530.4691,652
57,-51.986,530.5536,659
58,-48.986,530.6381,652
59,-45.988,530.7225,650
60,-42.990,530.8070,650
61,-39.994,530.8914,646
62,-36.998,530.9758,653
63,-34.004,531.0603,651
64,-31.011,531.1447,660
65,-28.020,531.2291,654
66,-25.029,531.3135,653
67,-22.040,531.3979,662
68,-19.051,531.4823,652
69,-16.064,531.5667,656
70,-13.078,531.6511,645
71,-10.094,531.7355,651
72,-7.110,531.8198,663
73,-4.128,531.9042,654
74,-1.146,531.9886,645
75,1.834,532.0729,652
76,4.813,532.1573,656
77,7.790,532.2416,653
78,10.767,532.3259,657
79,13.742,532.4103,653
80,16.717,532.4946,664
81,19.690,532.5789,657
82,22.662,532.6632,659
83,25.632,532.7475,654
84,28.602,532.8318,652
85,31.570,532.9161,656
86,34.538,533.0004,653
87,37.504,533.0847,654
88,40.469,533.1689,656
89,43.433,533.2532,653
90,46.395,533.3375,646
91,49.357,533.4217,650
92,52.317,533.5060,654
93,55.276,533.5902,653
94,58.234,533.6744,653
95,61.191,533.7587,657
96,64.147,533.8429,652
97,67.102,533.9271,659
98,70.055,534.0113,650
99,73.007,534.0955,659
100,75.958,534.1797,659
101,78.908,534.2639,658
102,81.857,534.3481,649
103,84.805,534.4323,668
104,87.752,534.5164,655
105,90.697,534.6006,656
106,93.641,534.6847,660
107,96.584,534.7689,655
108,99.526,534.8530,655
109,102.467,534.9372,656
110,105.407,535.0213,659
111,108.345,535.1054,660
112,111.283,535.1896,662
113,114.219,535.2737,660
114,117.154,535.3578,656
115,120.088,535.4419,656
116,123.021,535.5260,655
117,125.952,535.6101,655
118,128.883,535.6942,658
119,131.812,535.7782,651
120,134.740,535.8623,662
121,137.667,535.9464,653
122,140.593,536.0304,662
123,143.518,536.1145,648
124,146.442,536.1985,649
125,149.364,536.2826,657
126,152.286,536.3666,652
127,155.206,536.4506,656
128,158.125,536.5346,656
129,161.043,536.6187,650
130,163.960,536.7027,656
131,166.876,536.7867,657
132,169.790,536.8707,659
133,172.704,536.9546,658
134,175.616,537.0386,660
135,178.527,537.1226,659
136,181.437,537.2066,658
137,184.346,537.2905,654
138,187.254,537.3745,654
139,190.161,537.4584,660
140,193.066,537.5424,657
141,195.971,537.6263,660
142,198.874,537.7103,649
143,201.776,537.7942,663
144,204.677,537.8781,652
145,207.577,537.9620,647
146,210.476,538.0459,654
147,213.374,538.1298,651
148,216.270,538.2137,654
149,219.165,538.2976,660
150,222.060,538.3815,659
151,224.953,538.4653,650
152,227.845,538.5492,651
153,230.736,538.6331,662
154,233.626,538.7169,658
155,236.514,538.8008,656
156,239.402,538.8846,651
157,242.288,538.9684,655
158,245.174,539.0523,655
159,248.058,539.1361,646
160,250.941,539.2199,653
161,253.823,539.3037,658
162,256.704,539.3875,659
163,259.583,539.4713,660
