pixel_index,raman_shift_cm-1,corrected_intensity,background_intensity
0,-224.57104316264642,1669.5553565819603,-973.5553565819603
1,-221.50432425699708,1655.7229430287261,-949.7229430287263
2,-218.43881032042367,1623.9721567045615,-925.9721567045615
3,-215.37450076891196,1597.3027594463501,-902.30275944635
4,-212.31139501879912,1597.7145134177395,-878.7145134177396
5,-209.2494924868125,1551.2071811093406,-855.2071811093407
6,-206.18879259000485,1536.7805253389279,-831.7805253389279
7,-203.12929474581696,1511.4343092516392,-808.4343092516391
8,-200.07099837203447,1496.168296320177,-785.168296320177
9,-197.01390288680722,1464.9822503450082,-761.9822503450081
10,-193.95800770865156,1454.8759354545637,-738.8759354545638
11,-190.90331225643519,1429.8491161054405,-715.8491161054405
12,-187.84981594939433,1387.9015570826,-692.9015570825999
13,-184.79751820710354,1376.0330234995686,-670.0330234995686
14,-181.74641844952546,1346.2432807986395,-647.2432807986395
15,-178.69651609695023,1320.5320947510709,-624.5320947510709
16,-175.64781057006041,1303.8992314572881,-601.8992314572881
17,-172.6003012898639,1284.3444573470822,-579.3444573470822
18,-169.55398767774147,1258.8675391798115,-556.8675391798115
19,-166.50886915543393,1232.4682440446009,-534.4682440446009
20,-163.4649451450333,1213.1463393605432,-512.1463393605432
21,-160.42221506898943,1184.9015928768981,-489.901592876898
22,-157.3806783501143,1166.7337726732933,-467.73377267329334
23,-154.3403344115668,1152.642647159925,-445.642647159925
24,-151.3011826768701,1126.6279850777573,-423.62798507775744
25,-148.26322256989658,1106.6895554987232,-401.6895554987233
26,-145.22645351487628,1082.8271278259244,-379.8271278259243
27,-142.19087493639498,1063.0404717938313,-358.04047179383133
28,-139.15648625939178,1042.3293574684844,-336.32935746848455
29,-136.12328690915933,1021.6935552476939,-314.6935552476939
30,-133.09127631134805,997.1328358612391,-293.1328358612391
31,-130.06045389197044,973.6469703710703,-271.6469703710703
32,-127.0308190773708,959.2357301715078,-250.23573017150784
33,-124.00237129425771,930.898886989443,-228.89888698944299
34,-120.97510996970625,909.6362128845376,-207.6362128845376
35,-117.94903453112319,883.4474802494252,-186.4474802494252
36,-114.92414440627965,865.3324618099107,-165.33246180991068
37,-111.90043902329803,854.2909306251705,-144.29093062517052
38,-108.8779178106498,818.3226600879535,-123.32266008795352
39,-105.85658019715777,799.4274239247806,-102.42742392478056
40,-102.83642561200682,767.6049961961452,-81.60499619614518
41,-99.81745348471146,755.8551512967136,-60.85515129671364
42,-96.79966324516133,739.1776639555252,-40.17766395552519
43,-93.78305432357782,723.5723092361928,-19.572309236192837
44,-90.76762615054446,702.0388625371027,0.9611374628973408
45,-87.7533781569917,676.577099591615,21.422900408384976
46,-84.74030977419265,657.1867964682641,41.813203531735894
47,-81.72842043378901,640.8677295709588,62.13227042904123
48,-78.71770956774122,620.6196756391823,82.38032436081767
49,-75.70817660838705,593.4424117481931,102.55758825180692
50,-72.69982098840688,562.3357153092247,122.66428469077528
51,-69.69264214082152,550.2993640696857,142.70063593031432
52,-66.68663949899873,537.3331361133612,162.6668638866388
53,-63.68181249665969,521.4368098606112,182.56319013938878
54,-60.67816056788342,500.61016406857334,202.38983593142666
55,-57.67568314707415,480.8529778313605,222.14702216863952
56,-54.674379669004786,456.16503058026274,241.83496941973726
57,-51.67424956877345,435.5461020839475,261.4538979160525
58,-48.67529228184042,424.99597244865936,281.00402755134064
59,-45.67750724401506,408.5144221184198,300.4855778815802
60,-42.68089389143854,379.1012318752287,319.8987681247713
61,-39.685451660609765,359.7561828392643,339.2438171607357
62,-36.691179988365946,339.4790564690825,358.5209435309175
63,-33.698078311893404,320.2696345618183,377.7303654381817
64,-30.706146068727563,317.12769925338534,396.87230074661466
65,-27.715382696735617,303.0530330186764,415.9469669813236
66,-24.725787634138214,290.04541867176385,434.95458132823615
67,-21.737360319505107,265.1046393660995,453.8953606339005
68,-18.75010019172915,228.23047859471535,472.76952140528465
69,-15.764006690080489,204.4227201904232,491.5772798095768
70,-12.779079254139365,192.68114832601532,510.3188516739847
71,-9.795317323852467,175.00554751446498,528.994452485535
72,-6.812720339498258,165.3957026091266,547.6042973908734
73,-3.8312877416934663,147.8513988039349,566.1486011960651
74,-0.8510189714082752,107.37242163360725,584.6275783663928
75,2.128086530051032,96.95855697384263,603.0414430261574
76,5.106029321037733,74.60959104152084,621.3904089584792
77,8.08280995955599,60.3253103949055,639.6746896050945
78,11.058429003276034,55.10550193384165,657.8944980661583
79,14.032887009529823,38.949952899958134,676.0500471000419
80,17.006184535298033,21.858450876865618,694.1415491231344
81,19.978322137229576,0.0,712.1692162096406
82,22.949300371626418,0.0,730.1332600913822
83,25.919119794460926,0.0,748.0338921575976
84,28.88778096135202,0.0,765.8713234547395
85,31.85528442759336,0.0,783.645764686278
86,34.82163074813383,0.0,801.3574262124969
87,37.78682047757753,0.0,819.0065180502966
88,40.7508541701968,0.0,836.5932498729915
89,43.71373237991487,0.0,854.1178310101104
90,46.67545566034272,0.0,871.5804704471964
91,49.63602456472052,0.0,888.9813768256072
92,52.59543964598488,0.0,906.3207584423142
93,55.553701456699436,0.0,923.5988232497014
94,58.51081054911991,0.0,940.8157788553667
95,61.46676747514207,0.0,957.9718325219217
96,64.4215727863451,0.0,975.0671911667889
97,67.3752270339699,124.89793863799468,992.1020613620053
98,70.32773076890612,346.92335066598184,1009.0766493340182
99,73.27908454171161,602.0088390365117,1025.9911609634883
100,76.22928890262982,922.1541982149131,1042.845801785087
101,79.17834440154206,1155.3592230127024,1059.6407769872976
102,82.12625158801092,1337.6237085877858,1076.3762914122142
103,85.07301101125199,1382.9474504446578,1093.0525495553422
104,88.01862322015998,1464.330244434603,1109.669755565397
105,90.96308876328482,1541.7718867558945,1126.2281132441055
106,93.90640818885981,1477.2721739539973,1142.7278260460027
107,96.8485820447497,1491.830902921765,1159.169097078235
108,99.78961087852429,1514.4478708996419,1175.5521291003581
109,102.72949523739555,1467.1228754758629,1191.8771245241371
110,105.66823566825244,1452.855714586655,1208.144285413345
