pixel_index,raman_shift_cm-1,corrected_intensity,background_intensity
154,231.77682985073972,361.16257307203637,1051.8374269279636
155,234.67259929219532,358.71217530110744,1056.2878246988926
156,237.56723608227585,351.282657173394,1060.717342826606
157,240.4607407655826,359.87393273543194,1065.126067264568
158,243.35311388638726,379.4859163496726,1069.5140836503274
159,246.24435598861453,338.11852269373185,1073.8814773062682
160,249.13446761587682,351.771666759641,1078.228333240359
161,252.02344931143102,346.44526385309723,1082.5547361469028
162,254.91130161822824,373.1392295927128,1086.8607704072872
163,257.7980250788683,367.85347990926743,1091.1465200907326
164,260.68362023562787,366.5879310449559,1095.412068955044
165,263.568087630452,367.3424995526402,1099.6575004473598
166,266.45142780495814,338.11710229510027,1103.8828977048997
167,269.3336413004256,350.9116564442818,1108.0883435557182
168,272.2147286578062,352.7260794805493,1112.2739205194507
169,275.0946904177352,378.56028919193477,1116.4397108080652
170,277.97352712049866,367.41420367338833,1120.5857963266117
171,280.85123930606403,340.2877413260285,1124.7122586739715
172,283.7278275140626,359.180820856393,1128.819179143607
173,286.60329228380897,330.0933612756876,1132.9066387243124
174,289.4776341542732,324.0252818990389,1136.9747181009611
175,292.35085366411056,378.9765023447419,1141.023497655258
176,295.2229513516428,361.9469425335119,1145.053057466488
177,298.0939277548705,307.9365226877346,1149.0634773122654
178,300.96378341144725,346.945163330716,1153.054836669284
179,303.83251885871897,357.9727852859328,1157.0272147140672
180,306.70013463369963,321.0193096762832,1160.9806903237168
181,309.5666312730736,330.08465792333595,1164.915342076664
182,312.4320093132022,326.1687517465821,1168.831248253418
183,315.2962692901107,324.27151316268464,1172.7284868373154
184,318.15941173950984,300.39286448472876,1176.6071355152712
185,321.021437196783,291.53272832147127,1180.4672716785287
186,323.8823461969905,315.6910275765931,1184.3089724234069
187,326.7421392748435,314.8676854479477,1188.1323145520523
188,329.60081696476254,329.06262542681156,1191.9373745731884
189,332.4583798008278,290.27577129713563,1195.7242287028644
190,335.3148283167834,260.50704713479377,1199.4929528652062
191,338.17016304607625,267.75637730683525,1203.2436226931648
192,341.02438452180206,258.02368647073286,1206.9763135292671
193,343.8774932767422,242.30889957363456,1210.6911004263654
194,346.7294898433634,221.6119418516139,1214.388058148386
195,349.58037475380087,268.9327388289191,1218.0672611710809
196,352.4301485398687,262.27121631722434,1221.7287836827757
197,355.2788117330559,249.62730041487998,1225.37269958512
198,358.126364864526,289.00091750616275,1228.9990824938372
199,360.9728084651392,250.39199426052505,1232.608005739475
200,363.8181430654043,265.80045763184694,1236.199542368153
201,366.6623691955285,256.22623485768554,1239.7737651423145
202,369.50548738539203,248.6692534585252,1243.3307465414748
203,372.34749816455155,284.1294412370278,1246.8705587629722
204,375.1884020622518,246.60672627728377,1250.3932737227162
205,378.0281996073991,286.1010369440612,1253.8989630559388
206,380.8668913285983,283.6123018820572,1257.3876981179428
207,383.7044777541248,286.1404500151475,1260.8595499848525
208,386.54095941193737,304.68541054563707,1264.314589454363
209,389.37633682966083,251.24711295351017,1267.7528870464898
210,392.2106105346229,289.8254869956811,1271.174513004319
211,395.0437810538196,307.42046270524406,1274.579537294756
212,397.8758489139216,349.03197039072325,1277.9680296092768
213,400.7068146412961,286.65994063532366,1281.3400593646763
214,403.53667876198057,328.3043042961815,1284.6956957038185
215,406.365441801696,327.96499250361353,1288.0350074963865
216,409.19310428584686,322.6419366603682,1291.3580633396318
217,412.01966673952734,293.3350684408763,1294.6649315591237
218,414.8451296874956,331.04431979049946,1297.9556802095005
219,417.66949365420203,312.7696229247829,1301.2303770752171
220,420.4927591637889,302.5109103287032,1304.4890896712968
221,423.3149267400733,285.26811475592103,1307.731885244079
222,426.1359969065493,303.0411692280295,1310.9588307719705
223,428.95597018639864,324.8300070338055,1314.1699929661945
224,431.7748471025038,323.6345617284594,1317.3654382715406
225,434.5926281774048,330.4547671328862,1320.5452328671138
226,437.40931393334,290.29055733291443,1323.7094426670856
227,440.2249048922314,326.1418666785578,1326.8581333214422
228,443.0394015756821,250.00862978326495,1329.991370216735
229,445.8528045049853,284.8907815231694,1333.1092184768306
230,448.6651142011195,310.7882570363404,1336.2117429636596
231,451.47633118473817,260.700991722033,1339.299008277967
232,454.28645597619334,241.6289212399381,1342.371078760062
233,457.09548909551825,245.5719815094335,1345.4280184905665
234,459.90343106243165,210.53010870883327,1348.4698912911667
235,462.71028239634444,228.50323927463796,1351.496760725362
236,465.516043616338,269.49130990078606,1354.508690099214
237,468.32071524120084,256.4942575379032,1357.5057424620968
238,471.1242977893963,209.51201939255293,1360.487980607447
239,473.92679177907974,236.54453292648736,1363.4554670735126
240,476.72819772809436,226.5917358558961,1366.408264144104
241,479.52851615395804,276.653566150658,1369.346433849342
242,482.3277475739067,240.72996203359025,1372.2700379664097
243,485.125892504836,245.8208619797008,1375.1791380202992
244,487.92295146334,267.926204715435,1378.073795284565
245,490.7189249657071,238.04592921792982,1380.9540707820702
246,493.5138135279027,229.17997471426133,1383.8200252857387
247,496.307617665595,227.32828068069648,1386.6717193193035
248,499.1003378941399,254.49078684194274,1389.5092131580573
249,501.89197472856824,262.6674331703982,1392.3325668296018
250,504.68252868361793,290.858159885403,1395.141840114597
251,507.4720002737126,294.0629074524886,1397.9370925475114
252,510.2603900129527,266.2816165826273,1400.7183834173727
253,513.0476984151569,254.51422823148505,1403.485771768515
254,515.8339259938075,311.7606835986694,1406.2393164013306
255,518.6190732620987,304.0209241269806,1408.9790758730194
256,521.403140732895,319.2948915016618,1411.7051084983382
257,524.1861289187791,315.5825276496503,1414.4174723503497
258,526.9680383319974,288.88377473882565,1417.1162252611743
259,529.7488694845165,315.19857517726246,1419.8014248227375
260,532.5286228879652,269.52687161247854,1422.4731283875215
261,535.3072990536964,272.8686069306873,1425.1313930693127
262,538.0848984927293,268.22372425604544,1427.7762757439546
263,540.8614217157948,237.59216694990573,1430.4078330500943
264,543.6368692333026,282.9738786100661,1433.026121389934
265,546.4112415553678,225.3688030700191,1435.631196929981
266,549.1845391917931,249.77688439820486,1438.2231156017951
267,551.9567626520732,230.1980668972585,1440.8019331027415
268,554.7279124454144,288.63229510326187,1443.3677048967381
269,557.4979890806808,262.0795137849932,1445.9204862150068
270,560.2669930664713,195.53966794317853,1448.4603320568215
271,563.0349249110558,170.01270280974086,1450.9872971902591
272,565.8017851224088,218.4985638470505,1453.5014361529495
273,568.5675742081952,192.99719674717653,1456.0028032528235
274,571.332292675778,229.50854743113496,1458.491452568865
