pixel_index,raman_shift_cm-1,corrected_intensity,background_intensity
0,-224.93893402798304,17.22473209374789,631.7752679062521
1,-221.87119738811433,13.954357354181639,632.0456426458184
2,-218.80466707970393,17.685867343699556,632.3141326563004
3,-215.7393425174822,13.419252883523768,632.5807471164762
4,-212.6752231165416,19.15450482313463,632.8454951768654
5,-209.61230829233662,8.89161404022866,633.1083859597713
6,-206.5505974606905,10.63057144067784,633.3694285593222
7,-203.49009003776476,18.371367958487554,633.6286320415124
8,-200.43078544011544,11.113994555755426,633.8860054442446
9,-197.3726830846326,12.858442222629947,634.14155777737
10,-194.31578238858145,24.604701977268746,634.3952980227313
11,-191.26008276958498,18.3527648657971,634.6472351342029
12,-188.2055836456304,17.102621962266767,634.8973780377332
13,-185.15228443504978,10.854264368614508,635.1457356313855
14,-182.10018455655032,8.607683214620465,635.3923167853795
15,-179.04928342920343,11.362869657866668,635.6371303421333
16,-175.99958047242103,7.119814883695653,635.8801851163043
17,-172.95107510598802,6.878510105169198,636.1214898948308
18,-169.90376675004703,11.63894656302648,636.3610534369735
19,-166.85765482508333,12.401115525642922,636.5988844743571
20,-163.812738751966,11.165008288988702,636.8349917110113
21,-160.76901795190238,4.930616176587137,637.0693838234129
22,-157.72649184647062,3.6979305394733046,637.3020694605267
23,-154.68515985759146,14.466942756152775,637.5330572438472
24,-151.64502140755644,14.237644232559887,637.7623557674401
25,-148.60607591900407,12.010026402016251,637.9899735979837
26,-145.5683228149306,11.784080725189597,638.2159192748104
27,-142.53176151870528,8.559798690052162,638.4402013099478
28,-139.4963914540248,12.337171811839198,638.6628281881608
29,-136.46221204496314,24.116191633007475,638.8838083669925
30,-133.4292227159412,8.896849723193895,639.1031502768061
31,-130.39742289173333,16.67913767917412,639.3208623208259
32,-127.36681199747605,9.463047124820946,639.536952875179
33,-124.33738945865497,0.24856971106305537,639.751430288937
34,-121.3091547011113,3.0356971158431634,639.9643028841568
35,-118.28210715103971,8.824421044077098,640.1755789559229
36,-115.25624623498618,0.0,640.385266772388
37,-112.23157137985659,17.406625425184757,640.5933745748152
38,-109.20808201290164,8.200089422381097,640.7999105776189
39,-106.18577756173632,4.995117031593395,641.0048829684066
40,-103.16465745431385,7.791700091979806,641.2082999080202
41,-100.14472111894963,4.589830469422623,641.4101695305774
42,-97.12596798430815,3.3895000564864404,641.6104999435136
43,-94.10839747940949,4.190700772377454,641.8092992276225
44,-91.09200903361639,2.9934245629015095,642.0065754370985
45,-88.07680207665582,0.0,642.2023365995775
46,-85.06277603858659,6.603409283821293,642.3965907161787
47,-82.04993034984474,10.410654238454185,642.5893457615458
48,-79.0382644411873,5.219390316111344,642.7806096838887
49,-76.02777774374418,0.029609594975227083,642.9703904050248
50,-73.01846968898583,0.0,643.1586958204206
51,-70.01033970873175,6.6544662007671604,643.3455337992328
52,-67.00338723515274,3.469087815649459,643.5309121843505
53,-63.997611700768694,11.285161207564329,643.7148387924357
54,-60.99301253844865,6.102678586034585,643.8973214139654
55,-57.98958918139989,0.0,644.078367813273
56,-54.98734106319835,0.0,644.2579857285896
57,-51.986267617753875,0.0,644.4361828720853
58,-48.98636827932977,0.0,644.6129669299112
59,-45.98764248252112,6.211654437759762,644.7883455622402
60,-42.99008966229812,4.037673596690979,644.962326403309
61,-39.99370925394973,6.865082938540695,645.1349170614593
62,-36.998500693131376,10.693874880820886,645.3061251191791
63,-34.004463415841094,74.52404186685544,645.4759581331446
64,-31.011596858408677,161.35557636573878,645.6444236342612
65,-28.01990045753471,326.1884708722946,645.8115291277054
66,-25.029373650236383,415.02271790703435,645.9772820929657
67,-22.040015873901666,79.85831001611552,646.1416899838845
68,-19.05182656624163,14.695239771300521,646.3047602286995
69,-16.064805165335976,6.533499769914897,646.4665002300851
70,-13.078951109589658,0.0,646.6269173651938
71,-10.094263837754584,2.213981014302476,646.7860189856975
72,-7.11074278894044,5.056187582170423,646.9438124178296
73,-4.128387402575675,0.0,647.1003049624256
74,-1.1471971184616978,0.0,647.255503894965
75,1.8328286232878293,0.0,647.4094164656132
76,4.8116903821797745,1.4379501007383624,647.5620498992616
77,7.789388717421765,0.0,647.713411395571
78,10.76592418784413,1.136491870988948,647.863508129011
79,13.741297351951928,1.9876527510966753,648.0123472489033
80,16.71550876789895,12.840064120538273,648.1599358794617
81,19.688558993507208,0.0,648.3062811198345
82,22.66044858625395,1.5486099558547721,648.4513900441452
83,25.63117810327814,0.0,648.5952697015351
84,28.600748101367465,0.0,648.7379271162033
85,31.569159136973518,0.0,648.8793692874494
86,34.53641176621612,0.0,649.0196031897143
87,37.502506544872475,0.0,649.1586357726216
88,40.46744402837286,0.0,649.2964739610195
89,43.431224771807095,0.0,649.433124655022
90,46.39384932994409,0.0,649.5685947300502
91,49.35531825719279,0.0,649.7028910368742
92,52.31563210763473,0.0,649.8360204016542
93,55.27479143500446,0.0,649.9679896259818
94,58.232796792709145,0.0,650.0988054869218
95,61.189648733817656,0.0,650.2284747370541
96,64.14534781104976,0.0,650.3570041045137
97,67.09989457679127,10.515599706965986,650.484400293034
98,70.05328958310928,0.3893300180135384,650.6106699819865
99,73.00553338170872,2.264180173576392,650.7358198264236
100,75.9566265239671,22.14014354288065,650.8598564571193
101,78.90656956093456,8.017213519388747,650.9827864806113
102,81.8553630433142,1.8953835207585144,651.1046164792415
103,84.80300752147525,11.774646988801692,651.2253530111983
104,87.74950354546165,6.654997389442201,651.3450026105578
105,90.69485166496825,3.536428212674764,651.4635717873252
