# laser_power_pct,15.0
# exposure_time,0.5
# laser_nm,532.021
# mode,single
pixel_index,raman_shift_cm-1,wavelength_nm,intensity
0,-224.905,525.7304,97.0
1,-221.837,525.8152,97.0
2,-218.771,525.9000,95.0
3,-215.706,525.9848,97.0
4,-212.642,526.0696,98.0
5,-209.579,526.1544,97.0
6,-206.517,526.2391,96.0
7,-203.456,526.3239,97.0
8,-200.397,526.4087,97.0
9,-197.339,526.4934,98.0
10,-194.282,526.5782,96.0
11,-191.227,526.6629,96.0
12,-188.172,526.7476,97.0
13,-185.119,526.8324,96.0
14,-182.067,526.9171,98.0
15,-179.016,527.0018,97.0
16,-175.966,527.0865,97.0
17,-172.918,527.1712,96.0
18,-169.871,527.2559,95.0
19,-166.825,527.3406,97.0
20,-163.780,527.4253,95.0
21,-160.736,527.5100,97.0
22,-157.693,527.5947,97.0
23,-154.652,527.6793,96.0
24,-151.612,527.7640,96.0
25,-148.573,527.8487,98.0
26,-145.535,527.9333,96.0
27,-142.499,528.0180,96.0
28,-139.464,528.1026,96.0
29,-136.429,528.1872,96.0
30,-133.397,528.2719,96.0
31,-130.365,528.3565,96.0
32,-127.334,528.4411,97.0
33,-124.305,528.5257,97.0
34,-121.277,528.6103,96.0
35,-118.250,528.6949,95.0
36,-115.224,528.7795,97.0
37,-112.199,528.8641,98.0
38,-109.176,528.9487,95.0
39,-106.153,529.0332,95.0
40,-103.132,529.1178,97.0
41,-100.112,529.2024,95.0
42,-97.094,529.2869,96.0
43,-94.076,529.3715,95.0
44,-91.060,529.4560,97.0
45,-88.045,529.5405,97.0
46,-85.031,529.6251,97.0
47,-82.018,529.7096,96.0
48,-79.006,529.7941,97.0
49,-75.996,529.8786,94.0
50,-72.987,529.9631,94.0
51,-69.979,530.0476,96.0
52,-66.972,530.1321,97.0
53,-63.966,530.2166,97.0
54,-60.961,530.3011,97.0
55,-57.958,530.3856,96.0
56,-54.956,530.4700,97.0
57,-51.955,530.5545,97.0
58,-48.955,530.6390,94.0
59,-45.956,530.7234,96.0
60,-42.959,530.8078,97.0
61,-39.962,530.8923,96.0
62,-36.967,530.9767,96.0
63,-33.973,531.0611,98.0
64,-30.980,531.1456,99.0
65,-27.989,531.2300,111.0
66,-24.998,531.3144,193.0
67,-22.009,531.3988,108.0
68,-19.021,531.4832,97.0
69,-16.034,531.5676,96.0
70,-13.048,531.6519,96.0
71,-10.063,531.7363,96.0
72,-7.080,531.8207,96.0
73,-4.098,531.9050,96.0
74,-1.116,531.9894,97.0
75,1.864,532.0738,95.0
76,4.842,532.1581,95.0
77,7.820,532.2424,97.0
78,10.797,532.3268,99.0
79,13.772,532.4111,97.0
80,16.746,532.4954,98.0
81,19.719,532.5797,96.0
82,22.691,532.6640,96.0
83,25.662,532.7483,97.0
84,28.631,532.8326,96.0
85,31.599,532.9169,97.0
86,34.567,533.0012,97.0
87,37.533,533.0855,96.0
88,40.498,533.1697,97.0
89,43.461,533.2540,96.0
90,46.424,533.3383,96.0
91,49.385,533.4225,96.0
92,52.346,533.5068,96.0
93,55.305,533.5910,96.0
94,58.263,533.6752,96.0
95,61.219,533.7595,97.0
