pixel_index,raman_shift_cm-1,intensity
0,40.000,511.4938110581087
1,40.100,508.7115792335242
2,40.200,508.7115792335242
3,40.000,511.4938110581087
4,40.100,511.4938110581087
5,40.200,508.7115792335242
6,40.000,511.4938110581087
7,40.100,508.7115792335242
8,40.200,508.7115792335242
