# laser_power_pct,40
# exposure_time,0.2
# mode,kinetic
frame_index,pixel,intensity
0,0,647
0,1,650
0,2,649
0,3,648
0,4,652
0,5,651
0,6,651
0,7,648
0,8,655
0,9,649
0,10,671
0,11,661
0,12,648
0,13,646
0,14,648
0,15,651
0,16,650
0,17,645
0,18,644
0,19,646
0,20,650
0,21,649
0,22,644
0,23,643
0,24,646
0,25,647
0,26,643
0,27,643
0,28,651
0,29,652
0,30,646
0,31,651
0,32,645
0,33,649
0,34,642
0,35,648
0,36,653
0,37,655
0,38,653
0,39,646
0,40,653
0,41,646
0,42,651
0,43,648
0,44,645
0,45,650
0,46,651
0,47,652
0,48,642
0,49,651
0,50,648
0,51,651
0,52,652
0,53,652
0,54,650
0,55,651
0,56,647
0,57,648
0,58,646
0,59,650
0,60,655
0,61,655
0,62,660
0,63,663
0,64,720
0,65,1058
0,66,1043
0,67,659
0,68,656
0,69,649
0,70,648
0,71,649
0,72,659
0,73,653
0,74,644
0,75,646
0,76,645
0,77,655
0,78,660
0,79,647
0,80,652
0,81,646
0,82,647
0,83,647
0,84,648
0,85,657
0,86,651
0,87,649
0,88,649
0,89,642
0,90,651
0,91,650
0,92,652
0,93,647
0,94,657
0,95,656
0,96,647
0,97,650
0,98,651
0,99,650
0,100,652
0,101,653
0,102,651
0,103,679
0,104,656
0,105,648
0,106,655
0,107,654
0,108,658
0,109,662
0,110,650
0,111,653
0,112,656
0,113,654
0,114,662
0,115,653
0,116,662
0,117,651
0,118,656
0,119,658
0,120,653
0,121,662
0,122,662
0,123,653
0,124,653
0,125,652
0,126,652
0,127,652
0,128,656
0,129,664
0,130,656
0,131,648
0,132,657
0,133,662
0,134,656
0,135,659
0,136,651
0,137,655
0,138,651
0,139,652
0,140,663
0,141,657
0,142,657
0,143,656
0,144,655
0,145,662
0,146,655
0,147,673
0,148,664
0,149,663
0,150,665
0,151,654
0,152,657
0,153,664
0,154,668
0,155,664
0,156,664
0,157,665
0,158,660
0,159,668
0,160,663
0,161,660
0,162,658
0,163,667
0,164,662
0,165,664
0,166,667
0,167,664
0,168,667
0,169,663
0,170,675
0,171,675
0,172,674
0,173,672
0,174,671
0,175,671
0,176,675
0,177,667
0,178,664
0,179,680
0,180,664
0,181,667
0,182,667
0,183,660
0,184,659
0,185,666
0,186,656
0,187,665
0,188,671
0,189,664
0,190,659
0,191,662
0,192,657
0,193,662
0,194,662
0,195,667
0,196,664
0,197,656
0,198,665
0,199,662
0,200,661
0,201,652
0,202,651
0,203,655
0,204,656
0,205,659
0,206,655
0,207,659
0,208,662
0,209,666
0,210,660
0,211,657
0,212,660
0,213,664
0,214,663
0,215,651
0,216,669
0,217,659
0,218,672
0,219,648
0,220,650
0,221,661
0,222,658
0,223,649
0,224,657
0,225,655
0,226,660
0,227,655
0,228,647
0,229,654
0,230,656
0,231,668
0,232,656
0,233,656
0,234,651
0,235,658
0,236,661
0,237,664
0,238,660
0,239,658
0,240,663
0,241,664
0,242,664
0,243,682
0,244,679
0,245,715
0,246,807
0,247,868
0,248,941
0,249,1126
0,250,1410
0,251,1594
0,252,1248
0,253,919
0,254,763
0,255,711
0,256,686
0,257,673
0,258,668
0,259,663
0,260,662
0,261,663
0,262,668
0,263,666
0,264,659
0,265,657
0,266,657
0,267,652
0,268,653
0,269,671
0,270,647
0,271,658
0,272,655
0,273,655
0,274,662
0,275,652
0,276,659
0,277,649
0,278,659
0,279,657
0,280,655
0,281,655
0,282,661
0,283,661
0,284,658
0,285,662
0,286,665
0,287,658
0,288,655
0,289,661
0,290,661
0,291,654
0,292,660
0,293,662
0,294,657
0,295,662
0,296,657
0,297,661
0,298,665
0,299,650
0,300,648
0,301,654
0,302,651
0,303,656
0,304,658
0,305,660
0,306,662
0,307,670
0,308,660
0,309,652
0,310,652
0,311,656
0,312,660
0,313,651
0,314,654
0,315,656
0,316,657
0,317,657
0,318,646
0,319,655
0,320,663
0,321,651
0,322,650
0,323,659
0,324,662
0,325,653
0,326,655
0,327,653
0,328,653
0,329,663
0,330,662
0,331,656
0,332,654
0,333,656
0,334,651
0,335,658
0,336,658
0,337,657
0,338,670
0,339,673
0,340,650
0,341,655
0,342,656
0,343,656
0,344,650
0,345,654
0,346,654
0,347,659
0,348,656
0,349,657
0,350,655
0,351,656
0,352,657
0,353,657
0,354,660
0,355,658
0,356,659
0,357,657
0,358,656
0,359,659
0,360,646
0,361,660
0,362,664
0,363,659
0,364,661
0,365,671
0,366,658
0,367,655
0,368,656
0,369,663
0,370,656
0,371,657
0,372,657
0,373,660
0,374,653
0,375,651
0,376,660
0,377,658
0,378,652
0,379,655
0,380,659
0,381,664
0,382,664
0,383,656
0,384,652
0,385,656
0,386,656
0,387,648
0,388,657
0,389,659
0,390,654
0,391,655
0,392,653
0,393,658
0,394,661
0,395,663
0,396,652
0,397,655
0,398,662
0,399,663
0,400,661
0,401,663
0,402,664
0,403,673
0,404,673
0,405,673
0,406,678
0,407,690
0,408,689
0,409,690
0,410,695
0,411,683
0,412,690
0,413,692
0,414,685
0,415,692
0,416,695
0,417,690
0,418,691
0,419,694
0,420,685
0,421,696
0,422,688
0,423,689
0,424,687
0,425,691
0,426,684
0,427,675
0,428,675
0,429,673
0,430,667
0,431,662
0,432,658
0,433,660
0,434,657
0,435,664
0,436,664
0,437,663
0,438,656
0,439,659
0,440,664
0,441,650
0,442,654
0,443,665
0,444,664
0,445,657
0,446,659
0,447,652
0,448,653
0,449,659
0,450,656
0,451,663
0,452,655
0,453,647
0,454,652
0,455,654
0,456,659
0,457,651
0,458,651
0,459,662
0,460,658
0,461,648
0,462,656
0,463,666
0,464,651
0,465,658
0,466,655
0,467,655
0,468,649
0,469,678
0,470,656
0,471,649
0,472,657
0,473,649
0,474,651
0,475,645
0,476,656
0,477,650
0,478,655
0,479,655
0,480,653
0,481,649
0,482,655
0,483,645
0,484,652
0,485,650
0,486,655
0,487,656
0,488,663
0,489,647
0,490,652
0,491,651
0,492,654
0,493,655
0,494,655
0,495,658
0,496,651
0,497,654
0,498,655
0,499,652
0,500,658
0,501,660
0,502,650
0,503,658
0,504,646
0,505,651
0,506,658
0,507,654
0,508,662
0,509,653
0,510,668
0,511,659
0,512,655
0,513,656
0,514,651
0,515,651
0,516,653
0,517,654
0,518,651
0,519,648
0,520,655
0,521,659
0,522,648
0,523,648
0,524,652
0,525,653
0,526,651
0,527,652
0,528,650
0,529,652
0,530,652
0,531,643
0,532,651
0,533,649
0,534,653
0,535,654
0,536,656
0,537,654
0,538,655
0,539,652
0,540,663
0,541,656
0,542,650
0,543,652
0,544,659
0,545,654
0,546,657
0,547,647
0,548,656
0,549,645
0,550,653
0,551,650
0,552,658
0,553,648
0,554,656
0,555,656
0,556,664
0,557,655
0,558,654
0,559,655
0,560,646
0,561,658
0,562,661
0,563,650
0,564,653
0,565,652
0,566,655
0,567,654
0,568,661
0,569,655
0,570,653
0,571,660
0,572,653
0,573,665
0,574,656
0,575,655
0,576,647
0,577,651
0,578,653
0,579,647
0,580,651
0,581,654
0,582,664
0,583,653
0,584,650
0,585,658
0,586,661
0,587,652
0,588,657
0,589,654
0,590,656
0,591,655
0,592,660
0,593,658
0,594,661
0,595,647
0,596,656
0,597,648
0,598,655
0,599,661
0,600,649
0,601,651
0,602,657
0,603,651
0,604,656
0,605,655
0,606,647
0,607,647
