# laser_power_pct,40
# exposure_time,0.2
# mode,kinetic
frame_index,pixel,intensity
0,0,651
0,1,648
0,2,654
0,3,659
0,4,646
0,5,650
0,6,646
0,7,650
0,8,643
0,9,650
0,10,665
0,11,656
0,12,651
0,13,644
0,14,647
0,15,650
0,16,653
0,17,641
0,18,648
0,19,648
0,20,649
0,21,645
0,22,649
0,23,649
0,24,643
0,25,653
0,26,648
0,27,647
0,28,652
0,29,646
0,30,653
0,31,648
0,32,649
0,33,651
0,34,652
0,35,648
0,36,651
0,37,658
0,38,647
0,39,648
0,40,646
0,41,654
0,42,648
0,43,647
0,44,651
0,45,651
0,46,652
0,47,651
0,48,644
0,49,647
0,50,651
0,51,649
0,52,651
0,53,652
0,54,653
0,55,646
0,56,644
0,57,652
0,58,648
0,59,645
0,60,647
0,61,654
0,62,654
0,63,658
0,64,729
0,65,1051
0,66,1083
0,67,656
0,68,652
0,69,649
0,70,647
0,71,660
0,72,649
0,73,645
0,74,643
0,75,650
0,76,645
0,77,646
0,78,662
0,79,658
0,80,662
0,81,651
0,82,647
0,83,648
0,84,641
0,85,652
0,86,649
0,87,646
0,88,644
0,89,642
0,90,641
0,91,650
0,92,649
0,93,650
0,94,654
0,95,650
0,96,652
0,97,647
0,98,656
0,99,656
0,100,656
0,101,654
0,102,649
0,103,657
0,104,660
0,105,655
0,106,658
0,107,658
0,108,651
0,109,658
0,110,654
0,111,662
0,112,661
0,113,655
0,114,657
0,115,656
0,116,648
0,117,664
0,118,649
0,119,649
0,120,657
0,121,656
0,122,657
0,123,658
0,124,645
0,125,651
0,126,658
0,127,655
0,128,656
0,129,661
0,130,647
0,131,647
0,132,656
0,133,662
0,134,653
0,135,652
0,136,657
0,137,649
0,138,651
0,139,650
0,140,654
0,141,668
0,142,657
0,143,661
0,144,653
0,145,653
0,146,655
0,147,673
0,148,661
0,149,662
0,150,660
0,151,669
0,152,660
0,153,666
0,154,662
0,155,662
0,156,658
0,157,671
0,158,659
0,159,660
0,160,657
0,161,666
0,162,662
0,163,668
0,164,658
0,165,658
0,166,673
0,167,662
0,168,663
0,169,670
0,170,668
0,171,682
0,172,679
0,173,674
0,174,669
0,175,678
0,176,674
0,177,662
0,178,671
0,179,674
0,180,661
0,181,664
0,182,666
0,183,668
0,184,671
0,185,671
0,186,656
0,187,662
0,188,677
0,189,663
0,190,664
0,191,657
0,192,658
0,193,662
0,194,660
0,195,656
0,196,658
0,197,658
0,198,656
0,199,660
0,200,660
0,201,657
0,202,656
0,203,653
0,204,663
0,205,668
0,206,661
0,207,660
0,208,666
0,209,672
0,210,658
0,211,661
0,212,668
0,213,653
0,214,661
0,215,658
0,216,654
0,217,662
0,218,659
0,219,668
0,220,663
0,221,662
0,222,655
0,223,658
0,224,660
0,225,657
0,226,651
0,227,659
0,228,656
0,229,649
0,230,656
0,231,658
0,232,659
0,233,653
0,234,654
0,235,655
0,236,656
0,237,666
0,238,653
0,239,658
0,240,661
0,241,659
0,242,662
0,243,675
0,244,695
0,245,728
0,246,812
0,247,859
0,248,929
0,249,1102
0,250,1426
0,251,1605
0,252,1232
0,253,930
0,254,792
0,255,708
0,256,693
0,257,684
0,258,673
0,259,667
0,260,658
0,261,662
0,262,660
0,263,658
0,264,659
0,265,660
0,266,659
0,267,666
0,268,659
0,269,676
0,270,661
0,271,654
0,272,651
0,273,657
0,274,662
0,275,651
0,276,655
0,277,651
0,278,656
0,279,652
0,280,654
0,281,657
0,282,664
0,283,657
0,284,660
0,285,656
0,286,660
0,287,654
0,288,655
0,289,658
0,290,655
0,291,659
0,292,661
0,293,656
0,294,659
0,295,650
0,296,656
0,297,657
0,298,654
0,299,653
0,300,646
0,301,656
0,302,654
0,303,652
0,304,653
0,305,654
0,306,655
0,307,659
0,308,657
0,309,653
0,310,653
0,311,659
0,312,650
0,313,650
0,314,660
0,315,653
0,316,652
0,317,654
0,318,650
0,319,651
0,320,668
0,321,649
0,322,659
0,323,660
0,324,659
0,325,655
0,326,657
0,327,658
0,328,662
0,329,649
0,330,660
0,331,656
0,332,654
0,333,649
0,334,658
0,335,649
0,336,650
0,337,658
0,338,658
0,339,671
0,340,651
0,341,650
0,342,651
0,343,648
0,344,656
0,345,653
0,346,654
0,347,652
0,348,657
0,349,658
0,350,657
0,351,659
0,352,653
0,353,653
0,354,654
0,355,652
0,356,653
0,357,654
0,358,654
0,359,653
0,360,657
0,361,655
0,362,652
0,363,650
0,364,656
0,365,655
0,366,659
0,367,656
0,368,658
0,369,654
0,370,657
0,371,648
0,372,652
0,373,662
0,374,652
0,375,654
0,376,657
0,377,658
0,378,652
0,379,659
0,380,659
0,381,664
0,382,667
0,383,658
0,384,651
0,385,656
0,386,664
0,387,659
0,388,657
0,389,659
0,390,653
0,391,664
0,392,657
0,393,665
0,394,659
0,395,658
0,396,663
0,397,672
0,398,657
0,399,658
0,400,678
0,401,663
0,402,655
0,403,664
0,404,669
0,405,671
0,406,686
0,407,679
0,408,680
0,409,691
0,410,693
0,411,685
0,412,689
0,413,693
0,414,698
0,415,685
0,416,687
0,417,692
0,418,693
0,419,697
0,420,694
0,421,688
0,422,691
0,423,682
0,424,690
0,425,680
0,426,682
0,427,680
0,428,675
0,429,660
0,430,672
0,431,654
0,432,666
0,433,655
0,434,664
0,435,663
0,436,674
0,437,659
0,438,658
0,439,657
0,440,657
0,441,663
0,442,653
0,443,657
0,444,656
0,445,652
0,446,650
0,447,657
0,448,656
0,449,649
0,450,657
0,451,653
0,452,649
0,453,657
0,454,655
0,455,656
0,456,651
0,457,652
0,458,659
0,459,661
0,460,662
0,461,655
0,462,655
0,463,657
0,464,655
0,465,661
0,466,657
0,467,654
0,468,653
0,469,665
0,470,651
0,471,652
0,472,654
0,473,651
0,474,656
0,475,655
0,476,648
0,477,651
0,478,655
0,479,651
0,480,647
0,481,654
0,482,647
0,483,652
0,484,659
0,485,655
0,486,660
0,487,655
0,488,651
0,489,651
0,490,645
0,491,651
0,492,647
0,493,649
