# laser_power_pct,20.0
# exposure_time,1.00002
# laser_nm,532.021
# mode,single
pixel_index,raman_shift_cm-1,wavelength_nm,intensity
0,-225.296,525.7196,101.0
1,-222.228,525.8044,100.0
2,-219.160,525.8892,103.0
3,-216.094,525.9741,100.0
4,-213.029,526.0589,99.0
5,-209.965,526.1437,101.0
6,-206.902,526.2285,99.0
7,-203.840,526.3133,101.0
8,-200.780,526.3981,100.0
9,-197.721,526.4828,100.0
10,-194.663,526.5676,101.0
11,-191.606,526.6524,100.0
12,-188.551,526.7371,100.0
13,-185.497,526.8219,100.0
14,-182.444,526.9066,102.0
15,-179.392,526.9914,101.0
16,-176.341,527.0761,101.0
17,-173.292,527.1609,99.0
18,-170.243,527.2456,102.0
19,-167.196,527.3303,100.0
20,-164.150,527.4150,99.0
21,-161.106,527.4997,99.0
22,-158.062,527.5844,99.0
23,-155.020,527.6691,101.0
24,-151.979,527.7538,100.0
25,-148.939,527.8385,100.0
26,-145.900,527.9232,100.0
27,-142.862,528.0078,98.0
28,-139.826,528.0925,103.0
29,-136.791,528.1772,101.0
30,-133.757,528.2618,101.0
31,-130.724,528.3465,100.0
32,-127.693,528.4311,99.0
33,-124.662,528.5157,100.0
34,-121.633,528.6004,101.0
35,-118.605,528.6850,99.0
36,-115.578,528.7696,101.0
37,-112.553,528.8542,100.0
38,-109.528,528.9388,100.0
39,-106.505,529.0234,100.0
40,-103.483,529.1080,101.0
41,-100.462,529.1926,100.0
42,-97.442,529.2772,101.0
43,-94.424,529.3617,99.0
44,-91.406,529.4463,99.0
45,-88.390,529.5309,99.0
46,-85.375,529.6154,100.0
47,-82.361,529.7000,100.0
48,-79.349,529.7845,99.0
49,-76.337,529.8690,101.0
50,-73.327,529.9536,100.0
51,-70.318,530.0381,101.0
52,-67.310,530.1226,101.0
53,-64.304,530.2071,101.0
54,-61.298,530.2916,99.0
55,-58.294,530.3761,99.0
56,-55.290,530.4606,101.0
57,-52.288,530.5451,99.0
58,-49.288,530.6296,98.0
59,-46.288,530.7141,101.0
60,-43.289,530.7985,102.0
61,-40.292,530.8830,101.0
62,-37.296,530.9674,103.0
63,-34.301,531.0519,110.0
64,-31.307,531.1363,123.0
65,-28.315,531.2208,141.0
66,-25.323,531.3052,152.0
67,-22.333,531.3896,116.0
68,-19.344,531.4740,106.0
69,-16.356,531.5585,101.0
70,-13.369,531.6429,100.0
71,-10.384,531.7273,102.0
72,-7.399,531.8117,100.0
73,-4.416,531.8960,100.0
74,-1.434,531.9804,100.0
75,1.547,532.0648,99.0
76,4.527,532.1492,101.0
77,7.506,532.2335,100.0
78,10.483,532.3179,102.0
79,13.459,532.4022,101.0
80,16.434,532.4866,103.0
81,19.408,532.5709,99.0
82,22.381,532.6552,100.0
83,25.353,532.7396,99.0
84,28.323,532.8239,101.0
85,31.293,532.9082,100.0
86,34.261,532.9925,100.0
87,37.228,533.0768,101.0
88,40.193,533.1611,100.0
89,43.158,533.2454,100.0
90,46.122,533.3297,101.0
91,49.084,533.4139,103.0
92,52.045,533.4982,104.0
93,55.005,533.5825,107.0
94,57.964,533.6667,112.0
95,60.922,533.7510,120.0
96,63.878,533.8352,131.0
97,66.834,533.9195,147.0
98,69.788,534.0037,167.0
99,72.741,534.0879,189.0
100,75.693,534.1721,214.0
101,78.644,534.2563,235.0
102,81.594,534.3405,247.0
103,84.542,534.4247,266.0
104,87.490,534.5089,272.0
105,90.436,534.5931,271.0
106,93.381,534.6773,272.0
107,96.325,534.7615,277.0
108,99.268,534.8457,275.0
109,102.209,534.9298,273.0
110,105.150,535.0140,282.0
111,108.089,535.0981,282.0
112,111.027,535.1823,283.0
113,113.964,535.2664,282.0
114,116.900,535.3505,285.0
115,119.835,535.4346,285.0
116,122.769,535.5188,289.0
117,125.701,535.6029,284.0
118,128.632,535.6870,291.0
119,131.562,535.7711,284.0
120,134.492,535.8552,292.0
121,137.419,535.9393,290.0
122,140.346,536.0233,288.0
123,143.272,536.1074,288.0
124,146.196,536.1915,298.0
125,149.120,536.2755,291.0
126,152.042,536.3596,298.0
127,154.963,536.4436,294.0
128,157.883,536.5277,296.0
129,160.802,536.6117,301.0
