# laser_power_pct,10
# exposure_time,0.2
# mode,kinetic
frame_index,pixel,intensity
0,0,690
0,1,676
0,2,678
0,3,698
0,4,688
0,5,688
0,6,678
0,7,673
0,8,672
0,9,689
0,10,700
0,11,687
0,12,685
0,13,688
0,14,682
0,15,684
0,16,685
0,17,685
0,18,685
0,19,687
0,20,677
0,21,682
0,22,683
0,23,686
0,24,678
0,25,680
0,26,679
0,27,688
0,28,684
0,29,679
0,30,690
0,31,693
0,32,679
0,33,679
0,34,682
0,35,681
0,36,680
0,37,685
0,38,680
0,39,667
0,40,682
0,41,697
0,42,678
0,43,684
0,44,678
0,45,682
0,46,679
0,47,687
0,48,686
0,49,681
0,50,686
0,51,677
0,52,678
0,53,685
0,54,684
0,55,683
0,56,673
0,57,680
0,58,685
0,59,682
0,60,679
0,61,687
0,62,692
0,63,696
0,64,703
0,65,685
0,66,693
0,67,689
0,68,682
0,69,695
0,70,685
0,71,687
0,72,700
0,73,687
0,74,680
0,75,691
0,76,687
0,77,687
0,78,698
0,79,690
0,80,713
0,81,703
0,82,690
0,83,697
0,84,691
0,85,696
0,86,716
0,87,698
0,88,722
0,89,742
0,90,770
0,91,830
0,92,917
0,93,1149
0,94,1473
0,95,2019
0,96,2903
0,97,4092
0,98,5613
0,99,7211
0,100,9011
0,101,10367
0,102,11262
0,103,11979
0,104,12079
0,105,12283
0,106,12380
0,107,12415
0,108,12496
0,109,12409
0,110,12509
0,111,12395
0,112,12305
0,113,12458
0,114,12533
0,115,12519
0,116,12435
0,117,12512
0,118,12532
0,119,12473
0,120,12424
0,121,12542
0,122,12528
0,123,12327
0,124,12493
0,125,12463
0,126,12317
0,127,12418
0,128,12336
0,129,12426
0,130,12511
0,131,12366
0,132,12360
0,133,12401
0,134,12521
0,135,12362
0,136,12393
0,137,12413
0,138,12503
0,139,12534
0,140,12361
0,141,12466
0,142,12462
0,143,12506
0,144,12541
0,145,12511
0,146,12564
0,147,12650
0,148,12538
0,149,12500
0,150,12358
0,151,12597
0,152,12634
0,153,12654
0,154,12562
0,155,12601
0,156,12528
0,157,12694
0,158,12470
0,159,12620
0,160,12658
0,161,12571
0,162,12614
0,163,12546
0,164,12427
0,165,12547
0,166,12546
0,167,12560
0,168,12502
0,169,12492
0,170,12608
0,171,12496
0,172,12607
0,173,12417
0,174,12483
0,175,12416
0,176,12536
0,177,12289
0,178,12440
0,179,12555
0,180,12418
0,181,12475
0,182,12379
0,183,12293
0,184,12356
0,185,12563
0,186,12423
0,187,12477
0,188,12345
0,189,12575
0,190,12489
0,191,12620
0,192,12460
0,193,12498
0,194,12528
0,195,12549
0,196,12524
0,197,12526
0,198,12435
0,199,12517
0,200,12445
0,201,12411
0,202,12514
0,203,12359
0,204,12355
0,205,12412
0,206,12374
0,207,12465
0,208,12563
0,209,12510
0,210,12331
0,211,12488
0,212,12429
0,213,12546
0,214,12483
0,215,12501
0,216,12350
0,217,12456
0,218,12588
0,219,12521
0,220,12397
0,221,12643
0,222,12571
0,223,12533
0,224,12574
0,225,12528
0,226,12469
0,227,12686
0,228,12433
0,229,12669
0,230,12714
0,231,12663
0,232,12599
0,233,12709
0,234,12619
0,235,12630
0,236,12529
0,237,12755
0,238,12526
0,239,12470
