# laser_power_pct,5.0
# exposure_time,0.2
# laser_nm,532.021
# mode,single
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-224.987,525.7281,652
1,-221.919,525.8130,650
2,-218.852,525.8978,652
3,-215.787,525.9826,646
4,-212.722,526.0673,647
5,-209.659,526.1521,654
6,-206.597,526.2369,653
7,-203.537,526.3217,651
8,-200.477,526.4065,650
9,-197.419,526.4912,648
10,-194.362,526.5760,668
11,-191.306,526.6607,656
12,-188.251,526.7455,653
13,-185.198,526.8302,643
14,-182.145,526.9149,645
15,-179.094,526.9996,648
16,-176.044,527.0844,653
17,-172.996,527.1691,648
18,-169.948,527.2538,649
19,-166.902,527.3385,653
20,-163.857,527.4232,653
21,-160.813,527.5079,650
22,-157.770,527.5926,650
23,-154.728,527.6772,646
24,-151.688,527.7619,653
25,-148.649,527.8466,647
26,-145.611,527.9312,655
27,-142.574,528.0159,651
28,-139.539,528.1005,651
29,-136.504,528.1852,655
30,-133.471,528.2698,652
31,-130.439,528.3544,654
32,-127.408,528.4390,656
33,-124.379,528.5237,646
34,-121.350,528.6083,649
35,-118.323,528.6929,652
36,-115.297,528.7775,651
37,-112.272,528.8621,655
38,-109.248,528.9466,649
39,-106.226,529.0312,649
40,-103.204,529.1158,657
41,-100.184,529.2004,647
42,-97.165,529.2849,653
43,-94.148,529.3695,647
44,-91.131,529.4540,655
45,-88.116,529.5386,658
46,-85.101,529.6231,659
47,-82.088,529.7076,654
48,-79.076,529.7921,642
49,-76.066,529.8767,644
50,-73.056,529.9612,649
51,-70.048,530.0457,647
52,-67.041,530.1302,655
53,-64.035,530.2147,647
54,-61.030,530.2992,653
55,-58.026,530.3836,653
56,-55.024,530.4681,652
57,-52.023,530.5526,652
58,-49.023,530.6370,656
59,-46.024,530.7215,646
60,-43.026,530.8059,649
61,-40.029,530.8904,655
62,-37.034,530.9748,655
63,-34.040,531.0593,654
64,-31.047,531.1437,657
65,-28.055,531.2281,663
66,-25.064,531.3125,666
67,-22.075,531.3969,659
68,-19.086,531.4813,650
69,-16.099,531.5657,653
70,-13.113,531.6501,655
71,-10.128,531.7345,654
72,-7.144,531.8189,660
73,-4.162,531.9032,651
74,-1.180,531.9876,646
75,1.800,532.0719,652
76,4.779,532.1563,650
77,7.757,532.2406,651
78,10.733,532.3250,666
79,13.709,532.4093,653
80,16.683,532.4936,662
81,19.657,532.5780,650
82,22.629,532.6623,659
83,25.599,532.7466,653
84,28.569,532.8309,655
85,31.538,532.9152,658
86,34.505,532.9995,652
87,37.472,533.0837,656
88,40.437,533.1680,652
89,43.401,533.2523,650
90,46.363,533.3365,652
91,49.325,533.4208,644
92,52.285,533.5050,643
93,55.245,533.5893,651
94,58.203,533.6735,651
95,61.160,533.7578,655
96,64.116,533.8420,648
97,67.071,533.9262,649
98,70.024,534.0104,655
99,72.977,534.0946,661
100,75.928,534.1788,651
101,78.878,534.2630,648
102,81.827,534.3472,654
103,84.775,534.4314,665
104,87.721,534.5156,656
105,90.667,534.5997,650
106,93.611,534.6839,655
107,96.554,534.7680,650
108,99.497,534.8522,657
109,102.437,534.9363,655
110,105.377,535.0205,658
111,108.316,535.1046,658
112,111.253,535.1887,651
113,114.190,535.2729,656
114,117.125,535.3570,656
115,120.059,535.4411,653
116,122.992,535.5252,649
117,125.924,535.6093,662
118,128.854,535.6933,652
119,131.784,535.7774,652
120,134.712,535.8615,654
121,137.639,535.9456,657
122,140.565,536.0296,655
123,143.490,536.1137,656
124,146.414,536.1977,653
125,149.337,536.2818,659
126,152.258,536.3658,651
127,155.179,536.4498,657
128,158.098,536.5339,650
129,161.016,536.6179,659
130,163.933,536.7019,661
131,166.849,536.7859,652
132,169.764,536.8699,655
133,172.677,536.9539,652
134,175.590,537.0379,658
135,178.501,537.1218,657
136,181.411,537.2058,662
137,184.320,537.2898,656
138,187.228,537.3737,652
139,190.135,537.4577,646
140,193.040,537.5416,653
141,195.945,537.6256,662
142,198.848,537.7095,658
143,201.751,537.7934,652
144,204.652,537.8774,658
145,207.552,537.9613,652
146,210.451,538.0452,652
147,213.349,538.1291,657
148,216.245,538.2130,661
149,219.141,538.2969,665
150,222.035,538.3807,656
151,224.928,538.4646,653
152,227.821,538.5485,653
153,230.712,538.6324,653
154,233.601,538.7162,653
155,236.490,538.8001,656
156,239.378,538.8839,653
157,242.264,538.9677,655
158,245.150,539.0516,659
159,248.034,539.1354,651
160,250.917,539.2192,655
161,253.799,539.3030,669
162,256.680,539.3868,654
163,259.560,539.4706,660
164,262.439,539.5544,650
165,265.317,539.6382,654
166,268.193,539.7220,651
167,271.068,539.8058,653
168,273.943,539.8895,653
169,276.816,539.9733,652
170,279.688,540.0570,654
171,282.559,540.1408,659
172,285.429,540.2245,657
173,288.297,540.3083,654
174,291.165,540.3920,654
175,294.031,540.4757,659
176,296.897,540.5594,654
177,299.761,540.6431,656
178,302.624,540.7268,654
179,305.486,540.8105,662
180,308.347,540.8942,655
181,311.207,540.9779,655
182,314.065,541.0616,657
183,316.923,541.1452,649
184,319.780,541.2289,658
185,322.635,541.3126,653
186,325.489,541.3962,655
187,328.342,541.4798,659
188,331.194,541.5635,674
189,334.045,541.6471,662
190,336.895,541.7307,655
191,339.744,541.8143,651
192,342.592,541.8980,659
193,345.438,541.9816,663
194,348.284,542.0652,656
195,351.128,542.1487,654
196,353.971,542.2323,657
197,356.814,542.3159,656
198,359.655,542.3995,659
199,362.495,542.4830,654
200,365.334,542.5666,656
201,368.171,542.6502,658
202,371.008,542.7337,657
203,373.844,542.8172,657
204,376.678,542.9008,651
205,379.511,542.9843,658
206,382.344,543.0678,656
207,385.175,543.1513,657
208,388.005,543.2348,655
209,390.834,543.3183,655
210,393.662,543.4018,660
211,396.489,543.4853,662
212,399.315,543.5688,658
213,402.139,543.6522,655
214,404.963,543.7357,657
215,407.785,543.8192,658
216,410.607,543.9026,651
217,413.427,543.9861,650
218,416.246,544.0695,664
219,419.064,544.1529,659
220,421.881,544.2364,655
221,424.697,544.3198,655
222,427.512,544.4032,657
223,430.326,544.4866,650
224,433.138,544.5700,652
225,435.950,544.6534,661
226,438.761,544.7368,659
227,441.570,544.8202,651
228,444.378,544.9035,656
229,447.186,544.9869,651
230,449.992,545.0703,655
231,452.797,545.1536,657
232,455.601,545.2370,656
233,458.404,545.3203,651
234,461.206,545.4036,656
235,464.006,545.4870,652
236,466.806,545.5703,662
237,469.605,545.6536,650
238,472.402,545.7369,651
239,475.199,545.8202,656
240,477.994,545.9035,651
241,480.788,545.9868,658
242,483.582,546.0701,656
243,486.374,546.1533,649
244,489.165,546.2366,660
245,491.955,546.3198,660
246,494.744,546.4031,650
247,497.532,546.4863,657
248,500.319,546.5696,669
249,503.104,546.6528,670
250,505.889,546.7360,704
251,508.672,546.8193,729
252,511.455,546.9025,734
253,514.236,546.9857,682
254,517.017,547.0689,678
255,519.796,547.1521,656
256,522.574,547.2353,660
257,525.351,547.3184,656
258,528.128,547.4016,651
259,530.903,547.4848,650
260,533.676,547.5679,662
261,536.449,547.6511,658
262,539.221,547.7342,659
263,541.992,547.8174,663
264,544.762,547.9005,652
265,547.530,547.9836,663
266,550.298,548.0667,656
267,553.064,548.1499,665
268,555.830,548.2330,658
269,558.594,548.3161,674
270,561.357,548.3992,652
271,564.120,548.4822,650
272,566.881,548.5653,663
273,569.641,548.6484,663
274,572.400,548.7315,660
275,575.158,548.8145,657
276,577.915,548.8976,654
277,580.671,548.9806,651
278,583.426,549.0636,657
279,586.179,549.1467,659
280,588.932,549.2297,649
281,591.684,549.3127,653
282,594.434,549.3957,659
283,597.184,549.4787,657
284,599.932,549.5617,661
285,602.680,549.6447,661
286,605.426,549.7277,658
287,608.172,549.8107,650
288,610.916,549.8936,651
289,613.659,549.9766,646
290,616.401,550.0596,652
291,619.142,550.1425,656
292,621.882,550.2255,659
293,624.621,550.3084,655
294,627.359,550.3913,657
295,630.096,550.4742,661
296,632.832,550.5572,651
297,635.567,550.6401,649
298,638.301,550.7230,662
299,641.034,550.8059,658
300,643.765,550.8888,659
301,646.496,550.9716,653
302,649.225,551.0545,657
303,651.954,551.1374,649
304,654.681,551.2202,656
305,657.408,551.3031,661
306,660.133,551.3859,662
307,662.858,551.4688,658
308,665.581,551.5516,661
309,668.303,551.6344,657
310,671.024,551.7173,653
311,673.745,551.8001,652
312,676.464,551.8829,662
313,679.182,551.9657,657
314,681.899,552.0485,657
315,684.615,552.1313,651
316,687.330,552.2140,664
317,690.044,552.2968,656
318,692.757,552.3796,653
319,695.469,552.4623,653
320,698.180,552.5451,662
321,700.889,552.6278,654
322,703.598,552.7106,649
323,706.306,552.7933,657
324,709.013,552.8760,660
