pixel_index,raman_shift_cm-1,intensity
0,508.495,117.0
1,605.277,415.0
2,508.495,115.0
3,508.495,117.0
4,508.495,113.0
5,508.495,116.0
6,508.495,119.0
7,508.495,120.0
8,508.495,116.0
