System
Type,MANTARAY
920.64,523
923.24,522
925.85,527
928.45,524
931.05,532
933.65,540
936.25,531
938.85,524
941.45,531
944.05,529
946.65,529
949.24,537
951.84,527
954.43,546
957.03,535
959.62,542
962.21,533
964.8,540
967.39,542
969.98,528
972.57,538
975.16,540
977.75,540
980.33,543
982.92,534
985.5,545
988.09,537
990.67,544
993.25,544
995.83,530
998.42,536
1001,547
1003.57,548
1006.15,547
1008.73,542
1011.31,543
1013.88,548
1016.46,541
1019.03,547
1021.61,539
1024.18,554
1026.75,556
1029.32,558
1031.89,551
1034.46,547
1037.03,556
1039.6,551
1042.17,551
1044.73,552
1047.3,551
1049.86,558
1052.43,559
1054.99,555
1057.55,559
1060.11,558
1062.68,563
1065.24,567
1067.79,552
1070.35,571
1072.91,570
1075.47,571
1078.02,565
1080.58,572
1083.13,573
1085.69,568
1088.24,576
1090.79,564
1093.34,575
1095.89,580
1098.44,582
1100.99,575
1103.54,578
1106.09,580
1108.63,572
1111.18,578
1113.72,580
1116.27,582
1118.81,587
1121.35,586
1123.89,580
1126.44,586
1128.98,600
1131.51,594
1134.05,594
1136.59,596
1139.13,613
1141.66,596
1144.2,601
1146.73,604
1149.27,606
1151.8,602
1154.33,605
1156.86,600
1159.39,610
1161.92,601
1164.45,595
1166.98,604
1169.51,611
1172.03,605
1174.56,602
1177.09,598
1179.61,595
1182.13,600
1184.66,602
1187.18,608
1189.7,598
1192.22,612
1194.74,602
1197.26,613
1199.78,626
1202.29,620
1204.81,615
1207.32,608
1209.84,619
1212.35,614
1214.87,618
1217.38,612
1219.89,629
1222.4,623
1224.91,631
1227.42,627
1229.93,630
1232.44,640
1234.94,632
1237.45,621
1239.96,635
1242.46,640
1244.96,650
1247.47,646
1249.97,652
1252.47,652
1254.97,652
1257.47,655
1259.97,663
1262.47,662
1264.97,647
1267.46,644
1269.96,649
1272.46,656
1274.95,665
1277.44,679
1279.94,689
1282.43,679
1284.92,690
1287.41,694
1289.9,697
1292.39,702
1294.88,711
1297.37,717
1299.85,717
1302.34,719
1304.82,724
1307.31,756
1309.79,763
1312.27,783
1314.76,789
1317.24,783
1319.72,776
1322.2,788
1324.68,777
1327.16,752
1329.63,731
1332.11,739
1334.59,735
1337.06,728
1339.53,722
1342.01,728
1344.48,721
1346.95,717
1349.42,712
1351.9,721
1354.36,718
1356.83,741
1359.3,731
1361.77,747
1364.24,759
1366.7,752
1369.17,755
1371.63,733
1374.1,733
1376.56,739
1379.02,724
1381.48,722
1383.94,724
1386.4,722
1388.86,726
1391.32,723
1393.78,721
1396.23,724
1398.69,697
1401.14,716
1403.6,713
1406.05,700
1408.5,702
1410.96,700
1413.41,696
1415.86,699
1418.31,688
1420.76,705
1423.21,692
1425.65,696
1428.1,712
1430.55,697
1432.99,695
1435.44,700
1437.88,704
1440.32,710
1442.77,709
1445.21,696
1447.65,706
1450.09,698
1452.53,701
1454.96,689
1457.4,695
1459.84,697
1462.28,695
1464.71,697
1467.15,680
1469.58,695
1472.01,677
1474.44,680
1476.88,690
1479.31,694
1481.74,675
1484.17,688
1486.6,689
1489.02,688
1491.45,676
1493.88,695
1496.3,688
1498.73,692
1501.15,701
1503.57,693
1506,700
1508.42,689
1510.84,689
1513.26,694
1515.68,689
1518.1,685
1520.52,699
1522.93,694
1525.35,694
1527.77,707
1530.18,694
1532.59,697
1535.01,693
1537.42,703
1539.83,695
1542.24,708
1544.65,709
1547.06,725
1549.47,713
1551.88,713
1554.29,727
1556.7,714
1559.1,717
1561.51,713
1563.91,715
1566.32,711
1568.72,716
1571.12,709
1573.52,719
1575.92,723
1578.32,713
1580.72,722
1583.12,711
1585.52,732
1587.92,716
1590.31,732
1592.71,722
1595.1,722
1597.5,714
1599.89,727
1602.28,721
1604.67,730
1607.06,727
1609.46,732
1611.84,724
1614.23,725
1616.62,706
1619.01,726
1621.4,715
1623.78,703
1626.17,707
1628.55,702
1630.94,721
1633.32,710
1635.7,704
1638.08,706
1640.46,712
1642.84,708
1645.22,705
1647.6,708
1649.98,716
1652.35,707
1654.73,697
1657.11,720
1659.48,709
1661.86,703
1664.23,701
1666.6,712
1668.97,710
1671.34,709
1673.71,717
1676.08,707
1678.45,710
1680.82,705
1683.19,714
1685.56,721
1687.92,706
1690.29,707
1692.65,721
1695.01,725
1697.38,710
1699.74,722
1702.1,720
1704.46,737
1706.82,725
1709.18,715
1711.54,720
1713.9,713
1716.26,722
1718.61,727
1720.97,727
1723.32,717
1725.68,716
1728.03,727
1730.38,729
1732.74,711
1735.09,718
1737.44,726
1739.79,738
1742.14,719
1744.48,745
1746.83,727
1749.18,732
1751.53,742
1753.87,732
1756.22,731
1758.56,739
1760.9,730
1763.25,723
1765.59,727
1767.93,734
1770.27,738
1772.61,731
1774.95,725
1777.29,739
1779.62,732
1781.96,731
1784.3,732
1786.63,737
1788.97,736
1791.3,737
1793.63,744
1795.96,742
1798.3,729
1800.63,728
1802.96,736
1805.29,732
1807.62,730
1809.94,745
1812.27,742
1814.6,740
1816.92,729
1819.25,739
1821.57,743
1823.9,738
1826.22,738
1828.54,741
1830.86,740
1833.19,739
1835.51,728
1837.82,736
1840.14,724
1842.46,730
1844.78,729
1847.09,730
1849.41,723
1851.73,727
1854.04,717
1856.35,730
1858.67,722
1860.98,715
1863.29,731
1865.6,727
1867.91,720
1870.22,722
1872.53,727
1874.84,732
1877.14,734
1879.45,730
1881.76,716
1884.06,722
1886.37,706
1888.67,717
1890.97,721
1893.28,725
1895.58,729
1897.88,730
1900.18,740
1902.48,741
1904.78,742
1907.07,744
1909.37,747
1911.67,754
1913.96,752
1916.26,754
1918.55,760
1920.85,745
1923.14,743
1925.43,756
1927.72,760
1930.01,765
1932.3,750
1934.59,761
1936.88,762
1939.17,756
1941.46,752
1943.74,766
1946.03,759
1948.31,776
1950.6,758
1952.88,769
1955.17,768
1957.45,760
1959.73,768
1962.01,756
1964.29,760
1966.57,766
1968.85,760
1971.13,780
1973.4,782
1975.68,765
1977.96,759
1980.23,777
1982.51,764
1984.78,780
1987.05,763
1989.33,769
1991.6,773
1993.87,769
1996.14,765
1998.41,768
2000.68,773
2002.95,775
2005.21,769
2007.48,775
2009.75,766
2012.01,773
2014.28,783
2016.54,784
2018.8,772
2021.07,781
2023.33,783
2025.59,775
2027.85,782
2030.11,785
2032.37,781
2034.63,782
2036.88,778
2039.14,791
2041.4,789
2043.65,782
2045.91,781
2048.16,795
2050.42,782
2052.67,783
2054.92,784
2057.17,781
2059.42,787
2061.67,787
2063.92,794
2066.17,799
2068.42,787
2070.67,791
2072.91,791
2075.16,781
2077.4,803
2079.65,801
2081.89,795
2084.13,791
2086.38,785
2088.62,802
2090.86,802
2093.1,799
2095.34,816
2097.58,800
2099.82,795
2102.05,799
2104.29,798
2106.53,795
2108.76,791
2111,813
2113.23,821
2115.46,804
2117.7,817
2119.93,800
2122.16,808
2124.39,798
2126.62,804
2128.85,807
2131.08,807
2133.31,813
2135.53,819
2137.76,810
2139.99,802
2142.21,804
2144.43,798
2146.66,795
2148.88,807
2151.1,805
2153.33,807
2155.55,810
2157.77,813
2159.99,803
2162.21,804
2164.42,805
2166.64,807
2168.86,802
2171.07,811
2173.29,812
2175.5,801
2177.72,819
2179.93,816
2182.14,803
2184.36,811
2186.57,808
2188.78,797
2190.99,812
2193.2,799
2195.41,815
2197.61,815
2199.82,803
2202.03,802
2204.23,812
2206.44,812
2208.64,814
2210.85,818
2213.05,813
2215.25,809
2217.45,817
2219.66,818
2221.86,820
2224.06,817
2226.25,806
2228.45,820
2230.65,817
2232.85,811
2235.04,820
2237.24,821
2239.43,811
2241.63,815
2243.82,809
2246.02,830
2248.21,809
2250.4,821
2252.59,815
2254.78,813
2256.97,818
2259.16,828
2261.35,827
2263.53,834
2265.72,840
2267.91,822
2270.09,815
2272.28,821
2274.46,824
2276.65,827
2278.83,813
2281.01,836
2283.19,831
2285.37,832
2287.55,826
2289.73,844
2291.91,839
2294.09,828
2296.27,837
2298.44,835
2300.62,831
2302.79,843
2304.97,825
2307.14,838
2309.32,828
2311.49,847
2313.66,832
2315.83,838
2318,829
2320.17,829
2322.34,837
2324.51,837
2326.68,841
2328.85,831
2331.01,821
2333.18,834
2335.34,842
2337.51,846
2339.67,846
2341.84,856
2344,835
2346.16,832
2348.32,828
2350.48,832
2352.64,851
2354.8,837
2356.96,831
2359.12,847
2361.28,840
2363.43,843
2365.59,837
2367.74,852
2369.9,839
2372.05,847
2374.2,845
2376.36,855
2378.51,851
2380.66,850
2382.81,843
2384.96,850
2387.11,851
2389.26,846
2391.41,857
2393.55,860
2395.7,851
2397.85,848
2399.99,855
2402.14,869
2404.28,862
2406.42,866
2408.57,853
2410.71,861
2412.85,859
2414.99,859
2417.13,859
2419.27,867
2421.41,854
2423.55,874
2425.68,858
2427.82,864
2429.96,863
2432.09,879
2434.23,866
