System
Type,MANTARAY
Unit,WAVENUMBER
Rayleigh,532.021nm
Grating,1200gr

Measuring Condition
Acquisition Mode,SINGLE
Exposure Time,0.2s
Laser Filter,532nm
ND Filter,20%
Lens Magnification,MPLFLN20x
X Pixels,1024,Y Pixels,255


X Axis Data,Y Axis Data
-136.53,101
-133.59,99
-130.66,103
-127.72,102
-124.79,102
-121.86,101
-118.92,102
-115.99,101
-113.06,101
-110.13,103
-107.2,106
-104.27,104
-101.35,103
-98.42,103
-95.5,102
-92.57,101
-89.65,101
-86.73,100
-83.81,100
-80.89,101
-77.97,103
-75.05,102
-72.13,101
-69.21,103
-66.3,102
-63.38,100
-60.47,101
-57.56,103
-54.65,102
-51.73,102
-48.82,102
-45.91,103
-43.01,102
-40.1,101
-37.19,100
-34.29,102
-31.38,102
-28.48,103
-25.58,102
-22.67,102
-19.77,102
-16.87,102
-13.97,102
-11.08,103
-8.18,102
-5.28,102
-2.39,105
0.51,104
3.4,104
6.3,102
9.19,102
12.08,103
14.97,102
17.86,100
20.75,104
23.63,101
26.52,102
29.4,101
32.29,103
35.17,102
38.06,103
40.94,102
43.82,101
46.7,103
49.58,106
52.45,103
55.33,103
58.21,102
61.08,103
63.96,104
66.83,103
69.7,102
72.58,104
75.45,105
78.32,108
81.19,116
84.05,123
86.92,146
89.79,176
92.65,209
95.52,262
98.38,296
101.24,322
104.11,339
106.97,356
109.83,348
112.69,352
115.54,347
118.4,353
121.26,357
124.11,351
126.97,356
129.82,355
132.68,363
135.53,354
138.38,365
141.23,365
144.08,356
146.93,358
149.77,356
152.62,365
155.47,359
158.31,361
161.15,364
164,361
166.84,355
169.68,360
172.52,366
175.36,361
178.2,362
181.04,364
183.87,364
186.71,371
189.54,368
192.38,372
195.21,367
198.04,374
200.87,374
203.7,372
206.53,378
209.36,369
212.19,375
215.02,379
217.84,379
220.67,367
223.49,370
226.32,379
229.14,375
231.96,373
234.78,368
237.6,375
240.42,384
243.24,377
246.05,379
248.87,376
251.68,379
254.5,380
257.31,382
260.13,378
262.94,392
265.75,379
268.56,383
271.37,380
274.17,384
276.98,390
279.79,390
282.59,396
285.4,388
288.2,385
291.01,391
293.81,394
296.61,389
299.41,390
302.21,393
305.01,390
307.8,387
310.6,391
313.4,391
316.19,395
318.99,394
321.78,395
324.57,395
327.36,398
330.15,395
332.94,395
335.73,390
338.52,394
341.31,402
344.09,395
346.88,397
349.66,400
352.45,404
355.23,402
358.01,398
360.79,401
363.57,399
366.35,403
369.13,403
371.91,399
374.68,403
377.46,407
380.23,401
383.01,400
385.78,399
388.55,403
391.32,401
394.09,406
396.86,409
399.63,411
402.4,411
405.17,409
407.93,415
410.7,413
413.46,404
416.23,410
418.99,422
421.75,410
424.51,415
427.27,414
430.03,424
432.79,420
435.55,419
438.3,427
441.06,423
443.81,427
446.57,419
449.32,426
452.07,432
454.82,428
457.57,428
460.32,429
463.07,426
465.82,424
468.57,435
471.31,426
474.06,429
476.8,430
479.55,431
482.29,436
485.03,439
487.77,428
490.51,417
493.25,428
495.99,431
498.73,432
501.46,424
504.2,433
506.93,438
509.67,442
512.4,435
515.13,439
517.86,434
520.6,438
523.33,450
526.05,440
528.78,444
531.51,444
534.24,443
536.96,443
539.69,454
542.41,459
545.13,442
547.85,443
550.58,444
553.3,455
556.02,448
558.73,454
561.45,451
564.17,454
566.89,458
569.6,447
572.31,444
575.03,449
577.74,454
580.45,448
583.16,447
585.87,449
588.58,455
591.29,450
594,466
596.71,464
599.41,452
602.12,449
604.82,449
607.52,456
610.23,458
612.93,459
615.63,463
618.33,458
621.03,463
623.73,454
626.42,459
629.12,458
631.82,460
634.51,467
637.21,458
639.9,456
642.59,454
645.28,460
647.97,464
650.66,468
653.35,463
656.04,470
658.73,466
661.41,464
664.1,469
666.78,458
669.47,463
672.15,464
674.83,465
677.51,468
680.19,472
682.87,462
685.55,486
688.23,475
690.91,470
693.58,467
696.26,479
698.93,466
701.61,475
704.28,481
706.95,476
709.62,481
712.3,474
714.96,477
717.63,475
720.3,474
722.97,475
725.63,475
728.3,481
730.96,475
733.63,485
736.29,479
738.95,474
741.61,479
744.28,486
746.93,483
749.59,482
752.25,484
754.91,483
757.56,474
760.22,496
762.87,494
765.53,486
768.18,497
770.83,485
773.48,493
776.14,500
778.78,478
781.43,495
784.08,499
786.73,496
789.37,500
792.02,502
794.67,499
797.31,491
799.95,492
802.59,501
805.24,507
807.88,502
810.52,490
813.15,497
815.79,495
818.43,504
821.07,510
823.7,518
826.34,504
828.97,511
831.6,500
834.24,500
836.87,505
839.5,512
842.13,504
844.76,509
847.38,508
850.01,512
852.64,505
855.26,503
857.89,505
860.51,509
863.14,512
865.76,507
868.38,511
871,508
873.62,524
876.24,517
878.86,520
881.47,520
884.09,528
886.71,522
889.32,527
891.94,529
894.55,530
897.16,524
899.77,520
902.38,524
904.99,528
907.6,526
910.21,523
912.82,523
915.43,526
918.03,531
