# laser_power_pct,10.0
# exposure_time,0.5
# laser_nm,532.021
# mode,single
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-224.987,525.7281,667
1,-221.919,525.8130,662
2,-218.852,525.8978,657
3,-215.787,525.9826,664
4,-212.722,526.0673,664
5,-209.659,526.1521,656
6,-206.597,526.2369,664
7,-203.537,526.3217,663
8,-200.477,526.4065,660
9,-197.419,526.4912,652
10,-194.362,526.5760,663
11,-191.306,526.6607,666
12,-188.251,526.7455,660
13,-185.198,526.8302,662
14,-182.145,526.9149,656
15,-179.094,526.9996,659
16,-176.044,527.0844,659
17,-172.996,527.1691,665
18,-169.948,527.2538,658
19,-166.902,527.3385,656
20,-163.857,527.4232,658
21,-160.813,527.5079,662
22,-157.770,527.5926,652
23,-154.728,527.6772,663
24,-151.688,527.7619,657
25,-148.649,527.8466,655
26,-145.611,527.9312,653
27,-142.574,528.0159,662
28,-139.539,528.1005,660
29,-136.504,528.1852,665
30,-133.471,528.2698,658
31,-130.439,528.3544,658
32,-127.408,528.4390,662
33,-124.379,528.5237,657
34,-121.350,528.6083,652
35,-118.323,528.6929,659
36,-115.297,528.7775,661
37,-112.272,528.8621,670
38,-109.248,528.9466,660
39,-106.226,529.0312,667
40,-103.204,529.1158,662
41,-100.184,529.2004,660
42,-97.165,529.2849,655
43,-94.148,529.3695,656
44,-91.131,529.4540,660
45,-88.116,529.5386,657
46,-85.101,529.6231,664
47,-82.088,529.7076,655
48,-79.076,529.7921,661
49,-76.066,529.8767,654
50,-73.056,529.9612,659
51,-70.048,530.0457,656
52,-67.041,530.1302,657
53,-64.035,530.2147,659
54,-61.030,530.2992,669
55,-58.026,530.3836,658
56,-55.024,530.4681,658
57,-52.023,530.5526,664
58,-49.023,530.6370,667
59,-46.024,530.7215,656
60,-43.026,530.8059,661
61,-40.029,530.8904,666
62,-37.034,530.9748,669
63,-34.040,531.0593,670
64,-31.047,531.1437,682
65,-28.055,531.2281,713
66,-25.064,531.3125,744
67,-22.075,531.3969,663
68,-19.086,531.4813,663
69,-16.099,531.5657,663
70,-13.113,531.6501,662
71,-10.128,531.7345,652
72,-7.144,531.8189,671
73,-4.162,531.9032,657
74,-1.180,531.9876,653
75,1.800,532.0719,658
76,4.779,532.1563,656
77,7.757,532.2406,659
78,10.733,532.3250,668
79,13.709,532.4093,663
80,16.683,532.4936,666
81,19.657,532.5780,659
82,22.629,532.6623,663
83,25.599,532.7466,661
84,28.569,532.8309,655
85,31.538,532.9152,660
86,34.505,532.9995,655
87,37.472,533.0837,656
88,40.437,533.1680,652
89,43.401,533.2523,655
90,46.363,533.3365,661
91,49.325,533.4208,654
92,52.285,533.5050,656
93,55.245,533.5893,660
94,58.203,533.6735,662
95,61.160,533.7578,658
96,64.116,533.8420,655
97,67.071,533.9262,661
98,70.024,534.0104,657
99,72.977,534.0946,659
100,75.928,534.1788,666
101,78.878,534.2630,661
102,81.827,534.3472,657
103,84.775,534.4314,674
104,87.721,534.5156,658
105,90.667,534.5997,666
106,93.611,534.6839,660
107,96.554,534.7680,667
108,99.497,534.8522,657
109,102.437,534.9363,665
110,105.377,535.0205,666
111,108.316,535.1046,667
112,111.253,535.1887,654
113,114.190,535.2729,667
114,117.125,535.3570,665
115,120.059,535.4411,663
116,122.992,535.5252,663
117,125.924,535.6093,658
118,128.854,535.6933,649
119,131.784,535.7774,660
120,134.712,535.8615,660
121,137.639,535.9456,664
122,140.565,536.0296,665
123,143.490,536.1137,664
124,146.414,536.1977,653
125,149.337,536.2818,664
126,152.258,536.3658,659
127,155.179,536.4498,663
128,158.098,536.5339,658
129,161.016,536.6179,663
130,163.933,536.7019,666
131,166.849,536.7859,660
132,169.764,536.8699,668
133,172.677,536.9539,666
134,175.590,537.0379,667
135,178.501,537.1218,668
136,181.411,537.2058,663
137,184.320,537.2898,665
138,187.228,537.3737,660
139,190.135,537.4577,657
140,193.040,537.5416,667
141,195.945,537.6256,665
142,198.848,537.7095,663
143,201.751,537.7934,671
144,204.652,537.8774,664
145,207.552,537.9613,660
146,210.451,538.0452,657
147,213.349,538.1291,668
148,216.245,538.2130,667
149,219.141,538.2969,654
150,222.035,538.3807,666
151,224.928,538.4646,667
152,227.821,538.5485,659
153,230.712,538.6324,668
154,233.601,538.7162,667
155,236.490,538.8001,655
156,239.378,538.8839,664
157,242.264,538.9677,667
158,245.150,539.0516,668
159,248.034,539.1354,665
160,250.917,539.2192,668
161,253.799,539.3030,666
162,256.680,539.3868,669
163,259.560,539.4706,667
164,262.439,539.5544,652
165,265.317,539.6382,665
166,268.193,539.7220,662
167,271.068,539.8058,668
168,273.943,539.8895,667
169,276.816,539.9733,666
170,279.688,540.0570,653
171,282.559,540.1408,666
172,285.429,540.2245,667
173,288.297,540.3083,663
174,291.165,540.3920,667
175,294.031,540.4757,667
176,296.897,540.5594,667
177,299.761,540.6431,662
178,302.624,540.7268,658
179,305.486,540.8105,675
180,308.347,540.8942,663
181,311.207,540.9779,668
182,314.065,541.0616,670
183,316.923,541.1452,661
184,319.780,541.2289,661
185,322.635,541.3126,656
186,325.489,541.3962,663
187,328.342,541.4798,671
188,331.194,541.5635,684
189,334.045,541.6471,667
190,336.895,541.7307,661
