# laser_power_pct,5
# exposure_time,3
# laser_nm,532.021
# mode,accumulate
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-227.093,525.6699,728
1,-224.019,525.7549,745
2,-220.946,525.8399,747
3,-217.874,525.9248,742
4,-214.803,526.0098,747
5,-211.734,526.0947,754
6,-208.666,526.1796,739
7,-205.598,526.2646,750
8,-202.533,526.3495,738
9,-199.468,526.4344,739
10,-196.405,526.5193,751
11,-193.342,526.6042,746
12,-190.281,526.6891,742
13,-187.222,526.7740,740
14,-184.163,526.8589,743
15,-181.106,526.9438,737
16,-178.050,527.0287,737
17,-174.995,527.1135,741
18,-171.941,527.1984,751
19,-168.888,527.2832,751
20,-165.837,527.3681,738
21,-162.787,527.4529,737
22,-159.738,527.5378,729
23,-156.690,527.6226,752
24,-153.644,527.7074,743
25,-150.599,527.7922,750
26,-147.555,527.8771,737
27,-144.512,527.9619,755
28,-141.470,528.0467,750
29,-138.430,528.1314,749
30,-135.390,528.2162,746
31,-132.352,528.3010,740
32,-129.315,528.3858,734
33,-126.280,528.4706,732
34,-123.245,528.5553,738
35,-120.212,528.6401,758
36,-117.180,528.7248,751
37,-114.149,528.8096,749
38,-111.119,528.8943,750
39,-108.091,528.9790,743
40,-105.063,529.0637,760
41,-102.037,529.1485,745
42,-99.012,529.2332,728
43,-95.989,529.3179,742
44,-92.966,529.4026,758
45,-89.945,529.4873,754
46,-86.925,529.5720,753
47,-83.906,529.6566,757
48,-80.888,529.7413,736
49,-77.871,529.8260,748
50,-74.856,529.9106,734
51,-71.842,529.9953,747
52,-68.829,530.0799,755
53,-65.817,530.1646,741
54,-62.806,530.2492,756
55,-59.797,530.3338,736
56,-56.789,530.4185,730
57,-53.782,530.5031,742
58,-50.776,530.5877,752
59,-47.771,530.6723,748
60,-44.768,530.7569,743
61,-41.765,530.8415,744
62,-38.764,530.9261,761
63,-35.764,531.0106,749
64,-32.765,531.0952,772
65,-29.768,531.1798,768
66,-26.771,531.2643,783
67,-23.776,531.3489,804
68,-20.782,531.4334,778
69,-17.789,531.5180,764
70,-14.797,531.6025,753
71,-11.807,531.6870,754
72,-8.817,531.7715,763
73,-5.829,531.8561,744
74,-2.842,531.9406,744
75,0.144,532.0251,748
76,3.128,532.1096,746
77,6.112,532.1941,736
78,9.094,532.2785,756
79,12.075,532.3630,760
80,15.055,532.4475,772
81,18.034,532.5319,758
82,21.012,532.6164,758
83,23.988,532.7008,751
84,26.964,532.7853,753
85,29.938,532.8697,750
86,32.911,532.9542,746
87,35.882,533.0386,769
88,38.853,533.1230,750
89,41.822,533.2074,764
90,44.791,533.2918,808
91,47.758,533.3762,814
92,50.724,533.4606,886
93,53.689,533.5450,974
94,56.652,533.6294,1127
95,59.615,533.7137,1517
96,62.576,533.7981,1943
97,65.536,533.8825,2738
98,68.495,533.9668,3748
99,71.453,534.0512,5182
100,74.410,534.1355,6596
101,77.365,534.2198,8078
102,80.319,534.3042,9187
103,83.273,534.3885,10130
104,86.225,534.4728,10545
105,89.176,534.5571,10837
106,92.125,534.6414,10990
107,95.074,534.7257,11029
108,98.021,534.8100,11302
109,100.967,534.8943,11319
110,103.912,534.9786,11362
111,106.856,535.0628,11412
112,109.799,535.1471,11386
113,112.741,535.2313,11519
114,115.681,535.3156,11532
115,118.621,535.3998,11512
116,121.559,535.4841,11695
117,124.496,535.5683,11759
118,127.432,535.6525,11661
119,130.366,535.7367,11869
120,133.300,535.8210,11866
121,136.232,535.9052,12016
122,139.164,535.9894,11898
123,142.094,536.0735,12130
124,145.023,536.1577,12216
125,147.950,536.2419,12022
126,150.877,536.3261,12330
127,153.803,536.4102,12385
128,156.727,536.4944,12329
129,159.650,536.5786,12430
130,162.572,536.6627,12473
131,165.493,536.7468,12589
132,168.413,536.8310,12478
133,171.332,536.9151,12642
134,174.249,536.9992,12424
135,177.166,537.0833,12696
136,180.081,537.1674,12826
137,182.995,537.2515,12833
138,185.908,537.3356,12949
139,188.820,537.4197,13007
140,191.731,537.5038,13130
141,194.640,537.5879,13109
142,197.549,537.6719,13261
143,200.456,537.7560,13332
144,203.362,537.8400,13436
145,206.267,537.9241,13459
146,209.171,538.0081,13465
147,212.074,538.0922,13679
148,214.975,538.1762,13681
149,217.876,538.2602,13771
150,220.775,538.3442,13932
151,223.673,538.4282,13816
152,226.570,538.5122,13891
153,229.466,538.5962,14007
