# laser_power_pct,40
# exposure_time,0.2
# laser_nm,532.021
# mode,single
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-227.093,525.6699,678
1,-224.019,525.7549,678
2,-220.946,525.8399,678
3,-217.874,525.9248,674
4,-214.803,526.0098,685
5,-211.734,526.0947,679
6,-208.666,526.1796,676
7,-205.598,526.2646,671
8,-202.533,526.3495,678
9,-199.468,526.4344,678
10,-196.405,526.5193,689
11,-193.342,526.6042,682
12,-190.281,526.6891,681
13,-187.222,526.7740,671
14,-184.163,526.8589,679
15,-181.106,526.9438,674
16,-178.050,527.0287,669
17,-174.995,527.1135,685
18,-171.941,527.1984,683
19,-168.888,527.2832,680
20,-165.837,527.3681,677
21,-162.787,527.4529,675
22,-159.738,527.5378,671
23,-156.690,527.6226,666
24,-153.644,527.7074,669
25,-150.599,527.7922,696
26,-147.555,527.8771,689
27,-144.512,527.9619,691
28,-141.470,528.0467,681
29,-138.430,528.1314,678
30,-135.390,528.2162,679
31,-132.352,528.3010,667
32,-129.315,528.3858,683
33,-126.280,528.4706,681
34,-123.245,528.5553,661
35,-120.212,528.6401,667
36,-117.180,528.7248,671
37,-114.149,528.8096,683
38,-111.119,528.8943,684
39,-108.091,528.9790,683
40,-105.063,529.0637,679
41,-102.037,529.1485,670
42,-99.012,529.2332,671
43,-95.989,529.3179,682
44,-92.966,529.4026,687
45,-89.945,529.4873,675
46,-86.925,529.5720,681
47,-83.906,529.6566,682
48,-80.888,529.7413,685
49,-77.871,529.8260,679
50,-74.856,529.9106,674
51,-71.842,529.9953,679
52,-68.829,530.0799,677
53,-65.817,530.1646,676
54,-62.806,530.2492,675
55,-59.797,530.3338,688
56,-56.789,530.4185,671
57,-53.782,530.5031,676
58,-50.776,530.5877,680
59,-47.771,530.6723,674
60,-44.768,530.7569,675
61,-41.765,530.8415,681
62,-38.764,530.9261,686
63,-35.764,531.0106,686
64,-32.765,531.0952,687
65,-29.768,531.1798,685
66,-26.771,531.2643,692
67,-23.776,531.3489,697
68,-20.782,531.4334,694
69,-17.789,531.5180,677
70,-14.797,531.6025,682
71,-11.807,531.6870,680
72,-8.817,531.7715,675
73,-5.829,531.8561,677
74,-2.842,531.9406,671
75,0.144,532.0251,667
76,3.128,532.1096,677
77,6.112,532.1941,688
78,9.094,532.2785,685
79,12.075,532.3630,682
80,15.055,532.4475,702
81,18.034,532.5319,683
82,21.012,532.6164,676
83,23.988,532.7008,683
84,26.964,532.7853,692
85,29.938,532.8697,680
86,32.911,532.9542,680
87,35.882,533.0386,695
88,38.853,533.1230,694
89,41.822,533.2074,686
90,44.791,533.2918,701
91,47.758,533.3762,711
92,50.724,533.4606,731
93,53.689,533.5450,777
94,56.652,533.6294,843
95,59.615,533.7137,963
96,62.576,533.7981,1135
97,65.536,533.8825,1444
98,68.495,533.9668,1871
99,71.453,534.0512,2271
100,74.410,534.1355,2871
101,77.365,534.2198,3365
102,80.319,534.3042,3783
103,83.273,534.3885,4113
104,86.225,534.4728,4145
105,89.176,534.5571,4305
106,92.125,534.6414,4328
107,95.074,534.7257,4356
108,98.021,534.8100,4300
109,100.967,534.8943,4319
110,103.912,534.9786,4429
111,106.856,535.0628,4399
112,109.799,535.1471,4405
113,112.741,535.2313,4442
114,115.681,535.3156,4455
115,118.621,535.3998,4430
116,121.559,535.4841,4423
117,124.496,535.5683,4327
118,127.432,535.6525,4403
119,130.366,535.7367,4477
120,133.300,535.8210,4482
121,136.232,535.9052,4390
122,139.164,535.9894,4515
123,142.094,536.0735,4439
124,145.023,536.1577,4413
125,147.950,536.2419,4521
126,150.877,536.3261,4411
127,153.803,536.4102,4459
128,156.727,536.4944,4495
129,159.650,536.5786,4457
130,162.572,536.6627,4423
131,165.493,536.7468,4510
132,168.413,536.8310,4517
133,171.332,536.9151,4533
134,174.249,536.9992,4562
135,177.166,537.0833,4491
136,180.081,537.1674,4564
137,182.995,537.2515,4588
138,185.908,537.3356,4481
139,188.820,537.4197,4501
140,191.731,537.5038,4555
141,194.640,537.5879,4540
142,197.549,537.6719,4582
143,200.456,537.7560,4579
144,203.362,537.8400,4617
145,206.267,537.9241,4594
146,209.171,538.0081,4684
147,212.074,538.0922,4595
148,214.975,538.1762,4682
149,217.876,538.2602,4743
150,220.775,538.3442,4639
151,223.673,538.4282,4640
152,226.570,538.5122,4552
153,229.466,538.5962,4719
154,232.361,538.6802,4749
155,235.255,538.7642,4773
156,238.147,538.8482,4758
157,241.039,538.9321,4730
158,243.929,539.0161,4728
159,246.818,539.1001,4732
160,249.706,539.1840,4741
161,252.593,539.2679,4743
162,255.479,539.3519,4772
163,258.363,539.4358,4785
164,261.247,539.5197,4778
165,264.129,539.6036,4774
166,267.011,539.6875,4815
167,269.891,539.7714,4785
168,272.770,539.8553,4850
169,275.648,539.9392,4747
170,278.524,540.0231,4846
171,281.400,540.1070,4798
172,284.275,540.1909,4822
173,287.148,540.2747,4857
174,290.020,540.3586,4792
175,292.892,540.4424,4761
176,295.762,540.5263,4782
177,298.631,540.6101,4887
178,301.498,540.6939,4904
179,304.365,540.7777,4835
180,307.231,540.8616,4890
181,310.095,540.9454,4878
182,312.959,541.0292,4908
183,315.821,541.1130,4899
184,318.682,541.1967,4872
185,321.542,541.2805,4898
186,324.401,541.3643,4889
187,327.259,541.4481,4987
188,330.115,541.5318,4959
189,332.971,541.6156,4999
190,335.825,541.6993,4991
191,338.679,541.7831,4970
192,341.531,541.8668,4982
193,344.382,541.9505,5020
194,347.232,542.0343,4866
195,350.081,542.1180,4956
196,352.929,542.2017,4917
197,355.775,542.2854,5011
198,358.621,542.3691,4989
199,361.465,542.4528,4971
200,364.309,542.5364,4942
201,367.151,542.6201,4916
202,369.992,542.7038,5065
203,372.832,542.7874,5047
204,375.671,542.8711,5076
205,378.509,542.9547,5100
206,381.346,543.0384,5146
207,384.181,543.1220,5130
208,387.016,543.2056,5013
209,389.849,543.2893,5115
210,392.682,543.3729,5150
211,395.513,543.4565,5094
212,398.343,543.5401,5134
213,401.172,543.6237,5140
214,404.000,543.7073,5161
215,406.827,543.7908,5184
216,409.653,543.8744,5252
217,412.477,543.9580,5231
218,415.301,544.0415,5121
219,418.123,544.1251,5316
220,420.945,544.2086,5264
221,423.765,544.2922,5292
222,426.584,544.3757,5395
223,429.402,544.4592,5312
224,432.219,544.5427,5251
225,435.035,544.6263,5321
226,437.850,544.7098,5412
227,440.664,544.7933,5390
228,443.476,544.8767,5373
229,446.288,544.9602,5371
230,449.098,545.0437,5319
231,451.907,545.1272,5288
232,454.716,545.2106,5303
233,457.523,545.2941,5386
234,460.329,545.3775,5295
235,463.134,545.4610,5474
236,465.938,545.5444,5349
237,468.741,545.6279,5389
238,471.542,545.7113,5358
239,474.343,545.7947,5489
240,477.142,545.8781,5407
241,479.941,545.9615,5412
242,482.738,546.0449,5462
243,485.535,546.1283,5405
244,488.330,546.2117,5430
245,491.124,546.2950,5364
246,493.917,546.3784,5453
247,496.709,546.4618,5447
248,499.500,546.5451,5626
249,502.290,546.6285,5454
250,505.078,546.7118,5483
251,507.866,546.7952,5504
252,510.653,546.8785,5586
253,513.438,546.9618,5621
254,516.222,547.0451,5607
255,519.006,547.1284,5623
256,521.788,547.2117,5659
257,524.569,547.2950,5622
258,527.349,547.3783,5599
259,530.128,547.4616,5570
260,532.906,547.5448,5641
261,535.683,547.6281,5685
262,538.459,547.7114,5652
263,541.234,547.7946,5711
264,544.007,547.8779,5653
265,546.780,547.9611,5665
266,549.551,548.0443,5778
267,552.322,548.1276,5645
268,555.091,548.2108,5748
269,557.859,548.2940,5720
270,560.627,548.3772,5734
271,563.393,548.4604,5612
272,566.158,548.5436,5708
273,568.922,548.6267,5699
274,571.685,548.7099,5775
275,574.447,548.7931,5686
276,577.208,548.8763,5777
277,579.967,548.9594,5744
278,582.726,549.0426,5773
279,585.484,549.1257,5780
280,588.240,549.2088,5816
281,590.996,549.2920,5772
282,593.750,549.3751,5816
283,596.503,549.4582,5710
284,599.256,549.5413,5729
285,602.007,549.6244,5797
286,604.757,549.7075,5796
287,607.506,549.7906,5832
288,610.254,549.8736,5804
289,613.001,549.9567,5870
290,615.747,550.0398,5835
291,618.492,550.1228,5895
292,621.236,550.2059,5924
293,623.979,550.2889,5833
294,626.720,550.3720,5783
295,629.461,550.4550,5862
296,632.201,550.5380,5903
297,634.939,550.6210,5917
298,637.677,550.7040,5898
299,640.413,550.7870,5962
300,643.148,550.8700,5968
301,645.883,550.9530,5885
302,648.616,551.0360,5979
303,651.348,551.1190,5933
304,654.079,551.2019,5911
305,656.809,551.2849,6011
306,659.538,551.3679,5932
307,662.266,551.4508,6021
308,664.993,551.5337,5892
309,667.719,551.6167,6017
310,670.444,551.6996,6050
311,673.168,551.7825,6032
312,675.891,551.8654,6015
313,678.612,551.9483,5985
314,681.333,552.0312,6027
315,684.052,552.1141,6047
316,686.771,552.1970,6046
317,689.488,552.2799,6042
318,692.205,552.3627,6084
319,694.920,552.4456,6069
320,697.635,552.5284,6113
321,700.348,552.6113,6132
322,703.060,552.6941,6085
323,705.772,552.7770,6146
324,708.482,552.8598,6160
325,711.191,552.9426,6017
326,713.899,553.0254,6160
327,716.606,553.1082,6242
328,719.312,553.1910,6222
329,722.017,553.2738,6145
330,724.721,553.3566,6094
331,727.424,553.4394,6245
332,730.126,553.5221,6155
333,732.827,553.6049,6120
334,735.526,553.6877,6170
335,738.225,553.7704,6186
336,740.923,553.8531,6197
337,743.619,553.9359,6157
338,746.315,554.0186,6226
339,749.010,554.1013,6436
340,751.703,554.1840,6274
341,754.396,554.2667,6240
342,757.087,554.3494,6317
343,759.778,554.4321,6311
344,762.467,554.5148,6376
345,765.155,554.5975,6283
346,767.843,554.6802,6361
347,770.529,554.7628,6346
348,773.214,554.8455,6384
349,775.899,554.9281,6354
350,778.582,555.0108,6448
351,781.264,555.0934,6387
352,783.945,555.1760,6379
353,786.625,555.2586,6364
354,789.305,555.3413,6384
355,791.983,555.4239,6437
356,794.660,555.5065,6491
357,797.336,555.5891,6471
358,800.011,555.6716,6417
359,802.685,555.7542,6422
360,805.358,555.8368,6423
361,808.030,555.9193,6582
362,810.701,556.0019,6440
363,813.370,556.0845,6540
364,816.039,556.1670,6502
365,818.707,556.2495,6488
366,821.374,556.3321,6526
367,824.040,556.4146,6566
368,826.705,556.4971,6587
