# laser_power_pct,15
# exposure_time,0.5
# laser_nm,532.021
# mode,accumulate
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-227.093,525.6699,680
1,-224.019,525.7549,674
2,-220.946,525.8399,685
3,-217.874,525.9248,684
4,-214.803,526.0098,680
5,-211.734,526.0947,677
6,-208.666,526.1796,683
7,-205.598,526.2646,692
8,-202.533,526.3495,682
9,-199.468,526.4344,679
10,-196.405,526.5193,685
11,-193.342,526.6042,682
12,-190.281,526.6891,684
13,-187.222,526.7740,685
14,-184.163,526.8589,682
15,-181.106,526.9438,675
16,-178.050,527.0287,682
17,-174.995,527.1135,685
18,-171.941,527.1984,691
19,-168.888,527.2832,680
20,-165.837,527.3681,687
21,-162.787,527.4529,674
22,-159.738,527.5378,669
23,-156.690,527.6226,685
24,-153.644,527.7074,678
25,-150.599,527.7922,678
26,-147.555,527.8771,668
27,-144.512,527.9619,678
28,-141.470,528.0467,675
29,-138.430,528.1314,683
30,-135.390,528.2162,684
31,-132.352,528.3010,680
32,-129.315,528.3858,674
33,-126.280,528.4706,685
34,-123.245,528.5553,679
35,-120.212,528.6401,678
36,-117.180,528.7248,685
37,-114.149,528.8096,680
38,-111.119,528.8943,681
39,-108.091,528.9790,689
40,-105.063,529.0637,688
41,-102.037,529.1485,685
42,-99.012,529.2332,674
43,-95.989,529.3179,687
44,-92.966,529.4026,675
45,-89.945,529.4873,679
46,-86.925,529.5720,686
47,-83.906,529.6566,681
48,-80.888,529.7413,682
49,-77.871,529.8260,671
50,-74.856,529.9106,687
51,-71.842,529.9953,689
52,-68.829,530.0799,676
53,-65.817,530.1646,691
54,-62.806,530.2492,678
55,-59.797,530.3338,679
56,-56.789,530.4185,681
57,-53.782,530.5031,673
58,-50.776,530.5877,686
59,-47.771,530.6723,684
60,-44.768,530.7569,685
61,-41.765,530.8415,681
62,-38.764,530.9261,687
63,-35.764,531.0106,684
64,-32.765,531.0952,686
65,-29.768,531.1798,682
66,-26.771,531.2643,691
67,-23.776,531.3489,694
68,-20.782,531.4334,687
69,-17.789,531.5180,692
70,-14.797,531.6025,690
71,-11.807,531.6870,683
72,-8.817,531.7715,688
73,-5.829,531.8561,678
74,-2.842,531.9406,676
75,0.144,532.0251,682
76,3.128,532.1096,688
77,6.112,532.1941,685
78,9.094,532.2785,691
79,12.075,532.3630,690
80,15.055,532.4475,700
81,18.034,532.5319,682
82,21.012,532.6164,686
83,23.988,532.7008,684
84,26.964,532.7853,689
85,29.938,532.8697,688
86,32.911,532.9542,702
87,35.882,533.0386,681
88,38.853,533.1230,685
89,41.822,533.2074,686
90,44.791,533.2918,689
91,47.758,533.3762,707
92,50.724,533.4606,717
93,53.689,533.5450,747
94,56.652,533.6294,803
95,59.615,533.7137,920
96,62.576,533.7981,1057
97,65.536,533.8825,1268
98,68.495,533.9668,1580
99,71.453,534.0512,1985
100,74.410,534.1355,2440
101,77.365,534.2198,2820
102,80.319,534.3042,3076
103,83.273,534.3885,3327
104,86.225,534.4728,3493
105,89.176,534.5571,3587
106,92.125,534.6414,3601
107,95.074,534.7257,3647
108,98.021,534.8100,3685
109,100.967,534.8943,3628
110,103.912,534.9786,3726
111,106.856,535.0628,3726
112,109.799,535.1471,3694
113,112.741,535.2313,3652
114,115.681,535.3156,3811
115,118.621,535.3998,3780
116,121.559,535.4841,3650
117,124.496,535.5683,3711
118,127.432,535.6525,3810
119,130.366,535.7367,3750
120,133.300,535.8210,3775
121,136.232,535.9052,3700
122,139.164,535.9894,3806
123,142.094,536.0735,3804
124,145.023,536.1577,3761
125,147.950,536.2419,3763
126,150.877,536.3261,3774
127,153.803,536.4102,3843
128,156.727,536.4944,3772
129,159.650,536.5786,3753
130,162.572,536.6627,3752
131,165.493,536.7468,3826
132,168.413,536.8310,3834
133,171.332,536.9151,3801
134,174.249,536.9992,3945
135,177.166,537.0833,3885
136,180.081,537.1674,3954
137,182.995,537.2515,4007
138,185.908,537.3356,3945
139,188.820,537.4197,3928
140,191.731,537.5038,3932
141,194.640,537.5879,4021
142,197.549,537.6719,3988
143,200.456,537.7560,3960
144,203.362,537.8400,3985
145,206.267,537.9241,3959
146,209.171,538.0081,3951
147,212.074,538.0922,4052
148,214.975,538.1762,4013
149,217.876,538.2602,4017
150,220.775,538.3442,4016
151,223.673,538.4282,4047
152,226.570,538.5122,4113
153,229.466,538.5962,4079
154,232.361,538.6802,4080
155,235.255,538.7642,4100
156,238.147,538.8482,4098
157,241.039,538.9321,4132
158,243.929,539.0161,4123
159,246.818,539.1001,4101
160,249.706,539.1840,4114
161,252.593,539.2679,4198
162,255.479,539.3519,4253
163,258.363,539.4358,4245
164,261.247,539.5197,4090
165,264.129,539.6036,4145
166,267.011,539.6875,4211
167,269.891,539.7714,4245
168,272.770,539.8553,4218
169,275.648,539.9392,4225
170,278.524,540.0231,4179
171,281.400,540.1070,4307
172,284.275,540.1909,4203
173,287.148,540.2747,4330
174,290.020,540.3586,4214
175,292.892,540.4424,4242
176,295.762,540.5263,4289
177,298.631,540.6101,4256
178,301.498,540.6939,4353
179,304.365,540.7777,4340
180,307.231,540.8616,4317
181,310.095,540.9454,4231
182,312.959,541.0292,4297
183,315.821,541.1130,4390
184,318.682,541.1967,4316
185,321.542,541.2805,4273
186,324.401,541.3643,4403
187,327.259,541.4481,4342
188,330.115,541.5318,4401
189,332.971,541.6156,4342
190,335.825,541.6993,4376
191,338.679,541.7831,4382
192,341.531,541.8668,4415
193,344.382,541.9505,4420
194,347.232,542.0343,4373
195,350.081,542.1180,4434
196,352.929,542.2017,4449
197,355.775,542.2854,4491
198,358.621,542.3691,4446
199,361.465,542.4528,4500
200,364.309,542.5364,4508
201,367.151,542.6201,4459
202,369.992,542.7038,4469
203,372.832,542.7874,4565
204,375.671,542.8711,4490
205,378.509,542.9547,4519
206,381.346,543.0384,4487
207,384.181,543.1220,4562
208,387.016,543.2056,4637
209,389.849,543.2893,4630
210,392.682,543.3729,4554
211,395.513,543.4565,4633
212,398.343,543.5401,4620
213,401.172,543.6237,4693
214,404.000,543.7073,4619
215,406.827,543.7908,4629
216,409.653,543.8744,4679
217,412.477,543.9580,4589
218,415.301,544.0415,4680
219,418.123,544.1251,4748
220,420.945,544.2086,4789
221,423.765,544.2922,4701
222,426.584,544.3757,4684
223,429.402,544.4592,4841
224,432.219,544.5427,4828
225,435.035,544.6263,4799
226,437.850,544.7098,4774
227,440.664,544.7933,4892
228,443.476,544.8767,4822
229,446.288,544.9602,4870
230,449.098,545.0437,4870
231,451.907,545.1272,4896
232,454.716,545.2106,4992
233,457.523,545.2941,4886
234,460.329,545.3775,4836
235,463.134,545.4610,4899
236,465.938,545.5444,4934
237,468.741,545.6279,4899
238,471.542,545.7113,4842
239,474.343,545.7947,4886
240,477.142,545.8781,4880
241,479.941,545.9615,4905
242,482.738,546.0449,4931
243,485.535,546.1283,4931
244,488.330,546.2117,4949
245,491.124,546.2950,5053
246,493.917,546.3784,4964
247,496.709,546.4618,4929
248,499.500,546.5451,5097
249,502.290,546.6285,5065
250,505.078,546.7118,5084
251,507.866,546.7952,5087
252,510.653,546.8785,5060
253,513.438,546.9618,5099
254,516.222,547.0451,5041
255,519.006,547.1284,5112
256,521.788,547.2117,5087
257,524.569,547.2950,5127
258,527.349,547.3783,5125
259,530.128,547.4616,5176
260,532.906,547.5448,5171
261,535.683,547.6281,5165
262,538.459,547.7114,5190
263,541.234,547.7946,5194
264,544.007,547.8779,5141
265,546.780,547.9611,5275
266,549.551,548.0443,5197
267,552.322,548.1276,5135
268,555.091,548.2108,5241
269,557.859,548.2940,5203
270,560.627,548.3772,5323
271,563.393,548.4604,5251
272,566.158,548.5436,5180
