# laser_power_pct,0.004
# exposure_time,0.2
# laser_nm,532.021
# mode,single
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-227.093,525.6699,644
1,-224.019,525.7549,636
2,-220.946,525.8399,644
3,-217.874,525.9248,653
4,-214.803,526.0098,637
5,-211.734,526.0947,641
6,-208.666,526.1796,643
7,-205.598,526.2646,637
8,-202.533,526.3495,637
9,-199.468,526.4344,637
10,-196.405,526.5193,656
11,-193.342,526.6042,654
12,-190.281,526.6891,640
13,-187.222,526.7740,640
14,-184.163,526.8589,643
15,-181.106,526.9438,639
16,-178.050,527.0287,638
17,-174.995,527.1135,641
18,-171.941,527.1984,643
19,-168.888,527.2832,639
20,-165.837,527.3681,637
21,-162.787,527.4529,636
22,-159.738,527.5378,635
23,-156.690,527.6226,638
24,-153.644,527.7074,642
25,-150.599,527.7922,638
26,-147.555,527.8771,636
27,-144.512,527.9619,637
28,-141.470,528.0467,641
29,-138.430,528.1314,643
30,-135.390,528.2162,638
31,-132.352,528.3010,645
32,-129.315,528.3858,640
33,-126.280,528.4706,637
34,-123.245,528.5553,634
35,-120.212,528.6401,638
36,-117.180,528.7248,637
37,-114.149,528.8096,643
38,-111.119,528.8943,636
39,-108.091,528.9790,639
40,-105.063,529.0637,637
41,-102.037,529.1485,638
42,-99.012,529.2332,638
43,-95.989,529.3179,642
44,-92.966,529.4026,637
45,-89.945,529.4873,643
46,-86.925,529.5720,638
47,-83.906,529.6566,630
48,-80.888,529.7413,636
49,-77.871,529.8260,642
50,-74.856,529.9106,637
51,-71.842,529.9953,643
52,-68.829,530.0799,642
53,-65.817,530.1646,642
54,-62.806,530.2492,641
55,-59.797,530.3338,637
56,-56.789,530.4185,643
57,-53.782,530.5031,634
58,-50.776,530.5877,638
59,-47.771,530.6723,636
60,-44.768,530.7569,637
61,-41.765,530.8415,639
62,-38.764,530.9261,636
63,-35.764,531.0106,641
64,-32.765,531.0952,649
65,-29.768,531.1798,638
66,-26.771,531.2643,641
67,-23.776,531.3489,637
68,-20.782,531.4334,638
69,-17.789,531.5180,645
70,-14.797,531.6025,637
71,-11.807,531.6870,643
72,-8.817,531.7715,652
73,-5.829,531.8561,635
74,-2.842,531.9406,642
75,0.144,532.0251,643
76,3.128,532.1096,640
77,6.112,532.1941,638
78,9.094,532.2785,651
79,12.075,532.3630,645
80,15.055,532.4475,658
81,18.034,532.5319,641
82,21.012,532.6164,640
83,23.988,532.7008,650
84,26.964,532.7853,635
85,29.938,532.8697,640
86,32.911,532.9542,645
87,35.882,533.0386,640
88,38.853,533.1230,638
89,41.822,533.2074,636
90,44.791,533.2918,644
91,47.758,533.3762,637
92,50.724,533.4606,639
93,53.689,533.5450,638
94,56.652,533.6294,639
95,59.615,533.7137,637
96,62.576,533.7981,636
97,65.536,533.8825,643
98,68.495,533.9668,635
99,71.453,534.0512,638
100,74.410,534.1355,640
101,77.365,534.2198,635
102,80.319,534.3042,639
103,83.273,534.3885,652
104,86.225,534.4728,640
105,89.176,534.5571,634
106,92.125,534.6414,635
107,95.074,534.7257,636
108,98.021,534.8100,639
109,100.967,534.8943,640
110,103.912,534.9786,642
111,106.856,535.0628,644
112,109.799,535.1471,640
113,112.741,535.2313,634
114,115.681,535.3156,644
115,118.621,535.3998,639
116,121.559,535.4841,638
117,124.496,535.5683,640
118,127.432,535.6525,639
119,130.366,535.7367,636
120,133.300,535.8210,639
121,136.232,535.9052,645
122,139.164,535.9894,642
123,142.094,536.0735,645
124,145.023,536.1577,641
125,147.950,536.2419,638
126,150.877,536.3261,635
127,153.803,536.4102,641
128,156.727,536.4944,644
129,159.650,536.5786,641
130,162.572,536.6627,643
131,165.493,536.7468,638
132,168.413,536.8310,640
133,171.332,536.9151,637
134,174.249,536.9992,650
135,177.166,537.0833,642
136,180.081,537.1674,648
137,182.995,537.2515,642
138,185.908,537.3356,643
139,188.820,537.4197,640
140,191.731,537.5038,640
141,194.640,537.5879,647
142,197.549,537.6719,643
143,200.456,537.7560,643
144,203.362,537.8400,641
145,206.267,537.9241,639
146,209.171,538.0081,645
147,212.074,538.0922,646
148,214.975,538.1762,640
149,217.876,538.2602,639
150,220.775,538.3442,644
151,223.673,538.4282,643
152,226.570,538.5122,639
153,229.466,538.5962,641
154,232.361,538.6802,642
155,235.255,538.7642,641
156,238.147,538.8482,645
157,241.039,538.9321,638
158,243.929,539.0161,640
159,246.818,539.1001,639
160,249.706,539.1840,640
161,252.593,539.2679,649
162,255.479,539.3519,641
163,258.363,539.4358,637
164,261.247,539.5197,642
165,264.129,539.6036,640
166,267.011,539.6875,633
167,269.891,539.7714,642
168,272.770,539.8553,639
169,275.648,539.9392,643
170,278.524,540.0231,640
171,281.400,540.1070,639
172,284.275,540.1909,637
173,287.148,540.2747,644
174,290.020,540.3586,641
175,292.892,540.4424,638
176,295.762,540.5263,645
177,298.631,540.6101,640
178,301.498,540.6939,645
179,304.365,540.7777,649
180,307.231,540.8616,641
181,310.095,540.9454,643
182,312.959,541.0292,635
183,315.821,541.1130,643
184,318.682,541.1967,642
185,321.542,541.2805,641
186,324.401,541.3643,639
187,327.259,541.4481,639
188,330.115,541.5318,660
189,332.971,541.6156,647
190,335.825,541.6993,634
191,338.679,541.7831,639
192,341.531,541.8668,634
193,344.382,541.9505,642
194,347.232,542.0343,640
195,350.081,542.1180,640
196,352.929,542.2017,642
197,355.775,542.2854,643
198,358.621,542.3691,640
199,361.465,542.4528,640
200,364.309,542.5364,644
201,367.151,542.6201,644
202,369.992,542.7038,639
203,372.832,542.7874,646
204,375.671,542.8711,639
205,378.509,542.9547,648
206,381.346,543.0384,641
