pixel_index,raman_shift_cm-1,intensity
170,278.876,179.2
171,281.750,179.6
172,284.623,184.0
173,287.494,184.8
174,290.365,180.2
175,293.234,175.0
176,296.103,172.8
177,298.970,171.0
178,301.836,168.0
179,304.701,167.0
180,307.565,164.4
181,310.428,162.4
182,313.290,163.8
183,316.150,162.2
184,319.010,162.4
185,321.868,161.4
186,324.726,158.0
187,327.582,161.0
188,330.437,163.2
189,333.291,160.0
190,336.144,163.4
191,338.995,160.0
192,341.846,161.6
193,344.696,161.0
194,347.544,160.6
195,350.391,157.8
196,353.237,160.0
197,356.083,160.2
198,358.927,156.6
199,361.769,156.8
200,364.611,155.2
201,367.452,158.8
202,370.292,156.6
203,373.130,157.4
204,375.967,155.6
205,378.804,156.8
206,381.639,156.2
207,384.473,157.2
208,387.306,157.0
209,390.138,156.6
210,392.969,156.4
211,395.799,157.0
212,398.627,155.0
213,401.455,154.8
214,404.281,155.8
215,407.106,157.8
216,409.931,157.2
217,412.754,157.6
218,415.576,160.0
219,418.397,157.8
220,421.217,159.2
221,424.035,154.8
222,426.853,155.4
223,429.670,153.6
224,432.485,153.2
225,435.300,150.8
226,438.113,150.0
227,440.925,152.6
228,443.736,147.4
229,446.546,149.0
230,449.355,148.8
231,452.163,149.8
232,454.970,150.6
233,457.776,149.8
234,460.581,152.4
235,463.384,153.6
236,466.187,153.8
237,468.988,156.4
238,471.788,159.4
239,474.587,159.0
240,477.386,164.2
241,480.183,170.2
242,482.979,176.8
243,485.774,193.0
244,488.567,232.0
245,491.360,307.2
246,494.152,498.6
247,496.942,633.0
248,499.732,756.0
249,502.520,1062.6
250,505.308,1507.6
251,508.094,1921.4
252,510.879,1746.6
253,513.663,1015.8
254,516.446,519.2
255,519.228,304.8
256,522.009,235.0
257,524.789,204.4
258,527.568,189.0
259,530.346,182.0
260,533.122,176.8
261,535.898,171.2
262,538.672,169.0
263,541.446,166.6
264,544.218,165.0
265,546.989,162.6
266,549.760,160.0
267,552.529,156.8
268,555.297,157.6
269,558.064,158.6
270,560.830,155.6
271,563.595,154.8
272,566.358,155.0
273,569.121,155.6
274,571.883,155.0
275,574.643,152.6
276,577.403,152.8
277,580.162,152.4
278,582.919,152.8
279,585.675,152.6
280,588.431,152.6
281,591.185,152.4
282,593.938,153.8
283,596.690,156.4
284,599.441,157.2
285,602.191,157.6
286,604.940,158.2
287,607.688,161.2
288,610.435,158.4
289,613.181,157.0
290,615.926,157.4
291,618.669,156.8
292,621.412,155.4
293,624.153,156.0
294,626.894,154.6
295,629.633,157.0
296,632.372,157.4
297,635.109,156.6
298,637.845,157.8
299,640.581,158.0
300,643.315,157.6
301,646.048,160.2
302,648.780,156.0
303,651.511,159.4
304,654.241,157.0
305,656.970,159.6
306,659.698,157.4
307,662.425,156.8
308,665.151,157.8
309,667.875,158.2
310,670.599,157.2
311,673.322,153.4
312,676.043,156.8
313,678.764,152.8
314,681.483,153.4
315,684.202,152.4
316,686.919,151.8
317,689.636,153.6
318,692.351,153.4
319,695.065,150.8
320,697.779,151.6
321,700.491,153.2
322,703.202,151.0
323,705.912,152.0
324,708.621,152.4
325,711.329,151.6
326,714.036,154.2
327,716.742,156.0
328,719.447,154.0
329,722.151,152.6
330,724.854,158.8
331,727.556,156.6
332,730.257,154.6
333,732.957,157.8
334,735.655,158.0
335,738.353,160.8
336,741.050,161.8
337,743.745,162.6
338,746.440,163.2
339,749.134,159.4
340,751.826,161.2
341,754.518,158.8
342,757.208,156.2
343,759.898,156.6
344,762.586,157.8
345,765.273,156.2
346,767.960,154.8
347,770.645,155.8
348,773.329,159.4
349,776.013,158.8
350,778.695,159.2
351,781.376,158.0
352,784.056,158.4
353,786.736,158.8
354,789.414,160.8
355,792.091,160.0
356,794.767,159.6
357,797.442,159.0
358,800.116,160.2
359,802.789,161.2
360,805.461,161.4
361,808.132,162.8
362,810.802,165.8
363,813.471,163.0
364,816.139,163.6
365,818.806,163.8
366,821.472,161.2
367,824.137,163.6
368,826.801,161.8
369,829.463,162.8
370,832.125,160.0
371,834.786,161.4
372,837.446,161.4
373,840.105,163.0
374,842.762,161.8
375,845.419,162.6
376,848.075,162.0
377,850.730,160.4
378,853.383,162.8
379,856.036,163.6
380,858.688,162.6
381,861.338,162.6
382,863.988,162.2
383,866.637,162.6
384,869.284,166.2
385,871.931,165.8
386,874.576,168.0
387,877.221,169.2
388,879.865,172.4
389,882.507,173.2
390,885.149,174.0
391,887.789,174.0
392,890.429,171.2
393,893.067,170.4
394,895.705,170.6
395,898.341,166.2
396,900.977,166.6
397,903.611,169.0
398,906.245,170.2
399,908.878,170.6
400,911.509,174.0
401,914.140,175.2
402,916.769,179.4
403,919.398,185.4
404,922.025,193.0
405,924.652,201.8
406,927.277,208.6
407,929.902,220.6
408,932.525,226.0
409,935.148,233.2
410,937.769,233.6
411,940.390,235.4
412,943.009,232.4
413,945.628,233.0
414,948.245,234.4
415,950.862,233.6
416,953.477,232.6
417,956.092,235.0
418,958.705,238.2
419,961.318,234.2
420,963.929,235.6
421,966.540,237.2
422,969.150,235.2
423,971.758,232.2
424,974.366,233.0
425,976.972,227.4
426,979.578,224.8
427,982.182,213.8
428,984.786,209.2
429,987.389,200.4
430,989.990,195.0
431,992.591,188.2
432,995.191,182.8
433,997.789,183.8
434,1000.387,180.0
435,1002.984,180.0
436,1005.579,174.8
437,1008.174,175.2
438,1010.768,174.0
439,1013.361,175.2
440,1015.952,171.6
441,1018.543,171.4
442,1021.133,168.6
443,1023.722,169.0
444,1026.310,166.6
445,1028.896,167.6
446,1031.482,165.0
447,1034.067,164.8
448,1036.651,163.4
449,1039.234,165.0
450,1041.816,164.0
451,1044.397,162.8
452,1046.977,164.0
453,1049.556,164.4
454,1052.134,163.2
455,1054.711,163.0
456,1057.287,163.0
457,1059.862,163.6
458,1062.436,165.2
459,1065.009,162.8
460,1067.581,166.6
461,1070.153,163.6
462,1072.723,162.8
463,1075.292,165.8
464,1077.860,165.2
465,1080.428,162.0
466,1082.994,163.0
467,1085.559,163.8
468,1088.124,166.4
469,1090.687,166.0
470,1093.249,165.0
471,1095.811,167.4
472,1098.371,165.0
473,1100.931,162.6
474,1103.489,164.0
475,1106.047,164.6
476,1108.604,164.4
477,1111.159,165.6
478,1113.714,163.4
479,1116.268,164.0
480,1118.820,163.6
481,1121.372,163.8
482,1123.923,162.2
483,1126.473,162.8
484,1129.022,163.2
485,1131.570,164.0
486,1134.116,165.0
487,1136.662,165.4
488,1139.207,170.6
489,1141.752,168.0
490,1144.295,170.2
491,1146.837,167.4
492,1149.378,169.0
493,1151.918,170.8
494,1154.457,166.4
495,1156.996,168.8
496,1159.533,168.6
497,1162.069,168.8
498,1164.605,166.2
499,1167.139,168.4
500,1169.673,169.6
501,1172.205,167.4
502,1174.737,167.4
503,1177.267,168.2
504,1179.797,168.8
505,1182.326,170.2
506,1184.854,169.0
507,1187.380,169.6
508,1189.906,170.8
509,1192.431,169.4
510,1194.955,172.2
511,1197.478,174.4
512,1200.000,174.4
513,1202.521,177.6
514,1205.041,177.2
515,1207.560,176.8
516,1210.079,178.4
517,1212.596,178.8
518,1215.112,179.6
519,1217.628,175.6
520,1220.142,176.0
521,1222.655,175.8
522,1225.168,175.6
523,1227.679,175.6
524,1230.190,179.2
525,1232.700,177.8
526,1235.209,180.4
527,1237.716,177.6
528,1240.223,177.8
529,1242.729,174.6
530,1245.234,177.0
531,1247.738,174.0
532,1250.241,174.8
533,1252.743,176.2
534,1255.244,176.0
535,1257.745,176.8
536,1260.244,181.0
537,1262.742,177.8
538,1265.240,179.6
539,1267.736,178.6
540,1270.232,186.0
541,1272.726,189.4
542,1275.220,187.8
543,1277.713,192.0
544,1280.204,194.2
545,1282.695,194.6
546,1285.185,196.4
547,1287.674,194.4
548,1290.162,190.2
549,1292.649,190.4
550,1295.135,191.4
551,1297.620,187.4
552,1300.105,188.6
553,1302.588,189.6
554,1305.070,189.4
555,1307.552,191.6
556,1310.032,192.6
557,1312.512,197.2
558,1314.991,200.2
559,1317.468,201.6
560,1319.945,202.8
561,1322.421,203.6
562,1324.896,207.2
563,1327.370,207.6
564,1329.843,212.6
565,1332.315,208.6
566,1334.786,207.6
567,1337.257,206.8
568,1339.726,208.8
569,1342.194,212.6
570,1344.662,213.6
571,1347.128,217.8
572,1349.594,221.6
573,1352.059,222.2
574,1354.523,222.8
575,1356.985,220.8
576,1359.447,221.0
577,1361.908,217.8
578,1364.368,219.0
579,1366.828,219.6
580,1369.286,216.4
581,1371.743,210.2
582,1374.200,207.6
583,1376.655,201.4
584,1379.110,200.6
585,1381.563,194.4
586,1384.016,196.0
587,1386.468,194.2
588,1388.919,194.2
589,1391.368,191.8
590,1393.817,188.2
591,1396.266,191.6
592,1398.713,191.2
593,1401.159,189.8
594,1403.604,188.0
595,1406.049,185.6
596,1408.492,187.0
597,1410.935,182.6
598,1413.377,184.6
599,1415.817,182.0
600,1418.257,182.6
601,1420.696,184.2
602,1423.134,181.8
603,1425.571,186.0
604,1428.007,185.2
605,1430.443,187.2
606,1432.877,186.6
607,1435.311,189.8
608,1437.743,191.0
609,1440.175,190.6
610,1442.605,189.4
611,1445.035,188.6
612,1447.464,188.8
613,1449.892,190.8
614,1452.319,190.2
615,1454.745,191.6
616,1457.171,192.8
617,1459.595,191.4
618,1462.018,192.0
619,1464.441,192.2
620,1466.863,192.0
621,1469.283,187.8
622,1471.703,185.2
623,1474.122,182.4
624,1476.540,182.0
625,1478.957,179.4
626,1481.373,175.8
627,1483.789,176.0
628,1486.203,175.8
629,1488.616,174.8
630,1491.029,174.0
631,1493.441,174.8
632,1495.851,177.6
633,1498.261,175.4
634,1500.670,175.4
635,1503.078,172.4
636,1505.486,174.4
637,1507.892,174.2
638,1510.297,172.6
639,1512.702,173.8
640,1515.105,174.4
641,1517.508,175.2
642,1519.910,174.6
643,1522.310,172.2
644,1524.710,172.4
645,1527.110,174.4
646,1529.508,173.8
647,1531.905,177.4
648,1534.301,178.2
649,1536.697,179.0
650,1539.091,178.8
651,1541.485,178.0
652,1543.878,176.6
653,1546.270,179.0
654,1548.661,177.4
655,1551.051,179.0
656,1553.440,177.2
657,1555.829,178.2
658,1558.216,177.4
659,1560.603,179.2
660,1562.988,179.8
661,1565.373,177.4
662,1567.757,181.8
663,1570.140,179.8
664,1572.522,178.6
665,1574.903,180.2
666,1577.284,180.0
667,1579.663,182.2
668,1582.042,179.6
669,1584.419,181.2
670,1586.796,180.2
671,1589.172,181.2
672,1591.547,181.2
673,1593.921,182.2
674,1596.294,180.2
675,1598.667,179.8
676,1601.038,183.2
677,1603.409,181.2
678,1605.778,180.2
679,1608.147,181.4
680,1610.515,178.4
681,1612.882,178.8
682,1615.248,176.2
683,1617.614,174.8
684,1619.978,174.8
685,1622.342,174.6
686,1624.704,175.0
687,1627.066,174.6
688,1629.427,175.4
689,1631.787,176.6
690,1634.146,176.0
691,1636.504,174.0
692,1638.862,175.4
693,1641.218,175.6
694,1643.574,172.0
695,1645.928,171.2
696,1648.282,175.2
697,1650.635,172.8
698,1652.987,174.6
699,1655.339,173.0
700,1657.689,173.6
701,1660.038,174.0
702,1662.387,174.6
703,1664.735,173.2
704,1667.082,173.0
705,1669.428,175.2
706,1671.773,171.4
707,1674.117,170.2
708,1676.460,173.4
709,1678.803,172.2
710,1681.144,173.8
711,1683.485,172.4
712,1685.825,171.4
713,1688.164,170.2
714,1690.502,173.6
715,1692.839,173.8
716,1695.176,172.0
717,1697.511,173.4
718,1699.846,172.6
719,1702.180,173.6
720,1704.513,174.2
721,1706.845,173.8
722,1709.176,175.2
723,1711.506,174.0
724,1713.836,173.2
725,1716.164,175.4
726,1718.492,176.6
727,1720.819,176.2
728,1723.145,175.0
729,1725.470,172.8
730,1727.794,173.8
731,1730.118,176.2
732,1732.440,175.2
733,1734.762,174.2
734,1737.083,174.8
735,1739.403,177.0
736,1741.722,173.8
737,1744.040,174.2
738,1746.358,174.0
739,1748.674,174.0
740,1750.990,173.4
741,1753.305,174.0
742,1755.618,173.8
743,1757.932,176.4
744,1760.244,173.6
745,1762.555,173.8
746,1764.866,174.8
747,1767.175,176.0
748,1769.484,174.0
749,1771.792,175.4
750,1774.099,174.8
751,1776.405,174.4
752,1778.711,175.8
753,1781.015,177.6
754,1783.319,175.0
755,1785.622,177.0
756,1787.924,174.6
757,1790.225,174.6
758,1792.525,174.2
759,1794.824,175.2
760,1797.123,175.2
761,1799.421,175.2
762,1801.718,172.8
763,1804.014,173.8
764,1806.309,174.0
765,1808.603,173.8
766,1810.896,174.2
767,1813.189,172.6
768,1815.481,172.0
769,1817.772,173.2
770,1820.062,173.8
771,1822.351,174.4
772,1824.639,174.8
773,1826.927,172.6
774,1829.213,173.4
775,1831.499,173.6
776,1833.784,175.8
777,1836.068,173.0
778,1838.352,174.4
779,1840.634,176.8
780,1842.916,173.8
781,1845.196,175.6
782,1847.476,173.6
783,1849.755,174.8
784,1852.033,176.8
785,1854.311,174.6
786,1856.587,173.6
787,1858.863,175.0
788,1861.138,175.0
789,1863.412,175.2
790,1865.685,175.6
791,1867.957,178.6
792,1870.229,175.6
793,1872.499,179.4
794,1874.769,176.8
795,1877.038,175.8
796,1879.306,176.8
797,1881.574,174.2
798,1883.840,178.8
799,1886.106,176.4
800,1888.370,178.4
801,1890.634,179.2
802,1892.898,176.8
803,1895.160,175.4
804,1897.421,174.6
805,1899.682,179.6
806,1901.942,177.8
807,1904.200,175.6
808,1906.459,178.2
809,1908.716,177.6
810,1910.972,177.2
811,1913.228,179.0
812,1915.483,176.6
813,1917.736,180.0
814,1919.990,175.8
815,1922.242,178.4
816,1924.493,179.8
817,1926.744,176.6
818,1928.994,176.8
819,1931.243,178.4
820,1933.491,176.4
821,1935.738,176.6
822,1937.984,179.2
823,1940.230,180.6
824,1942.475,178.8
825,1944.719,180.0
826,1946.962,178.2
827,1949.204,177.8
828,1951.446,175.0
829,1953.686,179.4
830,1955.926,178.0
831,1958.165,177.2
832,1960.403,180.2
833,1962.641,177.8
834,1964.877,181.0
835,1967.113,179.0
836,1969.348,179.6
837,1971.582,178.8
838,1973.815,177.8
839,1976.048,178.2
840,1978.279,178.6
841,1980.510,176.6
842,1982.740,176.8
843,1984.969,180.8
844,1987.197,177.8
845,1989.425,179.8
846,1991.651,180.6
847,1993.877,178.8
848,1996.102,178.4
849,1998.326,179.6
850,2000.550,179.4
851,2002.772,181.6
852,2004.994,202.4
853,2007.215,181.6
854,2009.435,180.2
855,2011.655,178.4
856,2013.873,181.0
857,2016.091,179.8
858,2018.307,177.0
859,2020.524,179.0
860,2022.739,180.6
861,2024.953,179.2
862,2027.167,181.4
863,2029.380,179.4
864,2031.591,178.8
865,2033.803,179.0
866,2036.013,180.4
867,2038.222,178.0
868,2040.431,179.4
869,2042.639,182.0
870,2044.846,180.8
871,2047.052,180.6
872,2049.258,181.4
873,2051.463,181.2
874,2053.666,184.0
875,2055.869,181.2
876,2058.072,182.0
877,2060.273,180.8
878,2062.474,180.8
879,2064.673,179.2
880,2066.872,180.6
881,2069.071,179.8
882,2071.268,180.8
883,2073.465,182.2
884,2075.660,181.8
885,2077.855,182.2
886,2080.049,180.4
887,2082.243,181.8
888,2084.435,182.2
889,2086.627,183.2
890,2088.818,183.8
891,2091.008,180.8
892,2093.197,182.6
893,2095.386,182.0
894,2097.574,181.8
895,2099.760,181.4
896,2101.947,181.4
897,2104.132,184.2
898,2106.316,183.2
899,2108.500,182.0
900,2110.683,181.6
901,2112.865,182.6
902,2115.046,182.2
903,2117.227,183.6
904,2119.407,182.8
905,2121.585,181.2
906,2123.764,184.6
907,2125.941,183.6
908,2128.117,181.6
909,2130.293,182.2
910,2132.468,182.6
911,2134.642,180.4
912,2136.815,180.6
913,2138.988,181.2
914,2141.160,181.0
915,2143.331,182.8
916,2145.501,184.8
917,2147.670,185.8
918,2149.839,181.0
919,2152.006,183.8
920,2154.173,180.8
921,2156.339,181.0
922,2158.505,182.4
923,2160.669,182.6
924,2162.833,186.0
925,2164.996,182.6
926,2167.158,181.0
927,2169.320,181.6
928,2171.480,183.6
929,2173.640,184.0
930,2175.799,183.2
931,2177.957,181.6
932,2180.115,182.4
933,2182.271,182.4
934,2184.427,181.8
935,2186.582,183.4
936,2188.737,182.8
937,2190.890,184.6
938,2193.043,186.6
939,2195.195,183.0
940,2197.346,181.6
941,2199.496,185.2
942,2201.646,183.2
943,2203.795,184.0
944,2205.943,185.6
945,2208.090,184.0
946,2210.236,185.4
947,2212.382,182.4
948,2214.527,185.2
949,2216.671,182.8
950,2218.814,182.8
951,2220.957,183.6
952,2223.098,184.4
953,2225.239,187.2
954,2227.380,183.4
955,2229.519,183.8
956,2231.657,185.2
957,2233.795,184.0
958,2235.932,184.8
959,2238.069,185.4
960,2240.204,184.8
961,2242.339,183.2
962,2244.473,183.2
963,2246.606,184.6
964,2248.738,182.8
965,2250.870,184.6
966,2253.001,185.0
967,2255.131,181.0
968,2257.260,185.8
969,2259.388,184.6
970,2261.516,183.8
971,2263.643,184.6
972,2265.769,184.0
973,2267.894,186.2
974,2270.019,186.6
975,2272.143,182.4
976,2274.266,184.0
977,2276.388,185.4
978,2278.509,184.6
979,2280.630,184.4
980,2282.750,183.2
981,2284.869,186.4
982,2286.988,184.6
983,2289.105,184.6
984,2291.222,183.2
985,2293.338,183.0
986,2295.453,185.4
987,2297.568,185.2
988,2299.682,182.8
989,2301.795,186.6
990,2303.907,185.6
991,2306.018,188.0
992,2308.129,189.4
993,2310.239,186.8
994,2312.348,181.8
995,2314.457,185.2
996,2316.564,186.2
997,2318.671,185.2
998,2320.777,183.0
999,2322.882,186.6
1000,2324.987,184.6
1001,2327.091,183.6
1002,2329.194,185.2
1003,2331.296,186.0
1004,2333.397,190.6
1005,2335.498,189.6
1006,2337.598,186.6
1007,2339.697,187.0
1008,2341.796,185.6
1009,2343.893,187.0
1010,2345.990,185.2
1011,2348.086,184.4
1012,2350.182,186.0
1013,2352.276,187.2
1014,2354.370,186.0
1015,2356.463,184.6
1016,2358.555,185.6
1017,2360.647,188.2
1018,2362.738,184.8
1019,2364.828,187.0
1020,2366.917,185.6
1021,2369.005,188.4
1022,2371.093,188.2
1023,2373.180,185.2
