# laser_power_pct,40
# exposure_time,0.2
# laser_nm,532.021
# mode,single
pixel,raman_shift_cm-1,wavelength_nm,intensity
0,-227.085,525.6702,653
1,-224.010,525.7552,650
2,-220.937,525.8401,647
3,-217.864,525.9251,652
4,-214.793,526.0100,650
5,-211.724,526.0950,649
6,-208.655,526.1799,654
7,-205.588,526.2649,649
8,-202.521,526.3498,648
9,-199.457,526.4347,642
10,-196.393,526.5197,668
11,-193.330,526.6046,652
12,-190.269,526.6895,646
13,-187.209,526.7744,648
14,-184.150,526.8593,646
15,-181.093,526.9442,655
16,-178.036,527.0290,646
17,-174.981,527.1139,644
18,-171.927,527.1988,642
19,-168.874,527.2836,647
20,-165.822,527.3685,645
21,-162.772,527.4534,648
22,-159.723,527.5382,642
23,-156.675,527.6230,645
24,-153.628,527.7079,648
25,-150.583,527.7927,642
26,-147.538,527.8775,646
27,-144.495,527.9623,642
28,-141.453,528.0471,648
29,-138.412,528.1319,651
30,-135.373,528.2167,648
31,-132.334,528.3015,649
32,-129.297,528.3863,648
33,-126.261,528.4711,654
34,-123.227,528.5558,642
35,-120.193,528.6406,651
36,-117.161,528.7254,648
37,-114.130,528.8101,655
38,-111.100,528.8948,644
39,-108.071,528.9796,643
40,-105.043,529.0643,651
41,-102.017,529.1490,648
42,-98.992,529.2338,653
43,-95.968,529.3185,646
44,-92.945,529.4032,643
45,-89.924,529.4879,648
46,-86.903,529.5726,653
47,-83.884,529.6572,653
48,-80.866,529.7419,656
49,-77.849,529.8266,643
50,-74.833,529.9113,651
51,-71.819,529.9959,653
52,-68.806,530.0806,640
53,-65.794,530.1652,650
54,-62.783,530.2499,651
55,-59.773,530.3345,646
56,-56.765,530.4191,642
57,-53.757,530.5038,649
58,-50.751,530.5884,644
59,-47.746,530.6730,644
60,-44.743,530.7576,646
61,-41.740,530.8422,647
62,-38.739,530.9268,660
63,-35.738,531.0114,665
64,-32.739,531.0959,704
65,-29.742,531.1805,920
66,-26.745,531.2651,982
67,-23.749,531.3496,656
68,-20.755,531.4342,648
69,-17.762,531.5187,651
70,-14.770,531.6033,647
71,-11.779,531.6878,648
72,-8.790,531.7723,663
73,-5.801,531.8568,649
74,-2.814,531.9414,643
75,0.172,532.0259,649
76,3.157,532.1104,644
77,6.140,532.1949,651
78,9.123,532.2793,663
79,12.104,532.3638,655
80,15.084,532.4483,660
81,18.063,532.5328,650
82,21.041,532.6172,648
83,24.018,532.7017,652
84,26.993,532.7861,643
85,29.968,532.8706,648
86,32.941,532.9550,650
87,35.913,533.0394,641
88,38.884,533.1239,645
89,41.853,533.2083,640
90,44.822,533.2927,644
91,47.789,533.3771,648
92,50.755,533.4615,645
93,53.720,533.5459,644
94,56.684,533.6303,653
95,59.647,533.7147,655
96,62.608,533.7990,646
97,65.568,533.8834,655
98,68.528,533.9677,651
99,71.486,534.0521,653
100,74.442,534.1364,652
101,77.398,534.2208,654
102,80.353,534.3051,651
103,83.306,534.3894,670
104,86.258,534.4738,654
105,89.209,534.5581,656
106,92.159,534.6424,653
107,95.108,534.7267,657
108,98.055,534.8110,655
109,101.002,534.8953,654
110,103.947,534.9795,653
111,106.891,535.0638,659
112,109.834,535.1481,660
113,112.776,535.2323,649
114,115.716,535.3166,657
115,118.656,535.4008,651
116,121.594,535.4851,650
117,124.531,535.5693,648
118,127.467,535.6535,649
119,130.402,535.7378,654
120,133.336,535.8220,652
121,136.268,535.9062,654
122,139.200,535.9904,666
123,142.130,536.0746,655
124,145.059,536.1588,659
125,147.987,536.2430,655
126,150.914,536.3271,652
127,153.839,536.4113,657
128,156.764,536.4955,650
129,159.687,536.5796,649
130,162.610,536.6638,648
131,165.531,536.7479,650
132,168.451,536.8320,661
133,171.369,536.9162,654
134,174.287,537.0003,653
135,177.203,537.0844,656
136,180.119,537.1685,655
137,183.033,537.2526,658
138,185.946,537.3367,658
139,188.858,537.4208,649
140,191.769,537.5049,653
141,194.679,537.5890,663
142,197.587,537.6730,656
143,200.494,537.7571,659
144,203.401,537.8412,660
145,206.306,537.9252,655
146,209.210,538.0093,651
147,212.113,538.0933,667
148,215.014,538.1773,656
149,217.915,538.2613,664
150,220.814,538.3454,658
151,223.713,538.4294,657
152,226.610,538.5134,653
153,229.506,538.5974,660
154,232.401,538.6814,661
155,235.294,538.7654,662
156,238.187,538.8493,658
157,241.079,538.9333,658
158,243.969,539.0173,656
159,246.858,539.1012,659
160,249.746,539.1852,663
161,252.633,539.2691,663
162,255.519,539.3531,667
163,258.404,539.4370,661
164,261.288,539.5209,666
165,264.170,539.6048,663
166,267.051,539.6887,659
167,269.932,539.7726,660
168,272.811,539.8565,665
169,275.689,539.9404,663
170,278.566,540.0243,670
171,281.441,540.1082,668
172,284.316,540.1921,681
173,287.189,540.2759,669
174,290.062,540.3598,664
175,292.933,540.4436,665
176,295.803,540.5275,668
177,298.672,540.6113,663
178,301.540,540.6951,663
179,304.407,540.7790,670
180,307.272,540.8628,666
181,310.137,540.9466,672
182,313.000,541.0304,664
183,315.863,541.1142,659
184,318.724,541.1980,661
185,321.584,541.2818,661
186,324.443,541.3655,662
187,327.301,541.4493,667
188,330.158,541.5331,676
189,333.013,541.6168,664
190,335.868,541.7006,658
191,338.721,541.7843,655
192,341.573,541.8681,655
193,344.424,541.9518,668
194,347.275,542.0355,663
195,350.123,542.1192,652
196,352.971,542.2029,651
197,355.818,542.2866,661
198,358.664,542.3703,661
199,361.508,542.4540,657
200,364.352,542.5377,662
201,367.194,542.6214,658
202,370.035,542.7050,654
203,372.875,542.7887,661
